# {"t_start": 1541100799.9220493, "env_id": "LunarLander-v2"} 
r,l,t
-261.652463,87,1.405802
-91.702578,83,1.473578
-70.419339,77,1.534744
-142.314113,97,1.612418
-79.937121,120,1.709594
-416.320866,89,1.781734
-153.55333,92,1.85581
-145.858331,94,1.931943
-115.303566,69,1.986441
-317.957172,91,2.058811
-180.58115,74,2.118249
-45.331384,74,2.178704
-96.396794,69,2.233084
-159.968946,83,2.299906
-229.205124,80,2.363454
-96.329426,77,2.425599
-190.70456,103,2.510268
-116.815947,108,2.598009
-136.058214,86,2.669009
-151.497758,111,2.760025
-116.795493,135,2.872054
-79.94549,83,2.939382
-160.118772,115,3.033818
-147.309273,111,3.12508
-214.357492,110,3.216587
-151.853946,115,3.310545
-369.321703,74,3.369668
-82.974021,59,3.416336
-217.222995,62,3.465028
-291.207418,84,3.53258
-338.476454,94,3.608473
-138.922693,128,3.714841
-0.17299,123,3.81527
-111.208867,90,3.888121
-123.745672,117,3.985535
-231.112117,131,4.096432
-150.220625,79,4.160089
-203.490049,63,4.211268
-274.948499,98,4.292733
-190.674811,81,4.358592
-245.00401,94,4.435637
-303.388022,125,4.540064
-62.217104,76,4.601531
-59.868072,71,4.659617
-50.656215,64,5.25303
-87.808987,65,5.305512
-96.934075,83,5.370951
-14.656242,105,5.456692
27.680966,123,5.560527
-371.572162,135,5.673013
-441.885196,95,5.749601
-70.911182,61,5.79882
-231.873562,131,5.90698
4.102285,63,5.957479
12.057516,132,6.070904
-172.521861,81,6.134806
-109.92082,81,6.200441
-78.465944,59,6.247435
-140.178288,68,6.301481
-234.180182,103,6.384139
-129.718747,123,6.486419
-198.42566,71,6.542704
-150.336699,84,6.610177
-200.984686,124,6.712607
-271.85587,132,6.823765
-206.098926,105,6.909869
-115.82909,70,6.966798
-81.56323,133,7.078437
-265.034581,122,7.179316
-316.937579,87,7.25018
-246.986697,87,7.321285
-187.280985,69,7.377103
-259.081685,69,7.433091
-121.847799,75,7.494344
-379.215927,105,7.579855
-307.01475,87,7.651308
-65.462792,67,7.704424
-64.648016,66,7.756392
-361.099104,153,7.885864
-112.969121,83,7.953564
-360.22443,98,8.034594
-124.301423,66,8.08771
-201.743438,98,8.166409
-113.169618,94,8.242021
-110.542504,68,8.296263
-105.884766,65,8.348305
-224.844416,96,8.427769
-136.340574,112,8.518797
-121.641117,134,9.04135
-112.202642,85,9.109382
-129.243856,62,9.158494
-329.234925,84,9.227057
-393.76517,90,9.299507
-270.543407,141,9.417732
-201.600098,93,9.493421
-167.87627,99,9.573873
-93.391834,83,9.641597
-101.365067,109,9.730852
-63.824809,77,9.793358
-259.017586,118,9.891146
-171.492772,68,9.94647
-400.289653,100,10.026986
-254.792853,81,10.092315
-335.965949,92,10.167757
-78.861819,61,10.216329
-124.415365,85,10.284882
-158.654383,106,10.373202
-100.958249,129,10.482442
-259.966111,87,10.55359
-100.081726,80,10.618021
-188.248714,79,10.682623
-124.231841,89,10.755081
-87.465692,70,10.811215
-114.484112,68,10.864785
-295.196014,97,10.941486
-58.630742,64,10.992964
-238.37871,69,11.049196
-249.368293,95,11.126652
-133.586485,103,11.212125
-375.04617,97,11.291331
-151.406731,64,11.342121
-170.651045,121,11.440598
-304.983981,107,11.528978
-88.591126,93,11.604297
-199.175435,97,11.696237
-35.257898,74,11.757437
-118.999482,66,11.809582
-86.639999,84,11.878971
-127.860577,75,11.939578
-147.114992,114,12.033117
-99.352866,69,12.0871
-225.880212,75,12.14823
-90.047834,73,12.20753
-134.799211,84,12.274831
-116.857827,78,12.752381
-379.945008,83,12.820588
-406.533722,100,12.900781
-202.769841,70,12.958502
-118.172169,92,13.032165
-107.319629,91,13.105052
-129.473563,69,13.160202
-103.040447,77,13.222277
-91.219126,72,13.279367
-112.110756,103,13.362969
-46.647284,104,13.44965
-106.364389,73,13.507682
-70.308772,79,13.571416
-124.073731,77,13.632442
-225.372627,87,13.702059
-28.08686,125,13.806387
-108.300373,80,13.872174
-127.193907,92,13.947446
-99.152065,67,14.001219
-134.063908,78,14.063764
-117.592798,57,14.108794
-330.24882,109,14.199375
-95.79831,90,14.273254
-101.386184,119,14.370235
-200.015828,89,14.442734
-304.480486,103,14.527492
-142.973734,61,14.575479
-131.858678,117,14.671838
-92.073491,88,14.743444
22.016691,131,14.854137
-464.770521,83,14.920143
-373.818871,120,15.019275
-149.635899,125,15.122658
-110.49371,112,15.215409
-102.689121,72,15.273453
-253.136277,123,15.375189
-99.174931,72,15.431716
-285.050192,86,15.500967
-364.972888,103,15.583932
-144.231812,118,15.67862
-202.961415,67,15.732438
-97.628657,87,15.803242
-89.928067,82,15.869376
-254.942456,69,15.924264
-109.742263,74,15.983385
-84.690374,94,16.059658
-295.36051,111,16.560514
-279.167354,95,16.637243
-70.46322,67,16.691491
-81.557686,74,16.751232
-469.510981,95,16.827762
-95.04858,107,16.914927
-89.811216,67,16.968627
-120.588504,100,17.048672
-253.714895,118,17.147908
-334.619081,86,17.219127
-84.062451,65,17.270932
-211.377551,117,17.367026
-356.929436,142,17.48709
-198.292382,108,17.575644
2.989827,72,17.633211
-43.665259,71,17.690314
-278.520028,80,17.755545
-156.277154,133,17.869534
-690.578761,130,17.980494
-125.409264,85,18.049363
-109.342296,79,18.113181
-287.747792,90,18.187906
-193.049486,92,18.263119
-110.552973,81,18.327868
-206.142586,98,18.40815
-112.040071,78,18.470373
-63.513938,64,18.521905
-124.296461,104,18.607497
-199.238291,101,18.690263
-196.42405,109,18.780213
-270.306545,142,18.89964
-168.483441,143,19.022341
-39.699497,110,19.113915
-126.09236,72,19.17159
-93.886449,86,19.240349
24.559056,115,19.335413
-226.546191,115,19.431099
