EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
91.575,-174.71257,45,45,4.083982706069946,4081,0.0,1.3500104,0.0016390681266784668,0.03818147,0.03136389,0.03136389
90.15,-149.99149,45,90,7.989040374755859,8122,0.0,1.3156941,-0.03065323829650879,0.040099896,0.035360012,0.035360012
92.55,-101.22484,46,136,11.89436411857605,12273,0.0,1.3039643,-0.007880210876464844,0.034518857,0.01844571,0.01844571
93.375,-104.20597,44,180,15.798410654067993,16321,0.0,1.2495143,-0.0069506168365478516,0.05415543,0.037535466,0.037535466
90.125,-73.57902,45,225,19.666391849517822,20457,0.0,1.2184646,-0.002877473831176758,0.037369207,0.028592534,0.028592534
101.225,-59.965675,40,265,23.617095470428467,24506,0.0,1.2192976,-0.0035729408264160156,0.04772099,0.028112007,0.028112007
102.2,-61.354347,40,305,27.52946639060974,28594,0.0,1.144572,-0.0015929937362670898,0.037269652,0.015935432,0.015935432
94.925,-71.40243,44,349,31.365602731704712,32715,0.0,1.1346129,-0.0006809234619140625,0.051943906,0.027391106,0.027391106
101.45,-41.673195,41,390,35.27324104309082,36834,0.0,1.0803653,-0.001641392707824707,0.048783876,0.029668968,0.029668968
97.4,-49.791473,43,433,39.18625998497009,40958,0.0,1.0667123,-0.0013632774353027344,0.027897652,0.019557634,0.019557634
94.1,-47.237698,43,476,43.03304696083069,44976,0.0,1.088372,-0.0009732246398925781,0.038017068,0.017807653,0.017807653
94.575,-39.735893,44,520,46.9062876701355,49106,0.0,1.052049,-0.0011812448501586914,0.041780684,0.030779641,0.030779641
101.125,-30.696936,41,561,50.84341502189636,53235,0.0,1.0444165,-0.0020685195922851562,0.049493972,0.03620605,0.03620605
97.5,-45.214115,41,602,54.715879678726196,57267,0.0,1.0476987,-0.0010838508605957031,0.042236753,0.038920626,0.038920626
119.7,-37.618023,33,635,58.8277907371521,61332,0.0,0.891428,-0.0060083866119384766,0.04835764,0.028499464,0.028499464
138.55,-24.580885,26,661,63.19214916229248,65402,0.0,0.84465796,-0.0013648271560668945,0.052691832,0.039114457,0.039114457
156.6,-5.8871856,25,686,67.96639776229858,69583,0.0,0.72310317,0.0013228058815002441,0.046877585,0.02327742,0.02327742
123.125,-39.310787,35,721,72.11179947853088,73634,0.0,0.83512473,-0.16155076026916504,0.029806638,0.021147752,0.021147752
133.2,-11.504481,30,751,76.47772407531738,77799,0.0,0.62300867,-0.0022652149200439453,0.062022276,0.03120305,0.03120305
135.1,24.166714,28,779,80.70024132728577,81843,0.0,0.6290825,0.027946889400482178,0.05471584,0.031759363,0.031759363
133.2,16.380774,30,809,84.86645340919495,85945,0.0,0.5871495,0.08363676071166992,0.03038632,0.016287975,0.016287975
155.3,-10.675016,24,833,89.11308598518372,89964,0.0,0.63651973,-0.061426520347595215,0.028661294,0.022849442,0.022849442
154.75,-18.66817,26,859,93.44477820396423,94022,0.0,0.7009236,0.03273916244506836,0.049985178,0.048388217,0.048388217
172.325,6.493373,25,884,97.75632286071777,98303,0.0,0.6410793,0.0018128752708435059,0.03815587,0.017531544,0.017531544
163.725,-26.755722,23,907,102.33325862884521,102366,0.0,0.72979987,0.07612800598144531,0.06294551,0.04164274,0.04164274
152.975,-27.114313,28,935,106.53083634376526,106465,0.0,0.68731725,0.08352047204971313,0.038904034,0.026569001,0.026569001
160.45,-0.31831664,23,958,110.93620252609253,110585,0.0,0.67586845,0.04895961284637451,0.04956716,0.028806927,0.028806927
208.05,73.05199,16,974,115.64749264717102,114586,0.0,0.57836455,-0.005300164222717285,0.038174544,0.034144476,0.034144476
204.45,103.32454,24,998,119.8953309059143,118763,0.0,0.55064654,0.0012108683586120605,0.042875696,0.025211506,0.025211506
171.4,37.385914,24,1022,124.17616415023804,122723,0.0,0.63337433,0.0055027008056640625,0.038953114,0.027849413,0.027849413
169.525,46.983063,22,1044,128.6125407218933,126899,0.0,0.68816924,0.07098370790481567,0.04483048,0.031380676,0.031380676
146.175,45.165367,28,1072,132.73738265037537,130861,0.0,0.7649303,0.14036047458648682,0.04172924,0.025397733,0.025397733
186.2,-4.6593976,18,1090,138.12605929374695,135011,0.0,0.81562257,0.24878191947937012,0.03595421,0.023265786,0.023265786
228.95,-15.9621935,14,1104,143.49321961402893,138732,0.0,0.7013198,0.1875007152557373,0.038322728,0.02467569,0.02467569
252.2,16.096603,18,1122,148.37969517707825,143227,0.0,0.7235721,0.3396558165550232,0.034897305,0.023179218,0.023179218
278.1,45.128365,13,1135,153.6265161037445,147331,0.0,0.66407,0.23492330312728882,0.039331272,0.03461025,0.03461025
286.225,14.750549,13,1148,160.05930066108704,151369,0.0,0.8798309,0.5042737424373627,0.011347901,0.0130052,0.0130052
306.525,-32.079636,14,1162,165.7612919807434,155488,0.0,0.7714671,0.34160178899765015,0.03327432,0.015655542,0.015655542
296.775,-36.904457,13,1175,171.8807647228241,159202,0.0,0.86781555,0.5782203376293182,0.044792008,0.024902532,0.024902532
361.675,-47.867287,5,1180,181.2483513355255,163493,0.0,0.9124669,0.5943001806735992,0.04550896,0.025839087,0.025839087
410.975,-33.006763,8,1188,190.95318126678467,167808,0.0,0.90756905,0.5400311052799225,0.017630104,0.022685181,0.022685181
481.65,-50.020485,4,1192,198.886234998703,171808,0.0,0.99273956,0.6167784929275513,0.029657597,0.022090182,0.022090182
546.95,-46.580456,5,1197,207.48787307739258,176016,0.0,0.9973039,0.6046930849552155,0.0111429375,0.01782644,0.01782644
607.1,-26.394775,5,1202,216.4939525127411,179772,0.0,0.83230823,-0.015019893646240234,0.032654785,0.02506063,0.02506063
670.65,-18.69403,4,1206,225.56959891319275,183772,0.0,0.92179763,0.6176642775535583,0.021479059,0.013079808,0.013079808
737.625,-6.6548576,6,1212,232.56269431114197,187676,0.0,0.6940543,0.47642403841018677,0.041338563,0.031545557,0.031545557
744.825,-3.073196,7,1219,239.0908432006836,192439,0.0,0.7019831,0.10666656494140625,0.040740035,0.021109587,0.021109587
710.45,10.736231,8,1227,245.56037878990173,196069,0.0,0.727888,0.3313193917274475,0.06865823,0.10522147,0.10522147
640.2,15.170949,9,1236,252.8950686454773,200624,0.0,0.8251741,-0.07156765460968018,0.041972324,0.03211132,0.03211132
616.925,11.797884,5,1241,261.39719104766846,203838,0.0,0.84470683,0.47180306911468506,0.040438846,0.057929065,0.057929065
548.125,9.104754,8,1249,269.35142731666565,208287,0.0,0.738134,0.44653642177581787,0.042438075,0.01833117,0.01833117
542.65,13.821828,7,1256,276.1940805912018,212563,0.0,0.6980146,0.37675851583480835,0.035482362,0.03382276,0.03382276
521.475,19.302969,10,1266,283.07592272758484,216761,0.0,0.6777506,0.2383791208267212,0.027769629,0.021143064,0.021143064
543.925,31.451092,7,1273,289.6447374820709,221155,0.0,0.700945,0.3890537619590759,0.014069039,0.02061364,0.02061364
521.875,44.612625,8,1281,296.1029613018036,224713,0.0,0.6635272,0.4843139052391052,0.031623885,0.023766818,0.023766818
550.1,46.36683,6,1287,303.15004444122314,229167,0.0,0.7041354,0.44562917947769165,0.03736306,0.02386218,0.02386218
543.425,40.431164,6,1293,310.3400466442108,233124,0.0,0.6934782,0.29115283489227295,0.041091245,0.037549134,0.037549134
539.375,26.06717,9,1302,318.4200403690338,237027,0.0,0.65188015,0.3124277591705322,0.0526776,0.035016607,0.035016607
501.85,-4.6437016,12,1314,326.0286021232605,241339,0.0,0.6909503,0.36234235763549805,0.044672087,0.039672513,0.039672513
422.725,-9.87814,12,1326,333.16405510902405,245076,0.0,0.6611957,0.10335975885391235,0.039618194,0.02164824,0.02164824
386.65,-30.285614,10,1336,341.89124870300293,249805,0.0,0.7178515,0.30353134870529175,0.031124413,0.019861441,0.019861441
380.7,-21.25545,14,1350,348.7039260864258,253882,0.0,0.6798562,0.4435642957687378,0.050924562,0.03252175,0.03252175
364.275,-30.499395,10,1360,355.0915005207062,257549,0.0,0.6115919,0.3056905269622803,0.031379417,0.021342594,0.021342594
