# {"t_start": 1539473001.413191, "env_id": "CartPole-v0"} 
r,l,t
16.0,16,0.698551
35.0,35,0.729864
25.0,25,0.75591
13.0,13,0.770909
39.0,39,0.817804
17.0,17,0.833706
34.0,34,0.863918
11.0,11,0.873573
30.0,30,0.899791
18.0,18,0.916133
61.0,61,0.973729
14.0,14,0.988068
38.0,38,1.023473
19.0,19,1.038471
53.0,53,1.083328
16.0,16,1.098794
10.0,10,1.107599
20.0,20,1.125108
13.0,13,1.141033
13.0,13,1.152005
12.0,12,1.167488
13.0,13,1.178431
14.0,14,1.192726
31.0,31,1.221547
18.0,18,1.239609
11.0,11,1.25038
46.0,46,1.290181
16.0,16,1.304793
24.0,24,1.325216
19.0,19,1.342883
20.0,20,1.363141
21.0,21,1.381801
19.0,19,1.398324
20.0,20,1.415077
15.0,15,1.428377
23.0,23,1.447948
19.0,19,1.466748
13.0,13,1.485372
32.0,32,1.515741
27.0,27,1.540107
16.0,16,1.55471
19.0,19,1.577441
9.0,9,1.587361
34.0,34,1.619306
20.0,20,1.638415
17.0,17,1.653347
78.0,78,1.724118
24.0,24,1.744534
27.0,27,1.769577
14.0,14,1.782816
20.0,20,1.803287
12.0,12,1.815222
32.0,32,1.849605
46.0,46,1.891788
21.0,21,1.911587
25.0,25,1.933502
27.0,27,1.958499
25.0,25,1.97916
18.0,18,1.996545
28.0,28,2.018783
13.0,13,2.032184
18.0,18,2.048695
22.0,22,2.068946
30.0,30,2.096325
12.0,12,2.107396
24.0,24,2.130177
22.0,22,2.155448
21.0,21,2.17312
48.0,48,2.218131
25.0,25,2.23983
20.0,20,2.258143
19.0,19,2.275892
16.0,16,2.290779
13.0,13,2.304166
29.0,29,2.329103
14.0,14,2.341065
25.0,25,2.362247
30.0,30,2.391487
12.0,12,2.403445
12.0,12,2.416196
83.0,83,2.491475
22.0,22,2.509646
10.0,10,2.520198
50.0,50,2.570567
14.0,14,2.584259
14.0,14,2.596929
46.0,46,2.638705
9.0,9,2.647658
15.0,15,2.661014
12.0,12,2.672496
42.0,42,2.712446
24.0,24,2.735904
33.0,33,2.766379
13.0,13,2.779009
19.0,19,2.797461
30.0,30,2.824276
20.0,20,2.842387
12.0,12,2.85179
41.0,41,2.885451
16.0,16,2.898618
13.0,13,2.911614
10.0,10,2.921939
12.0,12,2.932717
16.0,16,2.94832
22.0,22,2.966576
20.0,20,2.983074
20.0,20,2.999412
20.0,20,3.01696
13.0,13,3.029212
25.0,25,3.05251
11.0,11,3.064916
12.0,12,3.075793
13.0,13,3.087637
39.0,39,3.120833
26.0,26,3.1428
45.0,45,3.18316
28.0,28,3.206776
27.0,27,3.238357
13.0,13,3.253264
13.0,13,3.269365
11.0,11,3.285612
13.0,13,3.298049
14.0,14,3.310134
14.0,14,3.321277
15.0,15,3.335296
42.0,42,3.378997
16.0,16,3.395264
29.0,29,3.420822
17.0,17,3.43607
19.0,19,3.457093
10.0,10,3.467694
13.0,13,3.480374
14.0,14,3.494015
10.0,10,3.508604
12.0,12,3.522052
13.0,13,3.532655
13.0,13,3.54562
16.0,16,3.558945
12.0,12,3.571444
13.0,13,3.584025
40.0,40,3.620411
40.0,40,3.65856
20.0,20,3.677773
33.0,33,3.708702
12.0,12,3.719178
15.0,15,3.733206
44.0,44,3.771738
60.0,60,3.830831
16.0,16,3.845306
47.0,47,3.891411
13.0,13,3.903327
52.0,52,3.950276
31.0,31,3.983166
12.0,12,3.993788
11.0,11,4.004197
42.0,42,4.039803
35.0,35,4.071257
19.0,19,4.087301
14.0,14,4.09901
58.0,58,4.149651
16.0,16,4.164122
24.0,24,4.185883
13.0,13,4.199244
20.0,20,4.216172
19.0,19,4.230898
15.0,15,4.245247
37.0,37,4.278999
20.0,20,4.295567
40.0,40,4.332959
35.0,35,4.361446
64.0,64,4.415914
14.0,14,4.428703
8.0,8,4.437731
17.0,17,4.451896
19.0,19,4.469657
27.0,27,4.495142
18.0,18,4.509093
14.0,14,4.521526
15.0,15,4.534552
33.0,33,4.563955
24.0,24,4.582941
14.0,14,4.596546
28.0,28,4.621405
20.0,20,4.639238
42.0,42,4.67313
49.0,49,4.719353
10.0,10,4.728958
15.0,15,4.74307
12.0,12,4.753264
16.0,16,4.76956
45.0,45,4.816696
38.0,38,4.859045
28.0,28,4.896126
14.0,14,4.909461
12.0,12,4.921576
14.0,14,4.938766
18.0,18,4.957347
14.0,14,4.974671
30.0,30,5.007793
17.0,17,5.027515
42.0,42,5.070875
50.0,50,5.119253
22.0,22,5.143927
23.0,23,5.170203
32.0,32,5.19937
13.0,13,5.213578
49.0,49,5.257424
16.0,16,5.271202
13.0,13,5.285694
14.0,14,5.297593
24.0,24,5.31873
38.0,38,5.354776
19.0,19,5.372602
20.0,20,5.392834
25.0,25,5.414449
26.0,26,5.438035
66.0,66,5.497486
14.0,14,5.511737
17.0,17,5.525994
12.0,12,5.537125
39.0,39,5.571376
14.0,14,5.585075
78.0,78,5.652371
19.0,19,5.669274
133.0,133,5.786971
14.0,14,5.802521
21.0,21,5.821171
11.0,11,5.832829
35.0,35,5.865144
39.0,39,5.898361
18.0,18,5.919382
23.0,23,5.943769
12.0,12,5.956708
14.0,14,5.969537
9.0,9,5.97727
28.0,28,6.002633
16.0,16,6.017886
32.0,32,6.048958
21.0,21,6.067735
31.0,31,6.095034
26.0,26,6.119166
13.0,13,6.130925
22.0,22,6.148473
19.0,19,6.164336
37.0,37,6.197004
21.0,21,6.216263
47.0,47,6.259316
40.0,40,6.297395
10.0,10,6.308838
31.0,31,6.335749
90.0,90,6.419732
10.0,10,6.429466
38.0,38,6.462918
36.0,36,6.49703
21.0,21,6.515853
30.0,30,6.541822
55.0,55,6.597827
14.0,14,6.6116
9.0,9,6.61974
17.0,17,6.63353
10.0,10,6.642796
102.0,102,6.738312
13.0,13,6.74868
22.0,22,6.768926
15.0,15,6.783218
33.0,33,6.811344
13.0,13,6.823384
20.0,20,6.840536
28.0,28,6.866081
47.0,47,6.909601
13.0,13,6.921369
14.0,14,6.935078
12.0,12,6.949023
57.0,57,6.999852
18.0,18,7.017009
33.0,33,7.046007
13.0,13,7.058049
23.0,23,7.076365
16.0,16,7.093616
20.0,20,7.111862
46.0,46,7.150867
40.0,40,7.187085
22.0,22,7.208708
20.0,20,7.233513
15.0,15,7.249673
24.0,24,7.270705
16.0,16,7.285579
31.0,31,7.315321
56.0,56,7.366561
13.0,13,7.376802
12.0,12,7.389164
17.0,17,7.403697
65.0,65,7.463901
15.0,15,7.477121
34.0,34,7.50754
47.0,47,7.554696
31.0,31,7.582781
56.0,56,7.630829
22.0,22,7.649077
55.0,55,7.69823
12.0,12,7.708929
25.0,25,7.735062
11.0,11,7.749544
20.0,20,7.768619
21.0,21,7.786032
51.0,51,7.828429
35.0,35,7.857002
38.0,38,7.888807
24.0,24,7.910133
24.0,24,7.934495
29.0,29,7.960587
13.0,13,7.97262
25.0,25,7.993107
10.0,10,8.002786
11.0,11,8.012322
17.0,17,8.026999
30.0,30,8.053107
21.0,21,8.07505
42.0,42,8.110512
12.0,12,8.122121
44.0,44,8.161514
24.0,24,8.183302
12.0,12,8.193295
25.0,25,8.215882
14.0,14,8.229384
23.0,23,8.251462
16.0,16,8.26603
41.0,41,8.300469
17.0,17,8.315681
30.0,30,8.342345
19.0,19,8.361351
33.0,33,8.389952
37.0,37,8.431552
17.0,17,8.447854
19.0,19,8.46285
31.0,31,8.493592
37.0,37,8.525086
29.0,29,8.552473
11.0,11,8.563395
20.0,20,8.581284
21.0,21,8.605421
28.0,28,8.629744
15.0,15,8.642811
18.0,18,8.660491
20.0,20,8.681476
22.0,22,8.702734
23.0,23,8.723128
12.0,12,8.735085
17.0,17,8.749568
17.0,17,8.767863
43.0,43,8.806405
19.0,19,8.823844
13.0,13,8.836067
12.0,12,8.845974
