fps,nupdates,explained_variance,policy_entropy,total_timesteps,value_loss
79,1,0.008351802825927734,0.6931471824645996,5,10.13195514678955
929,100,-0.08094048500061035,0.6931471824645996,500,11.008352279663086
989,200,-0.007561445236206055,0.6931471824645996,1000,11.071890830993652
1019,300,-0.04735612869262695,0.6931471824645996,1500,11.197202682495117
1032,400,0.11332011222839355,0.6931464672088623,2000,10.078996658325195
1044,500,-0.006031513214111328,0.693141758441925,2500,10.766755104064941
1041,600,-0.08913695812225342,0.6931463479995728,3000,11.280179977416992
1044,700,-0.07342708110809326,0.6931391954421997,3500,10.30501651763916
1054,800,-0.02547430992126465,0.6929500102996826,4000,10.902552604675293
1055,900,0.1215815544128418,0.6928825378417969,4500,9.282842636108398
1048,1000,0.11951231956481934,0.689041256904602,5000,9.448732376098633
1053,1100,-0.22371411323547363,0.6926472783088684,5500,10.692217826843262
1055,1200,0.2308330535888672,0.6857430934906006,6000,9.056715965270996
1057,1300,0.08015531301498413,0.6830374598503113,6500,8.642940521240234
1059,1400,0.06187176704406738,0.6925523281097412,7000,8.142471313476562
1061,1500,0.06962496042251587,0.6918548345565796,7500,7.531977653503418
1064,1600,-0.01313018798828125,0.6826434135437012,8000,8.049986839294434
1065,1700,0.6079262495040894,0.6894110441207886,8500,1.8084497451782227
1065,1800,0.016311705112457275,0.6926677227020264,9000,256.07012939453125
1066,1900,-0.0062389373779296875,0.6927962303161621,9500,5.41981315612793
1067,2000,0.01035541296005249,0.6903458833694458,10000,4.783719539642334
1067,2100,0.07057410478591919,0.6923664212226868,10500,600.780517578125
1069,2200,0.00023633241653442383,0.6799960136413574,11000,4.143336772918701
1068,2300,0.20447951555252075,0.6879081726074219,11500,1339.385986328125
1069,2400,0.45242953300476074,0.6875982284545898,12000,2.7293291091918945
1070,2500,0.019232511520385742,0.6760367155075073,12500,1432.2738037109375
1071,2600,-0.044957876205444336,0.6928058862686157,13000,2.978537082672119
1071,2700,-0.03828573226928711,0.6908391714096069,13500,2.475684642791748
1071,2800,0.3042982220649719,0.6894033551216125,14000,1.0333774089813232
1071,2900,0.04073995351791382,0.6929361820220947,14500,2.2046737670898438
1070,3000,0.0033745765686035156,0.6910508871078491,15000,2.0096495151519775
1071,3100,0.17100757360458374,0.6804173588752747,15500,3116.78564453125
1071,3200,-0.024304986000061035,0.6882656812667847,16000,1.5535343885421753
