TimeElapsed,TimestepsSoFar,EpisodesSoFar,EpRewMean,ev_tdlam_before,EpLenMean,surrgain,meankl,entloss,EpThisIter,entropy,optimgain
0.6434860229492188,1014,46,23.225,-0.0036230087280273438,23.225,0.0074637644,0.00096675777,0.0,46,0.69217813,0.0074637644
1.176466941833496,2024,87,24.85,-0.005258798599243164,24.85,0.0061166645,0.0008787895,0.0,41,0.6896243,0.0061166645
1.7324745655059814,3063,126,26.325,-0.0011577606201171875,26.325,0.007861271,0.0010541654,0.0,39,0.6848843,0.007861271
2.259772300720215,4083,157,30.9,0.006263315677642822,30.9,0.0082086,0.0010130755,0.0,31,0.680176,0.0082086
2.767411947250366,5073,183,37.425,0.002877473831176758,37.425,0.0068379324,0.0009845556,0.0,26,0.6716963,0.0068379324
3.3055009841918945,6090,215,32.1,0.004906952381134033,32.1,0.009022329,0.0009865761,0.0,32,0.6608708,0.009022329
3.860077142715454,7153,237,38.45,-0.00929558277130127,38.45,0.007302416,0.00094787433,0.0,22,0.6537102,0.007302416
4.362578392028809,8135,252,53.2,-0.012098312377929688,53.2,0.006718062,0.00089352083,0.0,15,0.65233546,0.006718062
4.892002582550049,9163,274,53.125,0.014911055564880371,53.125,0.009139264,0.00092792406,0.0,22,0.629601,0.009139264
5.390233993530273,10199,290,53.6,0.019752204418182373,53.6,0.0069086906,0.0008609655,0.0,16,0.6311122,0.0069086906
5.9337074756622314,11079,300,64.0,0.033961474895477295,64.0,0.0069382135,0.0009055013,0.0,10,0.6279316,0.0069382135
6.522089719772339,12218,310,79.75,0.028034329414367676,79.75,0.0077265273,0.00076261465,0.0,10,0.625219,0.0077265273
7.098799228668213,13270,317,97.375,0.021036267280578613,97.375,0.0038692635,0.0006584346,0.0,7,0.62163126,0.0038692635
7.676095247268677,14164,325,105.4,0.035318613052368164,105.4,0.0058537633,0.00079709,0.0,8,0.61425257,0.0058537633
8.186527252197266,15249,332,121.575,0.018577933311462402,121.575,0.00654839,0.0008038699,0.0,7,0.62315273,0.00654839
8.686533212661743,16342,339,132.675,0.023923218250274658,132.675,0.0040798285,0.0007350499,0.0,7,0.62842655,0.0040798285
9.211896419525146,17398,346,138.625,0.023922741413116455,138.625,0.0067050243,0.0006896808,0.0,7,0.6116309,0.0067050243
9.713839292526245,18374,353,140.6,0.022611021995544434,140.6,0.005582778,0.00068539596,0.0,7,0.60336936,0.005582778
10.252930402755737,19409,359,148.225,0.019493043422698975,148.225,0.0049926196,0.0006235213,0.0,6,0.60859346,0.0049926196
10.773718118667603,20401,368,142.925,0.01795780658721924,142.925,0.0065161926,0.00081938505,0.0,9,0.5901585,0.0065161926
11.365731000900269,21413,375,143.0,0.009304404258728027,143.0,0.0076080374,0.0006614705,0.0,7,0.5916439,0.0076080374
11.906891822814941,22419,381,144.2,0.012542903423309326,144.2,0.004453255,0.0005208844,0.0,6,0.5976995,0.004453255
12.433039903640747,23451,388,143.4,0.009816884994506836,143.4,0.0067047747,0.0005655651,0.0,7,0.60014325,0.0067047747
12.992223739624023,24502,394,148.225,0.009670376777648926,148.225,0.0055628344,0.00088198885,0.0,6,0.6055182,0.0055628344
