# {"t_start": 1539259773.215689, "env_id": "CartPole-v0"} 
r,l,t
17.0,17,0.957598
20.0,20,0.96594
29.0,29,0.978576
18.0,18,0.986244
23.0,23,0.995353
34.0,34,1.010052
33.0,33,1.024132
11.0,11,1.028816
14.0,14,1.034616
26.0,26,1.049556
22.0,22,1.06238
19.0,19,1.070681
14.0,14,1.076637
14.0,14,1.08387
33.0,33,1.097213
11.0,11,1.10228
34.0,34,1.116869
17.0,17,1.124788
11.0,11,1.12955
14.0,14,1.135602
12.0,12,1.140985
18.0,18,1.149595
30.0,30,1.16347
14.0,14,1.170239
25.0,25,1.179996
17.0,17,1.189944
21.0,21,1.20156
10.0,10,1.206234
18.0,18,1.214693
21.0,21,1.223634
61.0,61,1.24798
22.0,22,1.25859
15.0,15,1.265767
19.0,19,1.274829
11.0,11,1.279464
10.0,10,1.283789
23.0,23,1.293582
10.0,10,1.297437
16.0,16,1.303518
17.0,17,1.310548
12.0,12,1.315627
10.0,10,1.320023
21.0,21,1.329551
12.0,12,1.334744
10.0,10,1.34002
53.0,53,1.362284
16.0,16,1.369367
16.0,16,1.376313
16.0,16,1.382982
15.0,15,1.389258
23.0,23,1.398846
48.0,48,1.603746
21.0,21,1.613289
25.0,25,1.623263
70.0,70,1.650845
12.0,12,1.655645
31.0,31,1.667932
24.0,24,1.677424
20.0,20,1.685361
9.0,9,1.68925
21.0,21,1.697748
28.0,28,1.709172
28.0,28,1.720468
16.0,16,1.726613
47.0,47,1.744937
24.0,24,1.754274
42.0,42,1.769884
18.0,18,1.777265
16.0,16,1.783221
37.0,37,1.797781
33.0,33,1.811055
16.0,16,1.817419
14.0,14,1.82302
31.0,31,1.837231
19.0,19,1.844286
15.0,15,1.84985
24.0,24,1.859213
17.0,17,1.866335
21.0,21,1.875
15.0,15,1.881147
25.0,25,1.890992
20.0,20,1.898892
24.0,24,1.90829
50.0,50,1.927362
16.0,16,1.933517
20.0,20,1.940759
26.0,26,1.950223
52.0,52,1.970871
14.0,14,1.977246
18.0,18,1.985549
43.0,43,2.091219
38.0,38,2.10683
20.0,20,2.115925
70.0,70,2.151277
25.0,25,2.164053
65.0,65,2.196866
19.0,19,2.206697
18.0,18,2.214406
47.0,47,2.232943
24.0,24,2.244185
31.0,31,2.259934
23.0,23,2.270102
64.0,64,2.301654
24.0,24,2.313548
128.0,128,2.378452
48.0,48,2.403231
15.0,15,2.410958
63.0,63,2.440383
16.0,16,2.44804
97.0,97,2.492488
48.0,48,2.511636
20.0,20,2.51918
17.0,17,2.525649
67.0,67,2.550731
11.0,11,2.55499
16.0,16,2.561025
36.0,36,2.659003
105.0,105,2.698872
67.0,67,2.724699
31.0,31,2.736718
27.0,27,2.747035
36.0,36,2.760438
63.0,63,2.784175
14.0,14,2.789801
53.0,53,2.812397
53.0,53,2.837825
43.0,43,2.860075
61.0,61,2.891193
67.0,67,2.924788
25.0,25,2.937142
104.0,104,2.990201
134.0,134,3.058283
36.0,36,3.076267
37.0,37,3.095316
38.0,38,3.213313
48.0,48,3.237218
42.0,42,3.25836
120.0,120,3.314925
120.0,120,3.361659
128.0,128,3.410524
63.0,63,3.434081
141.0,141,3.489078
34.0,34,3.502457
173.0,173,3.568287
164.0,164,3.737129
23.0,23,3.748032
106.0,106,3.802233
128.0,128,3.86781
200.0,200,3.969714
200.0,200,4.071354
132.0,132,4.128871
174.0,174,4.20057
192.0,192,4.367175
86.0,86,4.399494
158.0,158,4.468281
167.0,167,4.544074
200.0,200,4.633393
47.0,47,4.654601
29.0,29,4.668064
83.0,83,4.706171
64.0,64,4.738682
28.0,28,4.752709
172.0,172,4.938624
84.0,84,4.970592
155.0,155,5.030665
200.0,200,5.111254
43.0,43,5.128355
195.0,195,5.200097
200.0,200,5.39391
200.0,200,5.489721
163.0,163,5.563996
200.0,200,5.654018
167.0,167,5.724854
131.0,131,5.774194
200.0,200,5.943118
80.0,80,5.974784
60.0,60,5.998636
200.0,200,6.077308
200.0,200,6.155995
200.0,200,6.234633
182.0,182,6.322215
142.0,142,6.493169
181.0,181,6.568796
182.0,182,6.63756
200.0,200,6.716579
16.0,16,6.72279
200.0,200,6.799462
200.0,200,6.996339
200.0,200,7.098543
200.0,200,7.194457
200.0,200,7.292974
153.0,153,7.358151
200.0,200,7.438944
126.0,126,7.581733
170.0,170,7.651251
154.0,154,7.729695
200.0,200,7.829789
179.0,179,7.900397
200.0,200,7.978827
200.0,200,8.149217
200.0,200,8.225258
200.0,200,8.30395
200.0,200,8.382139
200.0,200,8.463649
200.0,200,8.656447
144.0,144,8.71251
158.0,158,8.795104
200.0,200,8.885781
200.0,200,8.962441
200.0,200,9.129443
191.0,191,9.201959
153.0,153,9.265217
200.0,200,9.356928
179.0,179,9.438782
133.0,133,9.499172
152.0,152,9.668013
200.0,200,9.760687
135.0,135,9.810485
200.0,200,9.888012
200.0,200,9.965974
52.0,52,9.985787
200.0,200,10.064733
78.0,78,10.197769
200.0,200,10.277499
200.0,200,10.379255
200.0,200,10.48017
200.0,200,10.580889
200.0,200,10.753592
200.0,200,10.829349
200.0,200,10.929849
200.0,200,11.032133
187.0,187,11.128246
