# {"t_start": 1539259361.710132, "env_id": "CartPole-v0"} 
r,l,t
24.0,24,0.897506
28.0,28,0.909698
18.0,18,0.917717
22.0,22,0.926982
29.0,29,0.938453
26.0,26,0.949599
11.0,11,0.953953
36.0,36,0.96837
25.0,25,0.977878
15.0,15,0.983676
36.0,36,0.997089
18.0,18,1.004563
22.0,22,1.013463
14.0,14,1.018972
19.0,19,1.026577
12.0,12,1.031216
12.0,12,1.035922
16.0,16,1.042062
12.0,12,1.046923
50.0,50,1.066738
15.0,15,1.07261
31.0,31,1.084531
45.0,45,1.105298
23.0,23,1.115793
22.0,22,1.126724
24.0,24,1.1381
17.0,17,1.146929
10.0,10,1.151893
11.0,11,1.157267
16.0,16,1.165059
13.0,13,1.171496
8.0,8,1.175582
13.0,13,1.182296
11.0,11,1.187599
16.0,16,1.195754
25.0,25,1.208219
23.0,23,1.219905
10.0,10,1.22504
23.0,23,1.23668
23.0,23,1.248128
15.0,15,1.255687
29.0,29,1.270039
21.0,21,1.281035
19.0,19,1.290572
42.0,42,1.311378
19.0,19,1.320744
16.0,16,1.32848
9.0,9,1.332906
13.0,13,1.339447
23.0,23,1.543623
13.0,13,1.549497
41.0,41,1.569373
14.0,14,1.57674
72.0,72,1.613246
24.0,24,1.622839
20.0,20,1.630985
12.0,12,1.635875
14.0,14,1.641322
48.0,48,1.660056
19.0,19,1.667145
13.0,13,1.671948
27.0,27,1.682095
24.0,24,1.691155
30.0,30,1.70215
17.0,17,1.708599
16.0,16,1.714643
12.0,12,1.719199
20.0,20,1.726777
25.0,25,1.736381
38.0,38,1.750708
16.0,16,1.757134
20.0,20,1.76509
18.0,18,1.772028
18.0,18,1.778927
46.0,46,1.796254
11.0,11,1.800432
36.0,36,1.813734
43.0,43,1.83059
16.0,16,1.837094
28.0,28,1.848037
10.0,10,1.85229
17.0,17,1.859087
17.0,17,1.86575
19.0,19,1.873188
23.0,23,1.882397
10.0,10,1.886728
42.0,42,1.903407
14.0,14,1.909279
35.0,35,1.92363
17.0,17,1.93084
20.0,20,1.938972
32.0,32,1.952487
15.0,15,2.04874
13.0,13,2.054788
31.0,31,2.070212
18.0,18,2.079405
20.0,20,2.089671
12.0,12,2.095301
27.0,27,2.110141
36.0,36,2.12871
28.0,28,2.141734
16.0,16,2.148487
13.0,13,2.154008
25.0,25,2.164784
12.0,12,2.170033
68.0,68,2.200184
9.0,9,2.20424
17.0,17,2.211348
36.0,36,2.227989
21.0,21,2.237181
9.0,9,2.241242
9.0,9,2.244989
29.0,29,2.256706
19.0,19,2.264756
32.0,32,2.279241
34.0,34,2.293938
34.0,34,2.309267
33.0,33,2.323325
9.0,9,2.328408
20.0,20,2.336922
102.0,102,2.383052
26.0,26,2.394569
16.0,16,2.401649
24.0,24,2.411957
13.0,13,2.417627
16.0,16,2.424076
22.0,22,2.43265
35.0,35,2.445935
26.0,26,2.456717
13.0,13,2.462018
15.0,15,2.468007
19.0,19,2.475574
16.0,16,2.481952
17.0,17,2.488704
19.0,19,2.496285
16.0,16,2.588469
16.0,16,2.59776
19.0,19,2.608684
10.0,10,2.614533
25.0,25,2.628536
17.0,17,2.638022
17.0,17,2.647655
11.0,11,2.653452
27.0,27,2.66407
36.0,36,2.677319
38.0,38,2.691736
12.0,12,2.696248
40.0,40,2.711531
13.0,13,2.716421
17.0,17,2.722826
13.0,13,2.727672
20.0,20,2.734942
19.0,19,2.742148
12.0,12,2.746803
58.0,58,2.774223
10.0,10,2.779076
21.0,21,2.789505
19.0,19,2.798796
36.0,36,2.816538
14.0,14,2.823565
14.0,14,2.830688
16.0,16,2.838129
13.0,13,2.844593
34.0,34,2.861745
25.0,25,2.874139
20.0,20,2.884256
43.0,43,2.905566
10.0,10,2.910464
47.0,47,2.933909
24.0,24,2.945806
16.0,16,2.953755
18.0,18,2.962721
65.0,65,2.995228
14.0,14,3.002064
20.0,20,3.01217
23.0,23,3.023619
38.0,38,3.042815
13.0,13,3.04923
49.0,49,3.165681
40.0,40,3.184869
14.0,14,3.192374
14.0,14,3.199185
53.0,53,3.222954
33.0,33,3.235496
13.0,13,3.240428
36.0,36,3.253683
54.0,54,3.273807
28.0,28,3.284779
15.0,15,3.290531
30.0,30,3.301809
27.0,27,3.311935
19.0,19,3.319427
22.0,22,3.327828
23.0,23,3.33653
20.0,20,3.343976
40.0,40,3.358735
29.0,29,3.37028
40.0,40,3.386991
20.0,20,3.395455
40.0,40,3.411887
13.0,13,3.41723
16.0,16,3.424023
57.0,57,3.446113
57.0,57,3.46861
67.0,67,3.493684
19.0,19,3.501221
13.0,13,3.506834
30.0,30,3.51923
12.0,12,3.524212
47.0,47,3.546714
18.0,18,3.555613
80.0,80,3.687984
31.0,31,3.70146
15.0,15,3.708583
49.0,49,3.733452
60.0,60,3.763323
51.0,51,3.788689
35.0,35,3.806086
36.0,36,3.823948
13.0,13,3.830145
14.0,14,3.837276
19.0,19,3.846842
37.0,37,3.865768
13.0,13,3.872015
18.0,18,3.881213
55.0,55,3.908927
17.0,17,3.917628
30.0,30,3.932694
11.0,11,3.938091
18.0,18,3.946974
12.0,12,3.952728
41.0,41,3.971776
37.0,37,3.988643
32.0,32,4.00334
48.0,48,4.024388
19.0,19,4.03263
34.0,34,4.047131
17.0,17,4.054909
16.0,16,4.061701
24.0,24,4.071386
61.0,61,4.096229
51.0,51,4.116596
17.0,17,4.123355
41.0,41,4.139467
46.0,46,4.237777
28.0,28,4.248912
16.0,16,4.255038
27.0,27,4.264748
25.0,25,4.273722
18.0,18,4.280276
33.0,33,4.292561
23.0,23,4.30136
37.0,37,4.315758
11.0,11,4.319999
83.0,83,4.360796
50.0,50,4.386222
33.0,33,4.402927
27.0,27,4.415805
14.0,14,4.422817
15.0,15,4.430299
46.0,46,4.453282
101.0,101,4.497411
19.0,19,4.504947
19.0,19,4.512439
10.0,10,4.516421
20.0,20,4.524383
47.0,47,4.542825
70.0,70,4.570218
91.0,91,4.611247
27.0,27,4.624713
54.0,54,4.652236
45.0,45,4.675028
59.0,59,4.802108
18.0,18,4.809998
27.0,27,4.821983
16.0,16,4.828736
15.0,15,4.834664
17.0,17,4.841444
50.0,50,4.861403
51.0,51,4.881501
17.0,17,4.888001
45.0,45,4.905888
20.0,20,4.913884
