# {"t_start": 1539259830.9869645, "env_id": "CartPole-v0"} 
r,l,t
20.0,20,0.879422
13.0,13,0.885394
20.0,20,0.894057
26.0,26,0.905233
12.0,12,0.910546
18.0,18,0.918463
10.0,10,0.922974
21.0,21,0.932411
14.0,14,0.938751
22.0,22,0.948343
14.0,14,0.95442
20.0,20,0.963662
11.0,11,0.968244
10.0,10,0.972127
35.0,35,0.985734
34.0,34,0.998925
20.0,20,1.006791
19.0,19,1.014258
9.0,9,1.018002
42.0,42,1.033896
21.0,21,1.042145
46.0,46,1.060085
57.0,57,1.083898
25.0,25,1.094448
21.0,21,1.103176
19.0,19,1.112511
15.0,15,1.120229
28.0,28,1.13403
30.0,30,1.147667
31.0,31,1.163506
22.0,22,1.172615
18.0,18,1.179855
39.0,39,1.1985
12.0,12,1.204315
24.0,24,1.215621
10.0,10,1.220078
13.0,13,1.22535
20.0,20,1.233748
19.0,19,1.242389
18.0,18,1.250868
38.0,38,1.268614
25.0,25,1.279589
15.0,15,1.285853
53.0,53,1.309345
17.0,17,1.511133
17.0,17,1.520448
40.0,40,1.539615
47.0,47,1.56142
46.0,46,1.58473
16.0,16,1.592837
24.0,24,1.604995
15.0,15,1.613233
16.0,16,1.622491
28.0,28,1.638388
35.0,35,1.653097
31.0,31,1.66547
39.0,39,1.680912
21.0,21,1.689344
24.0,24,1.698927
30.0,30,1.710952
26.0,26,1.722257
39.0,39,1.736912
15.0,15,1.742527
22.0,22,1.750673
31.0,31,1.762209
18.0,18,1.769988
35.0,35,1.785212
85.0,85,1.817719
25.0,25,1.827395
60.0,60,1.851573
19.0,19,1.858921
10.0,10,1.863039
21.0,21,1.87174
42.0,42,1.888615
67.0,67,1.915745
66.0,66,1.947117
60.0,60,2.078914
150.0,150,2.156906
97.0,97,2.205985
44.0,44,2.228568
119.0,119,2.289215
91.0,91,2.335747
75.0,75,2.374063
56.0,56,2.40225
37.0,37,2.419621
58.0,58,2.443029
31.0,31,2.455
200.0,200,2.531082
149.0,149,2.678782
97.0,97,2.715285
133.0,133,2.774274
200.0,200,2.865721
141.0,141,2.928972
176.0,176,3.005099
114.0,114,3.059788
134.0,134,3.222241
164.0,164,3.284883
157.0,157,3.346767
135.0,135,3.409606
156.0,156,3.474239
122.0,122,3.52397
130.0,130,3.589849
163.0,163,3.748946
176.0,176,3.840081
137.0,137,3.910522
168.0,168,3.997767
200.0,200,4.078697
200.0,200,4.152567
100.0,100,4.285583
62.0,62,4.309228
65.0,65,4.335081
13.0,13,4.340642
144.0,144,4.404981
97.0,97,4.452589
62.0,62,4.48157
19.0,19,4.49116
111.0,111,4.54032
100.0,100,4.585543
122.0,122,4.640384
26.0,26,4.650783
120.0,120,4.698472
115.0,115,4.838617
162.0,162,4.900844
162.0,162,4.965115
200.0,200,5.044206
145.0,145,5.102103
130.0,130,5.167274
200.0,200,5.367475
136.0,136,5.436476
103.0,103,5.480757
88.0,88,5.515876
138.0,138,5.579219
107.0,107,5.622071
154.0,154,5.683512
61.0,61,5.706988
110.0,110,5.749101
200.0,200,5.913715
193.0,193,5.990054
200.0,200,6.069296
200.0,200,6.14826
200.0,200,6.227208
192.0,192,6.419878
200.0,200,6.499795
176.0,176,6.566724
134.0,134,6.620905
160.0,160,6.68211
88.0,88,6.717197
200.0,200,6.89956
177.0,177,6.977062
133.0,133,7.036302
84.0,84,7.072196
72.0,72,7.102924
137.0,137,7.172315
39.0,39,7.19196
194.0,194,7.276503
154.0,154,7.421696
187.0,187,7.494442
200.0,200,7.579611
12.0,12,7.585484
30.0,30,7.599968
115.0,115,7.658004
200.0,200,7.759393
200.0,200,7.861168
58.0,58,7.891567
191.0,191,8.079307
185.0,185,8.148385
145.0,145,8.202616
148.0,148,8.25778
200.0,200,8.333151
200.0,200,8.504746
200.0,200,8.601249
172.0,172,8.666641
200.0,200,8.742789
200.0,200,8.827394
200.0,200,8.938719
194.0,194,9.123379
200.0,200,9.201085
186.0,186,9.271729
200.0,200,9.349727
200.0,200,9.442359
200.0,200,9.635365
200.0,200,9.719676
200.0,200,9.799445
200.0,200,9.878234
200.0,200,9.953387
200.0,200,10.136387
200.0,200,10.240059
200.0,200,10.34269
200.0,200,10.443102
200.0,200,10.521779
200.0,200,10.694119
200.0,200,10.769237
200.0,200,10.857556
200.0,200,10.959539
200.0,200,11.061071
200.0,200,11.267587
196.0,196,11.392728
168.0,168,11.489655
200.0,200,11.589854
189.0,189,11.690656
174.0,174,11.780699
200.0,200,11.999432
200.0,200,12.094662
200.0,200,12.194939
200.0,200,12.295089
200.0,200,12.381057
200.0,200,12.583967
200.0,200,12.682188
113.0,113,12.739269
200.0,200,12.825068
190.0,190,12.912169
200.0,200,13.094313
169.0,169,13.172934
200.0,200,13.268376
200.0,200,13.367696
200.0,200,13.471554
200.0,200,13.565128
152.0,152,13.744349
200.0,200,13.841471
144.0,144,13.907035
200.0,200,13.992742
102.0,102,14.039232
186.0,186,14.131237
94.0,94,14.280181
200.0,200,14.379935
200.0,200,14.473805
155.0,155,14.562451
157.0,157,14.629638
120.0,120,14.684374
130.0,130,14.743007
90.0,90,14.885815
109.0,109,14.935358
117.0,117,14.986694
76.0,76,15.020786
200.0,200,15.108946
97.0,97,15.1499
85.0,85,15.188786
143.0,143,15.257072
154.0,154,15.324187
133.0,133,15.494612
157.0,157,15.558851
57.0,57,15.582141
131.0,131,15.634948
146.0,146,15.704856
178.0,178,15.784168
163.0,163,15.868686
200.0,200,16.064843
181.0,181,16.13855
200.0,200,16.241701
177.0,177,16.326734
200.0,200,16.412457
