# {"t_start": 1541100704.7443426, "env_id": "LunarLander-v2"} 
r,l,t
-261.652463,87,1.43536
-91.702578,83,1.503659
-70.419339,77,1.565138
-142.314113,97,1.643131
-79.937121,120,1.740707
-416.320866,89,1.813057
-153.55333,92,1.887548
-145.858331,94,1.963901
-115.303566,69,2.018604
-317.957172,91,2.091054
-180.58115,74,2.150642
-45.331384,74,2.211383
-96.396794,69,2.265877
-159.968946,83,2.332872
-229.205124,80,2.396646
-96.329426,77,2.458855
-190.70456,103,2.543876
-116.815947,108,2.631752
-136.058214,86,2.702953
-151.497758,111,2.793929
-116.795493,135,2.906212
-79.94549,83,2.973534
-160.118772,115,3.068145
-147.309273,111,3.159502
-214.357492,110,3.251171
-151.853946,115,3.345229
-369.321703,74,3.404553
-82.974021,59,3.451364
-217.222995,62,3.500173
-291.207418,84,3.567864
-338.476454,94,3.643905
-138.922693,128,3.750468
-0.17299,123,3.85095
-111.208867,90,3.923958
-123.745672,117,4.021548
-231.112117,131,4.132637
-150.220625,79,4.196432
-203.490049,63,4.247729
-274.948499,98,4.3293
-190.674811,81,4.39531
-245.00401,94,4.472583
-303.388022,125,4.577442
-62.217104,76,4.639029
-59.868072,71,4.697269
-58.864359,64,5.297205
-63.432146,68,5.35254
-118.000297,122,5.452586
-162.399497,94,5.530526
-135.254228,90,5.604178
-107.016942,87,5.674563
-111.403776,79,5.739205
-122.113742,69,5.795306
-89.004886,110,5.886519
-86.774729,64,5.93856
-95.164695,87,6.00822
-100.523808,94,6.086618
-102.60436,107,6.173227
-109.102622,148,6.299093
-353.597055,133,6.409603
-128.130449,89,6.483058
-164.21318,97,6.560918
-302.676147,104,6.645366
-78.926025,117,6.740487
-125.717903,80,6.806051
-210.774258,91,6.88045
-131.795937,94,6.957102
33.274297,106,7.048295
-115.846435,77,7.11035
-123.853406,66,7.162856
-104.651414,70,7.21921
-143.18873,145,7.341609
6.664536,137,7.461742
-111.640174,116,7.559733
-263.205942,110,7.650407
-148.514336,81,7.715926
-203.37233,110,7.805277
-72.12392,75,7.865824
-78.8965,67,7.918919
-202.954534,119,8.017103
-121.860328,98,8.098669
-204.455345,95,8.175201
-132.934227,75,8.235287
-71.07708,76,8.296375
-168.676047,78,8.359402
-89.581846,71,8.417067
-150.510709,114,8.511888
-127.814667,108,8.600955
-127.588224,70,9.073116
-131.455121,107,9.160131
-148.574898,104,9.246963
-104.566865,110,9.337427
-108.825116,103,9.423946
-104.644835,75,9.484039
24.815613,82,9.551851
-114.216063,125,9.656079
-127.159673,113,9.752078
-113.736408,62,9.801538
-101.336243,105,9.888892
-90.143078,80,9.954424
-119.427054,115,10.049282
-125.169728,112,10.141923
-111.614088,119,10.241458
-145.833335,85,10.311044
-75.814836,74,10.371003
-84.927596,100,10.454485
-184.498544,136,10.570346
-103.548583,62,10.619734
-53.034214,87,10.691586
-162.011925,125,10.797629
-122.561762,95,10.877141
-138.170557,87,10.949357
-91.41796,70,11.004056
-103.448915,79,11.068302
-70.874961,65,11.121486
-91.594504,97,11.201124
-114.429219,83,11.269886
-85.371446,103,11.353884
-118.564464,103,11.438895
-124.423728,75,11.498533
-104.300325,113,11.601185
-97.005965,121,11.70076
-91.420114,63,11.751217
-113.568429,109,11.841808
-122.709075,77,11.904243
-99.203505,91,11.980076
-148.710743,119,12.079628
-106.268222,107,12.167337
-91.819163,79,12.23206
-113.158946,70,12.288569
-74.292549,79,12.353826
-58.140412,58,12.400626
-160.511666,117,12.915654
-86.659521,113,13.008124
-114.604361,104,13.094833
-55.837813,60,13.143166
-110.284988,92,13.218569
-72.582908,69,13.274082
-69.110359,74,13.333644
-118.219026,115,13.430129
-72.466057,75,13.491189
-108.748323,75,13.552008
-138.269084,82,13.619466
-93.394371,111,13.70987
-106.418974,123,13.811898
-64.509979,63,13.86282
-64.74498,64,13.915092
-108.521212,139,14.03455
-102.319097,73,14.093373
-149.564326,70,14.148783
-103.253377,137,14.264859
-118.37579,74,14.325148
-105.616767,85,14.395858
-86.112443,74,14.455885
-52.126269,100,14.539573
-133.564763,102,14.622079
-116.175418,117,14.719578
-81.55296,122,14.822904
-60.576874,120,14.924279
-78.467486,130,15.031941
-187.026336,121,15.134267
-78.572993,82,15.201842
-94.078685,62,15.25174
-89.47351,76,15.313888
-76.736473,83,15.38211
-111.45792,99,15.463945
-114.112217,112,15.556338
-102.6579,131,15.665418
-137.666094,95,15.743314
-126.089994,100,15.824545
-130.779779,134,15.937397
-96.720088,71,15.995352
-120.547595,104,16.081106
-93.835268,70,16.136847
-113.91962,75,16.197393
-89.515377,86,16.679332
-100.130281,82,16.745748
-96.689208,144,16.869107
-107.052155,76,16.932094
-103.475402,90,17.005883
-93.44458,115,17.100774
-104.573799,77,17.162276
-117.967224,85,17.231134
-116.476143,115,17.328918
-155.052124,115,17.423313
-104.556798,134,17.536824
-101.87203,120,17.63918
-87.194149,76,17.700678
-123.032804,69,17.75661
-105.502073,136,17.868825
-97.340262,108,17.957246
-66.408401,68,18.012686
-85.171195,131,18.123592
-107.459118,80,18.188627
-76.435563,90,18.26242
-114.880994,105,18.351951
-66.58244,78,18.417226
-99.510921,102,18.499015
-73.551455,70,18.556985
-112.26508,75,18.616713
-122.33799,120,18.717135
-92.123177,75,18.777195
-65.84104,73,18.838525
-96.986973,121,18.939984
-113.07751,77,19.002082
-30.718845,127,19.110138
-134.921107,82,19.179522
-80.755671,110,19.271767
-81.479977,115,19.366883
-33.84345,107,19.452253
-112.0727,92,19.528
-60.54636,95,19.607253
-102.631512,119,19.703271
-118.865835,78,19.766271
-96.477731,105,19.852872
-67.692715,105,19.938661
-44.852688,67,19.992713
-82.028816,95,20.480532
-41.394719,138,20.596958
-163.399742,165,20.743957
-65.603978,104,20.830408
-130.275862,78,20.895003
-134.094441,141,21.015308
-101.920591,101,21.098702
-99.536471,117,21.196151
-96.074869,124,21.299925
-98.791699,95,21.379664
-62.585915,80,21.445357
-106.602213,92,21.520057
-112.088507,73,21.579971
-96.453059,92,21.655644
-42.39227,75,21.718663
-109.300101,80,21.784606
-66.401369,95,21.864632
-76.511462,123,21.967403
-62.813343,82,22.035149
-95.160526,63,22.086809
-151.072609,114,22.181089
-138.880957,90,22.256472
-117.183974,99,22.336493
-79.660639,73,22.395244
-73.741406,77,22.456421
-95.329538,78,22.522696
-89.207414,152,22.654742
-198.421625,118,22.752113
-84.280362,130,22.861614
-124.237216,105,22.949541
-37.689411,108,23.042975
-63.265701,140,23.165214
-56.838712,121,23.267246
-86.40479,124,23.368288
-140.478897,74,23.42679
-88.633091,121,23.531217
-108.665891,67,23.587408
-78.886397,108,23.676339
-106.880075,114,23.77095
-126.322134,67,23.823967
-82.923145,108,24.331959
-68.735085,96,24.41166
-112.523124,125,24.512787
-113.233654,78,24.575231
-51.690928,122,24.676072
-53.077617,87,24.7497
-120.566519,89,24.822573
-41.56039,74,24.882247
-69.422023,80,24.947753
-57.376446,81,25.016992
-87.759776,72,25.075319
-28.655319,99,25.158152
-38.089451,143,25.280912
-105.119111,140,25.402482
-76.363346,146,25.526721
-80.914198,115,25.624497
-69.661541,128,25.73193
-35.108765,76,25.794424
-77.572678,73,25.853462
-105.406611,95,25.933508
-89.565728,99,26.014294
-82.963415,128,26.120765
-40.340089,141,26.241525
-57.06872,129,26.350701
-68.022562,139,26.468977
-84.96646,85,26.538931
-28.977898,107,26.631726
-64.940495,116,26.7304
-52.573676,128,26.837498
-46.239276,127,26.944426
-67.283379,113,27.037243
-92.175268,101,27.123975
-68.364053,67,27.179866
-47.244398,116,27.278971
-121.714724,96,27.358984
-92.359595,111,27.452911
-137.527061,133,27.569591
-87.114724,163,27.715813
-34.1526,86,28.200029
-64.253369,94,28.278242
-46.483616,65,28.332401
-26.455142,129,28.443565
-70.21504,113,28.538009
-76.013604,100,28.619472
-39.968515,122,28.721789
-107.408872,90,28.796056
-75.859739,128,28.906434
-82.577625,116,29.003484
-53.356879,150,29.131324
-87.83032,158,29.270698
-105.140097,86,29.338875
-52.684803,150,29.471061
-85.168343,69,29.527279
-102.407336,89,29.600238
-58.389634,117,29.699498
-81.9506,105,29.785116
-31.001733,88,29.858423
-41.264586,108,29.950062
-47.790764,81,30.01764
-84.087758,130,30.132071
-62.583494,93,30.210922
-93.781528,102,30.294869
-109.29114,144,30.423078
-51.607929,77,30.488421
-51.82922,142,30.609754
-63.020644,115,30.704457
-100.92659,110,30.795419
-55.680793,96,30.877522
-115.608831,135,30.992101
-72.317364,74,31.053632
-94.127111,59,31.101342
-107.774477,149,31.229898
-74.141002,100,31.315823
-103.943238,118,31.414882
-129.255788,131,31.527467
