# {"t_start": 1539259130.200402, "env_id": "CartPole-v0"} 
r,l,t
24.0,24,0.934209
64.0,64,0.958732
13.0,13,0.964301
18.0,18,0.971592
25.0,25,0.981482
14.0,14,0.987485
10.0,10,0.991915
36.0,36,1.00634
67.0,67,1.031897
21.0,21,1.040346
22.0,22,1.049143
18.0,18,1.056434
41.0,41,1.072387
37.0,37,1.086854
11.0,11,1.09158
12.0,12,1.096651
20.0,20,1.105247
38.0,38,1.121119
38.0,38,1.137098
42.0,42,1.154596
14.0,14,1.160964
20.0,20,1.169348
22.0,22,1.178182
44.0,44,1.199796
9.0,9,1.204238
11.0,11,1.209538
17.0,17,1.217033
106.0,106,1.263582
16.0,16,1.270673
18.0,18,1.278472
32.0,32,1.292042
15.0,15,1.299095
16.0,16,1.305893
17.0,17,1.313634
35.0,35,1.331399
12.0,12,1.337769
22.0,22,1.348383
17.0,17,1.356811
17.0,17,1.609535
13.0,13,1.617105
46.0,46,1.636047
13.0,13,1.642342
12.0,12,1.647784
18.0,18,1.655046
29.0,29,1.666821
17.0,17,1.673808
36.0,36,1.687865
65.0,65,1.712009
12.0,12,1.716683
14.0,14,1.722499
27.0,27,1.732639
27.0,27,1.74264
25.0,25,1.752235
11.0,11,1.75648
13.0,13,1.762
10.0,10,1.766677
11.0,11,1.771753
18.0,18,1.7791
18.0,18,1.787015
16.0,16,1.793569
37.0,37,1.808484
18.0,18,1.815535
17.0,17,1.822112
17.0,17,1.828754
14.0,14,1.836684
27.0,27,1.851983
26.0,26,1.866163
10.0,10,1.870316
18.0,18,1.877345
53.0,53,1.897836
42.0,42,1.913758
15.0,15,1.919638
19.0,19,1.927141
27.0,27,1.937651
43.0,43,1.955178
13.0,13,1.960333
17.0,17,1.966964
16.0,16,1.973304
13.0,13,1.978569
22.0,22,1.987314
26.0,26,1.997935
23.0,23,2.007173
17.0,17,2.013786
14.0,14,2.019258
26.0,26,2.120951
16.0,16,2.127787
18.0,18,2.135317
27.0,27,2.148502
20.0,20,2.158498
28.0,28,2.173183
14.0,14,2.180274
16.0,16,2.188217
31.0,31,2.203384
65.0,65,2.235845
22.0,22,2.246871
23.0,23,2.258457
25.0,25,2.270897
24.0,24,2.282845
18.0,18,2.291993
18.0,18,2.301226
42.0,42,2.322018
25.0,25,2.334047
19.0,19,2.343372
14.0,14,2.350715
18.0,18,2.360339
11.0,11,2.365857
22.0,22,2.376366
13.0,13,2.382657
13.0,13,2.388642
32.0,32,2.40325
31.0,31,2.416244
10.0,10,2.420136
21.0,21,2.428955
26.0,26,2.439114
26.0,26,2.449279
26.0,26,2.459567
29.0,29,2.47051
16.0,16,2.476548
23.0,23,2.485695
56.0,56,2.50794
31.0,31,2.520044
24.0,24,2.529419
34.0,34,2.543176
15.0,15,2.549148
15.0,15,2.555295
20.0,20,2.563723
62.0,62,2.682473
46.0,46,2.702848
14.0,14,2.708328
36.0,36,2.723112
21.0,21,2.731468
24.0,24,2.741202
10.0,10,2.745679
16.0,16,2.75225
34.0,34,2.765332
41.0,41,2.781091
26.0,26,2.791319
13.0,13,2.797063
29.0,29,2.808655
19.0,19,2.816365
30.0,30,2.828359
17.0,17,2.834923
15.0,15,2.84073
84.0,84,2.878821
43.0,43,2.900197
20.0,20,2.910379
36.0,36,2.928431
43.0,43,2.950507
11.0,11,2.955977
19.0,19,2.964988
18.0,18,2.973231
25.0,25,2.98477
14.0,14,2.991313
25.0,25,3.002922
24.0,24,3.014349
26.0,26,3.027003
14.0,14,3.034157
30.0,30,3.049318
23.0,23,3.060236
26.0,26,3.072797
43.0,43,3.094388
24.0,24,3.106193
11.0,11,3.111501
9.0,9,3.115302
99.0,99,3.25125
25.0,25,3.261545
20.0,20,3.269399
73.0,73,3.298718
13.0,13,3.304592
19.0,19,3.312842
11.0,11,3.317519
73.0,73,3.352635
86.0,86,3.388565
18.0,18,3.396126
73.0,73,3.424176
21.0,21,3.432654
17.0,17,3.439713
14.0,14,3.445363
16.0,16,3.451773
11.0,11,3.456186
47.0,47,3.474749
20.0,20,3.482877
20.0,20,3.490844
15.0,15,3.496869
26.0,26,3.507189
59.0,59,3.531151
19.0,19,3.539118
23.0,23,3.548851
29.0,29,3.560666
25.0,25,3.57061
10.0,10,3.574646
37.0,37,3.589434
13.0,13,3.594726
21.0,21,3.603203
39.0,39,3.623338
30.0,30,3.637929
50.0,50,3.756221
15.0,15,3.762548
56.0,56,3.789527
20.0,20,3.800042
