EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
93.45,-172.4094,44,44,3.7686054706573486,4082,0.0,1.380635,0.0082893967628479,0.005933483,0.018849544,0.018849544
95.5,-148.72672,43,87,7.413195848464966,8110,0.0,1.3758787,-0.003779888153076172,0.006224637,0.016285153,0.016285153
97.325,-128.24667,43,130,11.154993534088135,12276,0.0,1.3617328,-0.008721590042114258,0.008408666,0.019554706,0.019554706
90.875,-115.93538,43,173,14.935736894607544,16270,0.0,1.3428254,-0.0024132728576660156,0.0074798516,0.016018715,0.016018715
105.875,-94.97378,39,212,18.770955562591553,20420,0.0,1.3193482,0.0028818845748901367,0.008323702,0.02363904,0.02363904
110.425,-86.13579,37,249,22.636727571487427,24523,0.0,1.29897,0.012863099575042725,0.0070503275,0.019308604,0.019308604
106.275,-68.21417,39,288,26.482056617736816,28666,0.0,1.3032413,0.1243276596069336,0.0062328046,0.015837152,0.015837152
110.25,-55.323975,36,324,30.431451559066772,32690,0.0,1.2632697,0.16292530298233032,0.007323672,0.0147343315,0.0147343315
113.025,-49.934002,35,359,34.28871035575867,36784,0.0,1.2611014,0.27162808179855347,0.007347349,0.018179748,0.018179748
114.95,-44.58574,36,395,38.189424991607666,40917,0.0,1.215549,0.35698139667510986,0.0061402083,0.021914952,0.021914952
115.775,-42.93556,34,429,42.08709716796875,44891,0.0,1.1881667,0.4160405397415161,0.007588286,0.022977613,0.022977613
140.325,-22.627674,27,456,46.68690609931946,49150,0.0,1.0177251,0.24365472793579102,0.008480875,0.018994443,0.018994443
140.0,-37.986908,27,483,50.63897371292114,53107,0.0,1.1344876,0.44439566135406494,0.006638499,0.018537953,0.018537953
155.7,-31.405329,26,509,54.683780670166016,57249,0.0,1.083848,0.362829327583313,0.008550549,0.019087804,0.019087804
181.45,-10.333078,19,528,59.7567834854126,61151,0.0,1.0722016,0.09943157434463501,0.0076402635,0.016288921,0.016288921
222.9,2.4314122,16,544,66.33722877502441,65513,0.0,1.034544,0.19519513845443726,0.006772413,0.014834696,0.014834696
208.925,6.1136804,24,568,70.71472120285034,69508,0.0,1.0310981,0.3601646423339844,0.008556152,0.018708985,0.018708985
228.55,-4.99063,9,577,77.53565669059753,73688,0.0,1.0877239,0.03651261329650879,0.00827725,0.019115733,0.019115733
308.6,4.4917154,6,583,85.05713486671448,77761,0.0,1.1376481,-0.30410730838775635,0.008095035,0.019694276,0.019694276
374.175,4.492139,9,592,91.42732048034668,81866,0.0,0.99339277,0.19242829084396362,0.007846766,0.0117138885,0.0117138885
454.825,9.495787,6,598,100.02897548675537,85937,0.0,1.0047972,0.2565181255340576,0.007172074,0.01091926,0.01091926
503.8,2.816166,8,606,106.71849155426025,89434,0.0,1.0554246,0.08943027257919312,0.008431219,0.016429828,0.016429828
559.425,14.957278,7,613,113.79147124290466,93464,0.0,1.047818,0.15626096725463867,0.009181182,0.017384509,0.017384509
494.95,4.1071305,11,624,120.00387144088745,98142,0.0,0.95953,0.21476179361343384,0.008009082,0.017183658,0.017183658
503.85,-0.5117115,8,632,126.91895031929016,102020,0.0,0.92651224,0.13664424419403076,0.008349192,0.009066723,0.009066723
471.9,-15.9183445,9,641,133.32119822502136,106321,0.0,1.0034137,0.3030257225036621,0.010150436,0.015776923,0.015776923
494.75,-8.282577,6,647,141.32583475112915,110224,0.0,0.9336679,-0.11456084251403809,0.007724791,0.014734801,0.014734801
498.25,-12.920328,7,654,148.64159512519836,114394,0.0,0.9526384,0.28313082456588745,0.007915188,0.014346255,0.014346255
524.7,-22.454018,9,663,154.94014596939087,118744,0.0,0.92668617,0.24650216102600098,0.005875576,0.010651318,0.010651318
531.4,-36.505917,6,669,162.37740445137024,122241,0.0,0.94910616,0.26965856552124023,0.007841922,0.013230964,0.013230964
559.75,-27.693493,7,676,169.7838099002838,126757,0.0,0.8611548,0.1940101981163025,0.007972446,0.01280953,0.01280953
589.425,-18.405775,6,682,178.1451768875122,130345,0.0,0.8895868,0.11176687479019165,0.008735176,0.018389305,0.018389305
584.925,-19.221159,7,689,185.91393184661865,134977,0.0,0.95309377,0.10074841976165771,0.003068475,0.009852548,0.009852548
607.95,-5.635998,6,695,194.58512353897095,139031,0.0,0.84631073,0.057564496994018555,0.008127586,0.012486715,0.012486715
615.775,2.9826546,6,701,203.5281994342804,142594,0.0,0.9583147,0.030180037021636963,0.0072564958,0.012016887,0.012016887
606.1,13.789653,9,710,210.0919313430786,147377,0.0,0.9449906,0.22015643119812012,0.0096713165,0.009850265,0.009850265
603.775,-1.2306954,7,717,217.0370330810547,151295,0.0,0.96800447,0.23143917322158813,0.008801909,0.013067722,0.013067722
587.875,-16.365917,7,724,224.78650665283203,155554,0.0,0.9048846,0.39004528522491455,0.008544542,0.013319757,0.013319757
575.875,-23.495127,7,731,231.49185180664062,159563,0.0,0.92440486,0.3854619860649109,0.009237727,0.013348669,0.013348669
542.775,-50.608025,7,738,238.39369416236877,163183,0.0,0.94756067,0.2962125539779663,0.009911687,0.019277815,0.019277815
535.225,-71.849754,9,747,244.15923619270325,167413,0.0,0.9508121,0.3505710959434509,0.006861885,0.0078396415,0.0078396415
554.525,-70.67501,7,754,252.0051498413086,171943,0.0,0.86899036,0.256311297416687,0.007985161,0.009167606,0.009167606
554.675,-65.81239,7,761,257.9314806461334,175368,0.0,0.9510668,0.23517006635665894,0.00989601,0.012731914,0.012731914
548.125,-61.12364,7,768,264.543909072876,179493,0.0,0.91231954,0.18228387832641602,0.008830769,0.013149854,0.013149854
554.975,-52.410583,6,774,272.5555307865143,183497,0.0,0.9711722,0.34503811597824097,0.007263288,0.014505303,0.014505303
594.2,-51.46471,6,780,280.73685789108276,188023,0.0,0.9212987,0.27228492498397827,0.0068836887,0.009422453,0.009422453
608.25,-34.05311,8,788,288.6734080314636,192277,0.0,0.8535948,0.10940337181091309,0.0077985944,0.010242894,0.010242894
630.725,-31.843954,5,793,298.4035623073578,196472,0.0,0.9562307,-0.20787560939788818,0.009672657,0.015184861,0.015184861
643.1,-30.713324,6,799,306.01325607299805,200464,0.0,0.9085591,0.3364417552947998,0.0074331844,0.008157306,0.008157306
669.1,-25.035461,6,805,314.52127170562744,204599,0.0,0.89607227,0.41147345304489136,0.009515886,0.006467906,0.006467906
668.5,-37.31917,6,811,322.84217858314514,208546,0.0,0.90859425,0.4285743832588196,0.0079119345,0.012507185,0.012507185
641.1,-56.602333,8,819,330.5854549407959,212991,0.0,0.8536014,0.43990302085876465,0.009804846,0.008029964,0.008029964
659.8,-63.97486,5,824,338.2516746520996,217001,0.0,0.9278635,0.3418309688568115,0.00778077,0.0124301305,0.0124301305
662.825,-70.3218,7,831,345.8942539691925,220985,0.0,0.88391984,0.40997982025146484,0.0060878824,0.011687169,0.011687169
667.125,-82.57554,5,836,353.4455900192261,224643,0.0,0.96314317,0.2247796654701233,0.004147442,0.0076185195,0.0076185195
662.925,-81.50863,6,842,362.4938163757324,229333,0.0,0.8727411,-0.3636585474014282,0.010303284,0.010163239,0.010163239
695.275,-74.71894,5,847,371.0214967727661,233374,0.0,0.8886256,0.2155601978302002,0.009348277,0.006589311,0.006589311
694.875,-66.20177,5,852,380.3776535987854,237284,0.0,0.8436661,-0.01195228099822998,0.009911011,0.01322878,0.01322878
720.275,-51.355976,6,858,389.52502393722534,241343,0.0,0.7741698,0.123676598072052,0.00885452,0.009254232,0.009254232
708.35,-44.279896,7,865,398.0136818885803,245690,0.0,0.84583914,0.25904643535614014,0.008860726,0.007960961,0.007960961
715.55,-44.46035,6,871,405.3962199687958,249607,0.0,0.84859794,0.23996496200561523,0.0060984762,0.006715345,0.006715345
