# {"env_id": "LunarLander-v2", "t_start": 1541100661.6155407} 
r,l,t
-261.652463,87,1.52462
-91.702578,83,1.594883
-70.419339,77,1.65842
-142.314113,97,1.741184
-79.937121,120,1.841835
-416.320866,89,1.917393
-153.55333,92,1.994909
-145.858331,94,2.074025
-115.303566,69,2.130756
-317.957172,91,2.207975
-180.58115,74,2.270427
-45.331384,74,2.333244
-96.396794,69,2.389565
-159.968946,83,2.459466
-229.205124,80,2.525569
-96.329426,77,2.589878
-190.70456,103,2.677912
-116.815947,108,2.771618
-136.058214,86,2.845261
-151.497758,111,2.9405
-116.795493,135,3.057412
-79.94549,83,3.127118
-160.118772,115,3.226386
-147.309273,111,3.321868
-214.357492,110,3.416573
-151.853946,115,3.514649
-369.321703,74,3.575963
-82.974021,59,3.624322
-217.222995,62,3.674673
-291.207418,84,3.747044
-338.476454,94,3.825605
-138.922693,128,3.9358
-0.17299,123,4.041141
-111.208867,90,4.116679
-123.745672,117,4.217793
-231.112117,131,4.334963
-150.220625,79,4.400805
-203.490049,63,4.454038
-274.948499,98,4.539223
-190.674811,81,4.607403
-245.00401,94,4.687157
-303.388022,125,4.797298
-62.217104,76,4.860926
-59.868072,71,4.921093
-50.308679,65,5.573589
-138.474526,93,5.652544
-243.940162,99,5.734714
-108.588022,90,5.813951
-143.685479,107,5.905371
-410.869542,112,6.002743
-190.71942,73,6.064467
-211.538002,90,6.140996
-325.233621,94,6.219871
-86.049874,74,6.282066
-348.717111,101,6.369932
-119.644171,102,6.459375
-87.398256,86,6.536456
-121.615179,70,6.593461
-116.169663,87,6.666441
-74.821131,69,6.72319
-292.951986,97,6.806513
-85.92332,61,6.856639
-51.044778,81,6.923798
-89.223677,94,7.003904
-108.782929,68,7.061103
-127.322929,116,7.162391
-146.058332,88,7.236623
-155.053302,109,7.331186
-69.132876,70,7.390809
-387.447312,96,7.471679
-141.865439,111,7.566109
-51.539123,148,7.696094
-100.32363,94,7.777442
-383.784501,115,7.878736
-208.036964,105,7.968074
-266.081766,90,8.045369
-139.062504,64,8.098499
-80.063583,64,8.151588
-288.24325,86,8.222871
-149.042003,109,8.316362
-174.498929,123,8.424574
-132.880226,148,8.555944
-130.286506,73,8.616091
-136.891296,64,8.6693
-164.208321,116,8.768031
-93.925644,114,8.866753
-19.085399,95,8.948995
-112.543351,84,9.019916
-123.292537,101,9.548553
-119.691437,84,9.620501
-22.39732,100,9.70536
-105.602221,79,9.770641
