# {"t_start": 1539261289.7037885, "env_id": "CartPole-v0"} 
r,l,t
18.0,18,0.985284
16.0,16,0.992253
18.0,18,0.999759
33.0,33,1.013793
16.0,16,1.02065
13.0,13,1.026038
51.0,51,1.049181
21.0,21,1.058632
17.0,17,1.06653
24.0,24,1.077716
26.0,26,1.089624
12.0,12,1.095176
15.0,15,1.102168
12.0,12,1.10758
21.0,21,1.117507
20.0,20,1.126771
23.0,23,1.138167
35.0,35,1.152723
16.0,16,1.159344
15.0,15,1.165426
29.0,29,1.177024
10.0,10,1.180984
35.0,35,1.194953
14.0,14,1.200815
16.0,16,1.207265
20.0,20,1.215376
47.0,47,1.235623
48.0,48,1.25527
10.0,10,1.259553
16.0,16,1.266169
16.0,16,1.272967
16.0,16,1.280852
11.0,11,1.286125
13.0,13,1.291815
15.0,15,1.297953
21.0,21,1.3066
17.0,17,1.313841
30.0,30,1.327291
18.0,18,1.334826
24.0,24,1.346245
47.0,47,1.370088
15.0,15,1.377599
17.0,17,1.385828
16.0,16,1.392813
17.0,17,1.401238
13.0,13,1.40831
33.0,33,1.421502
8.0,8,1.424721
46.0,46,1.768872
16.0,16,1.775718
18.0,18,1.783599
25.0,25,1.794327
19.0,19,1.802513
12.0,12,1.807773
33.0,33,1.821326
10.0,10,1.825618
15.0,15,1.831331
17.0,17,1.837885
15.0,15,1.843623
11.0,11,1.847872
12.0,12,1.852419
12.0,12,1.856892
13.0,13,1.861999
24.0,24,1.871008
13.0,13,1.875983
18.0,18,1.882704
82.0,82,1.91398
18.0,18,1.921163
39.0,39,1.9359
19.0,19,1.943101
10.0,10,1.946941
52.0,52,1.96632
28.0,28,1.976911
32.0,32,1.989223
23.0,23,1.998186
20.0,20,2.006104
23.0,23,2.015154
10.0,10,2.019304
23.0,23,2.028519
12.0,12,2.033405
15.0,15,2.03997
16.0,16,2.04685
15.0,15,2.053291
66.0,66,2.083601
44.0,44,2.105075
14.0,14,2.112052
39.0,39,2.13179
76.0,76,2.170091
18.0,18,2.179286
36.0,36,2.413253
23.0,23,2.424323
53.0,53,2.448624
12.0,12,2.45442
19.0,19,2.463537
26.0,26,2.474619
24.0,24,2.485799
13.0,13,2.491799
15.0,15,2.498421
41.0,41,2.517171
37.0,37,2.534532
15.0,15,2.541545
14.0,14,2.54817
76.0,76,2.586307
15.0,15,2.593973
15.0,15,2.599735
56.0,56,2.621116
12.0,12,2.626112
18.0,18,2.633268
18.0,18,2.640909
16.0,16,2.647527
16.0,16,2.654135
23.0,23,2.664564
18.0,18,2.672171
32.0,32,2.685461
27.0,27,2.697247
38.0,38,2.713436
76.0,76,2.746212
65.0,65,2.773921
9.0,9,2.778107
26.0,26,2.789477
38.0,38,2.806008
14.0,14,2.811873
40.0,40,2.829338
18.0,18,2.837563
13.0,13,2.843965
13.0,13,2.850271
11.0,11,2.855449
24.0,24,3.08704
12.0,12,3.092121
23.0,23,3.1019
15.0,15,3.108244
35.0,35,3.123422
16.0,16,3.130128
20.0,20,3.138495
14.0,14,3.144627
15.0,15,3.151083
73.0,73,3.180603
25.0,25,3.190893
28.0,28,3.202326
56.0,56,3.225672
56.0,56,3.249013
35.0,35,3.263994
39.0,39,3.280406
21.0,21,3.289338
25.0,25,3.29968
28.0,28,3.311344
31.0,31,3.324804
38.0,38,3.341045
25.0,25,3.352452
10.0,10,3.35664
22.0,22,3.366053
47.0,47,3.385471
33.0,33,3.398052
15.0,15,3.40401
10.0,10,3.408083
24.0,24,3.417219
15.0,15,3.422931
18.0,18,3.430051
16.0,16,3.436593
27.0,27,3.447922
39.0,39,3.464244
11.0,11,3.468872
79.0,79,3.501269
115.0,115,3.760516
57.0,57,3.786797
17.0,17,3.794125
71.0,71,3.826896
22.0,22,3.837268
21.0,21,3.846822
26.0,26,3.859003
40.0,40,3.877645
52.0,52,3.901734
11.0,11,3.906935
20.0,20,3.916063
42.0,42,3.934975
46.0,46,3.956334
13.0,13,3.961977
30.0,30,3.975268
39.0,39,3.993401
47.0,47,4.01483
15.0,15,4.021603
