# {"t_start": 1539260522.527668, "env_id": "CartPole-v0"} 
r,l,t
15.0,15,0.962339
13.0,13,0.967714
54.0,54,0.989347
14.0,14,0.99505
11.0,11,0.999616
38.0,38,1.015476
11.0,11,1.019969
44.0,44,1.038227
21.0,21,1.046715
19.0,19,1.054484
30.0,30,1.066512
10.0,10,1.070576
27.0,27,1.081307
19.0,19,1.090021
23.0,23,1.099298
18.0,18,1.106625
32.0,32,1.119376
10.0,10,1.123123
12.0,12,1.127715
15.0,15,1.133595
20.0,20,1.141202
9.0,9,1.144654
12.0,12,1.149921
10.0,10,1.154404
38.0,38,1.169526
10.0,10,1.174506
10.0,10,1.179636
42.0,42,1.198764
10.0,10,1.203921
16.0,16,1.210838
55.0,55,1.234062
22.0,22,1.243891
14.0,14,1.249676
45.0,45,1.267671
20.0,20,1.276312
19.0,19,1.286538
23.0,23,1.296504
15.0,15,1.302549
25.0,25,1.313594
32.0,32,1.331439
16.0,16,1.33934
24.0,24,1.349652
10.0,10,1.355097
11.0,11,1.360387
31.0,31,1.376008
15.0,15,1.383666
49.0,49,1.614535
13.0,13,1.622094
29.0,29,1.638393
24.0,24,1.648783
26.0,26,1.659259
27.0,27,1.671261
51.0,51,1.692541
13.0,13,1.698252
13.0,13,1.703728
75.0,75,1.733871
11.0,11,1.738402
31.0,31,1.750561
23.0,23,1.760504
20.0,20,1.769213
16.0,16,1.775745
16.0,16,1.782327
14.0,14,1.789631
15.0,15,1.796434
73.0,73,1.830757
24.0,24,1.840393
44.0,44,1.858102
27.0,27,1.868915
12.0,12,1.873978
22.0,22,1.883326
9.0,9,1.887042
32.0,32,1.89993
20.0,20,1.908013
11.0,11,1.912784
12.0,12,1.917884
24.0,24,1.927486
63.0,63,1.954721
14.0,14,1.961766
25.0,25,1.974094
16.0,16,1.981688
12.0,12,1.987147
15.0,15,1.994003
12.0,12,1.999646
16.0,16,2.007003
25.0,25,2.01851
13.0,13,2.023916
34.0,34,2.038279
12.0,12,2.043807
17.0,17,2.051603
13.0,13,2.15067
16.0,16,2.157504
15.0,15,2.163431
62.0,62,2.189515
71.0,71,2.221617
34.0,34,2.237076
22.0,22,2.247335
9.0,9,2.251441
9.0,9,2.255974
22.0,22,2.267231
25.0,25,2.279693
8.0,8,2.283801
12.0,12,2.28949
28.0,28,2.303337
21.0,21,2.313423
18.0,18,2.322345
25.0,25,2.334727
31.0,31,2.350163
15.0,15,2.35778
39.0,39,2.377852
14.0,14,2.384867
19.0,19,2.394736
21.0,21,2.405221
14.0,14,2.412341
27.0,27,2.426156
14.0,14,2.433272
29.0,29,2.445305
16.0,16,2.451344
25.0,25,2.460663
16.0,16,2.466581
19.0,19,2.473662
64.0,64,2.497936
25.0,25,2.508645
11.0,11,2.513511
26.0,26,2.524091
15.0,15,2.530126
40.0,40,2.545552
14.0,14,2.550914
15.0,15,2.556822
20.0,20,2.564411
45.0,45,2.581834
21.0,21,2.590414
14.0,14,2.596095
19.0,19,2.683984
41.0,41,2.702588
25.0,25,2.712432
20.0,20,2.720595
16.0,16,2.726943
11.0,11,2.731493
27.0,27,2.742669
27.0,27,2.754278
41.0,41,2.772534
14.0,14,2.778656
34.0,34,2.792341
53.0,53,2.81566
16.0,16,2.822196
13.0,13,2.827733
13.0,13,2.8333
17.0,17,2.841566
135.0,135,2.910098
22.0,22,2.920671
52.0,52,2.946832
60.0,60,2.976772
27.0,27,2.990282
11.0,11,2.995402
42.0,42,3.015644
38.0,38,3.034213
18.0,18,3.042878
23.0,23,3.053969
21.0,21,3.064142
20.0,20,3.07395
27.0,27,3.087166
14.0,14,3.093841
16.0,16,3.101013
30.0,30,3.116163
102.0,102,3.258558
15.0,15,3.265702
21.0,21,3.274335
39.0,39,3.289085
23.0,23,3.298259
