# {"t_start": 1539259950.5883572, "env_id": "CartPole-v0"} 
r,l,t
41.0,41,0.870268
16.0,16,0.876734
14.0,14,0.882352
14.0,14,0.88796
16.0,16,0.894444
13.0,13,0.899701
44.0,44,0.916613
14.0,14,0.922398
11.0,11,0.926965
12.0,12,0.931827
38.0,38,0.946391
19.0,19,0.953954
21.0,21,0.96225
38.0,38,0.977558
21.0,21,0.986418
10.0,10,0.990993
28.0,28,1.002389
21.0,21,1.01073
41.0,41,1.026242
17.0,17,1.033406
37.0,37,1.048042
38.0,38,1.062388
21.0,21,1.070513
12.0,12,1.075061
28.0,28,1.087086
16.0,16,1.094269
24.0,24,1.105237
18.0,18,1.11346
24.0,24,1.124463
26.0,26,1.13638
11.0,11,1.141265
15.0,15,1.147208
23.0,23,1.156867
16.0,16,1.163954
25.0,25,1.175367
14.0,14,1.181869
11.0,11,1.186957
28.0,28,1.199755
18.0,18,1.208473
24.0,24,1.219427
31.0,31,1.233728
39.0,39,1.251053
22.0,22,1.261235
13.0,13,1.26722
13.0,13,1.273201
28.0,28,1.285584
152.0,152,1.538643
70.0,70,1.566142
74.0,74,1.594707
138.0,138,1.646282
143.0,143,1.699931
200.0,200,1.774519
148.0,148,1.832254
73.0,73,1.859422
171.0,171,2.040579
55.0,55,2.068647
132.0,132,2.135399
161.0,161,2.217712
121.0,121,2.278311
200.0,200,2.371476
29.0,29,2.385256
181.0,181,2.458583
156.0,156,2.611391
148.0,148,2.667114
119.0,119,2.710832
200.0,200,2.794922
177.0,177,2.876644
200.0,200,2.96442
167.0,167,3.13932
129.0,129,3.187064
100.0,100,3.224955
124.0,124,3.271598
115.0,115,3.321107
80.0,80,3.352653
101.0,101,3.392701
71.0,71,3.423089
200.0,200,3.596342
137.0,137,3.663818
109.0,109,3.712857
120.0,120,3.771472
88.0,88,3.809228
152.0,152,3.877688
157.0,157,3.939752
128.0,128,3.98941
169.0,169,4.142938
112.0,112,4.185526
130.0,130,4.239904
102.0,102,4.283041
94.0,94,4.321618
97.0,97,4.361794
107.0,107,4.410408
100.0,100,4.455288
99.0,99,4.504462
117.0,117,4.656438
86.0,86,4.69768
90.0,90,4.733031
100.0,100,4.774135
38.0,38,4.790859
91.0,91,4.827792
86.0,86,4.862586
93.0,93,4.900079
95.0,95,4.937367
95.0,95,4.974576
82.0,82,5.007407
96.0,96,5.043916
101.0,101,5.177149
108.0,108,5.231986
113.0,113,5.289118
80.0,80,5.323689
119.0,119,5.376655
90.0,90,5.416046
106.0,106,5.462874
123.0,123,5.516338
103.0,103,5.555202
101.0,101,5.595083
99.0,99,5.714373
11.0,11,5.719507
10.0,10,5.726046
9.0,9,5.731485
9.0,9,5.737118
10.0,10,5.743409
10.0,10,5.749213
9.0,9,5.754374
10.0,10,5.760094
10.0,10,5.765746
9.0,9,5.770915
10.0,10,5.776584
10.0,10,5.783034
8.0,8,5.78767
10.0,10,5.793294
9.0,9,5.798362
8.0,8,5.802817
9.0,9,5.807793
10.0,10,5.813342
11.0,11,5.8196
10.0,10,5.824921
8.0,8,5.828843
