# {"t_start": 1539262011.449212, "env_id": "CartPole-v0"} 
r,l,t
42.0,42,0.861911
26.0,26,0.876457
21.0,21,0.888115
9.0,9,0.89184
53.0,53,0.911855
17.0,17,0.918514
32.0,32,0.931199
17.0,17,0.938084
29.0,29,0.948955
16.0,16,0.955055
18.0,18,0.96182
14.0,14,0.968812
23.0,23,0.981647
20.0,20,0.992659
14.0,14,0.998318
30.0,30,1.00946
15.0,15,1.015138
24.0,24,1.024477
31.0,31,1.036578
9.0,9,1.040218
8.0,8,1.043351
41.0,41,1.059702
13.0,13,1.064997
34.0,34,1.07886
36.0,36,1.09342
38.0,38,1.108729
19.0,19,1.116506
12.0,12,1.121457
26.0,26,1.132012
27.0,27,1.142928
12.0,12,1.148347
27.0,27,1.161607
12.0,12,1.167668
18.0,18,1.176794
30.0,30,1.191544
23.0,23,1.203594
18.0,18,1.213088
33.0,33,1.229843
25.0,25,1.242577
36.0,36,1.259966
17.0,17,1.268678
20.0,20,1.278751
12.0,12,1.284792
71.0,71,1.504002
23.0,23,1.515818
10.0,10,1.521267
26.0,26,1.533356
10.0,10,1.538595
34.0,34,1.554639
24.0,24,1.565978
33.0,33,1.580981
46.0,46,1.598992
34.0,34,1.611861
61.0,61,1.634465
43.0,43,1.65126
11.0,11,1.655896
28.0,28,1.66771
10.0,10,1.67183
11.0,11,1.676317
17.0,17,1.682661
25.0,25,1.692457
10.0,10,1.696258
27.0,27,1.706179
26.0,26,1.716081
14.0,14,1.721488
21.0,21,1.730929
15.0,15,1.737031
13.0,13,1.742598
11.0,11,1.746908
25.0,25,1.756785
30.0,30,1.768022
10.0,10,1.772188
19.0,19,1.7797
20.0,20,1.78768
44.0,44,1.804845
18.0,18,1.812147
12.0,12,1.816995
24.0,24,1.826233
15.0,15,1.832008
13.0,13,1.836844
19.0,19,1.843669
13.0,13,1.848431
33.0,33,1.860209
42.0,42,1.875153
23.0,23,1.883373
14.0,14,1.888437
12.0,12,1.892771
17.0,17,1.994778
21.0,21,2.004354
25.0,25,2.017103
36.0,36,2.034461
21.0,21,2.044529
12.0,12,2.049573
52.0,52,2.072713
31.0,31,2.085585
38.0,38,2.103525
25.0,25,2.115204
32.0,32,2.129955
30.0,30,2.143847
24.0,24,2.154137
37.0,37,2.170981
34.0,34,2.186418
18.0,18,2.19477
12.0,12,2.200446
18.0,18,2.208423
15.0,15,2.215243
63.0,63,2.25186
15.0,15,2.261056
29.0,29,2.274641
13.0,13,2.280316
14.0,14,2.286307
9.0,9,2.290089
18.0,18,2.297489
18.0,18,2.30487
15.0,15,2.311045
25.0,25,2.321289
15.0,15,2.327448
17.0,17,2.334342
16.0,16,2.341604
30.0,30,2.355839
21.0,21,2.365405
16.0,16,2.372731
30.0,30,2.387388
32.0,32,2.401576
13.0,13,2.407028
47.0,47,2.425999
30.0,30,2.438074
27.0,27,2.44866
13.0,13,2.453546
55.0,55,2.557214
8.0,8,2.560463
20.0,20,2.567939
47.0,47,2.585275
42.0,42,2.60137
36.0,36,2.615252
47.0,47,2.633157
29.0,29,2.643977
18.0,18,2.650654
16.0,16,2.656888
17.0,17,2.663192
14.0,14,2.668698
22.0,22,2.677939
22.0,22,2.689099
25.0,25,2.701856
20.0,20,2.71198
9.0,9,2.716709
18.0,18,2.726008
17.0,17,2.733536
19.0,19,2.743031
15.0,15,2.750604
23.0,23,2.762202
27.0,27,2.776618
18.0,18,2.784949
19.0,19,2.794244
20.0,20,2.804554
36.0,36,2.823216
11.0,11,2.828846
50.0,50,2.85433
77.0,77,2.893258
14.0,14,2.900517
24.0,24,2.912886
11.0,11,2.918448
48.0,48,2.942833
17.0,17,2.951707
19.0,19,2.961656
11.0,11,2.967312
17.0,17,2.976086
12.0,12,2.982038
54.0,54,3.009549
10.0,10,3.014361
20.0,20,3.117533
43.0,43,3.138522
10.0,10,3.143727
16.0,16,3.151553
15.0,15,3.158935
17.0,17,3.167672
21.0,21,3.17775
57.0,57,3.201833
31.0,31,3.213727
34.0,34,3.228062
41.0,41,3.244146
24.0,24,3.253029
66.0,66,3.277331
18.0,18,3.284291
13.0,13,3.289587
17.0,17,3.296355
66.0,66,3.321313
46.0,46,3.33996
18.0,18,3.34746
16.0,16,3.353679
13.0,13,3.358707
15.0,15,3.364644
20.0,20,3.372272
34.0,34,3.385191
16.0,16,3.391311
27.0,27,3.402145
32.0,32,3.414741
14.0,14,3.420196
65.0,65,3.445467
20.0,20,3.452985
16.0,16,3.459041
18.0,18,3.465969
34.0,34,3.480729
19.0,19,3.490523
60.0,60,3.521104
44.0,44,3.640153
54.0,54,3.668465
43.0,43,3.690242
47.0,47,3.714183
39.0,39,3.732491
25.0,25,3.743535
32.0,32,3.760167
14.0,14,3.765943
47.0,47,3.785058
25.0,25,3.796088
25.0,25,3.808507
83.0,83,3.848878
20.0,20,3.85932
10.0,10,3.864619
32.0,32,3.881154
13.0,13,3.887743
15.0,15,3.894947
53.0,53,3.919462
54.0,54,3.943376
21.0,21,3.953144
66.0,66,3.984452
20.0,20,3.99429
14.0,14,4.000318
41.0,41,4.016963
23.0,23,4.025856
67.0,67,4.051455
74.0,74,4.081507
24.0,24,4.091249
16.0,16,4.097788
46.0,46,4.196194
15.0,15,4.20256
37.0,37,4.216662
89.0,89,4.252407
43.0,43,4.269857
66.0,66,4.296604
38.0,38,4.312042
60.0,60,4.336253
25.0,25,4.346425
17.0,17,4.353912
19.0,19,4.363557
41.0,41,4.384197
70.0,70,4.413023
26.0,26,4.423613
15.0,15,4.42974
35.0,35,4.44391
39.0,39,4.461604
17.0,17,4.47056
62.0,62,4.502401
65.0,65,4.53571
54.0,54,4.56271
9.0,9,4.566938
26.0,26,4.57918
38.0,38,4.598225
135.0,135,4.751035
75.0,75,4.791715
62.0,62,4.81757
33.0,33,4.830211
124.0,124,4.876694
44.0,44,4.893575
63.0,63,4.917213
81.0,81,4.949387
87.0,87,4.983878
43.0,43,5.000388
127.0,127,5.047663
32.0,32,5.059975
63.0,63,5.083924
143.0,143,5.146118
69.0,69,5.277886
86.0,86,5.32225
78.0,78,5.362138
48.0,48,5.386605
92.0,92,5.433718
17.0,17,5.442259
120.0,120,5.504236
29.0,29,5.518818
59.0,59,5.549576
22.0,22,5.561051
116.0,116,5.616591
43.0,43,5.632866
32.0,32,5.645412
121.0,121,5.692655
110.0,110,5.826572
65.0,65,5.852638
89.0,89,5.88552
49.0,49,5.905329
38.0,38,5.924679
42.0,42,5.945755
23.0,23,5.95716
110.0,110,6.012747
30.0,30,6.028022
97.0,97,6.077997
70.0,70,6.113132
133.0,133,6.180611
54.0,54,6.208158
104.0,104,6.262408
128.0,128,6.426531
75.0,75,6.455459
58.0,58,6.477594
85.0,85,6.509609
57.0,57,6.531018
118.0,118,6.575279
126.0,126,6.622399
67.0,67,6.64757
83.0,83,6.678468
56.0,56,6.701305
102.0,102,6.748691
60.0,60,6.779833
15.0,15,6.787607
132.0,132,6.949866
175.0,175,7.038676
31.0,31,7.054241
51.0,51,7.080524
25.0,25,7.092534
41.0,41,7.111282
172.0,172,7.190106
22.0,22,7.200073
55.0,55,7.223896
149.0,149,7.284304
44.0,44,7.302304
36.0,36,7.316859
86.0,86,7.352113
191.0,191,7.514783
117.0,117,7.568189
96.0,96,7.612374
200.0,200,7.703889
102.0,102,7.75423
81.0,81,7.794001
38.0,38,7.813688
75.0,75,7.85167
100.0,100,7.902911
105.0,105,7.956235
200.0,200,8.132127
88.0,88,8.167193
86.0,86,8.200132
77.0,77,8.23052
17.0,17,8.237793
82.0,82,8.270874
99.0,99,8.311292
140.0,140,8.374655
137.0,137,8.43721
56.0,56,8.462247
18.0,18,8.470267
24.0,24,8.481254
118.0,118,8.638246
184.0,184,8.731386
138.0,138,8.799623
200.0,200,8.879925
16.0,16,8.885915
61.0,61,8.908363
200.0,200,8.98993
200.0,200,9.159551
161.0,161,9.226293
200.0,200,9.306855
40.0,40,9.32306
115.0,115,9.369494
200.0,200,9.450047
142.0,142,9.507241
200.0,200,9.668459
66.0,66,9.695148
195.0,195,9.79151
183.0,183,9.869844
200.0,200,9.945983
101.0,101,9.984946
197.0,197,10.17402
200.0,200,10.275858
89.0,89,10.321083
166.0,166,10.406611
127.0,127,10.471187
192.0,192,10.551829
200.0,200,10.627242
175.0,175,10.790748
200.0,200,10.877244
200.0,200,10.967375
142.0,142,11.038249
64.0,64,11.070469
200.0,200,11.171567
200.0,200,11.354849
200.0,200,11.429124
200.0,200,11.508824
113.0,113,11.551674
165.0,165,11.615226
96.0,96,11.653854
117.0,117,11.701037
183.0,183,11.856256
200.0,200,11.936544
200.0,200,12.016856
82.0,82,12.049798
171.0,171,12.11853
148.0,148,12.177854
34.0,34,12.19156
200.0,200,12.356519
200.0,200,12.437094
200.0,200,12.538158
143.0,143,12.610516
200.0,200,12.712669
200.0,200,12.904743
166.0,166,12.967783
200.0,200,13.042439
191.0,191,13.116058
107.0,107,13.156468
200.0,200,13.236816
197.0,197,13.422747
200.0,200,13.525112
200.0,200,13.623615
173.0,173,13.714671
200.0,200,13.814353
108.0,108,13.986932
110.0,110,14.030265
120.0,120,14.08022
200.0,200,14.171213
200.0,200,14.258975
200.0,200,14.357742
200.0,200,14.535843
200.0,200,14.613657
143.0,143,14.668407
58.0,58,14.694069
164.0,164,14.770066
146.0,146,14.824571
200.0,200,14.906176
200.0,200,15.103769
200.0,200,15.207346
200.0,200,15.309656
138.0,138,15.361826
200.0,200,15.436882
182.0,182,15.512414
186.0,186,15.674449
200.0,200,15.773253
200.0,200,15.87569
169.0,169,15.958647
107.0,107,16.013073
139.0,139,16.083103
200.0,200,16.252954
200.0,200,16.33743
149.0,149,16.397115
