TimeElapsed,ev_tdlam_before,EpLenMean,EpThisIter,EpisodesSoFar,EpRewMean,entropy,TimestepsSoFar,meankl,entloss,surrgain,optimgain
31.734341144561768,0.19373226165771484,177.4,5,605,177.4,0.6075079,59364,0.0007041715,0.0060750786,0.0025588009,0.00863388
32.31712794303894,0.013545691967010498,179.575,5,610,179.575,0.5881246,60345,0.0006092476,0.0058812457,0.0046539875,0.010535233
32.90711426734924,0.32510191202163696,179.575,5,615,179.575,0.5949037,61345,0.00040243645,0.005949037,0.004060859,0.010009896
33.41894245147705,0.10893899202346802,184.0,5,620,184.0,0.6075329,62345,0.0007419221,0.006075329,0.002893376,0.008968705
34.0011146068573,0.22298681735992432,187.05,5,625,187.05,0.58617073,63298,0.00073560496,0.005861707,0.005696495,0.011558202
34.572145223617554,0.024401605129241943,189.675,6,631,189.675,0.5887974,64464,0.00063971756,0.0058879736,0.0049614096,0.010849383
35.11009240150452,0.28123974800109863,196.6,5,636,196.6,0.6003276,65464,0.00058830675,0.006003276,0.0047030016,0.010706278
35.646647453308105,0.23044055700302124,197.5,5,641,197.5,0.6090505,66464,0.0008279111,0.006090505,0.0048758453,0.01096635
36.25025391578674,0.2795794606208801,197.5,5,646,197.5,0.5952672,67464,0.0005204531,0.0059526716,0.002019641,0.007972313
36.78426718711853,0.19892972707748413,196.425,6,652,196.425,0.58784074,68602,0.0007839172,0.005878407,0.0039024875,0.009780895
37.29944396018982,0.15637731552124023,196.425,5,657,196.425,0.6085558,69602,0.0010980172,0.006085558,0.005118265,0.011203823
37.88477873802185,0.16742336750030518,197.35,5,662,197.35,0.60357356,70602,0.00093656906,0.0060357354,0.0049227984,0.010958534
38.45516586303711,0.2564012408256531,197.05,5,667,197.05,0.6159965,71580,0.0004774364,0.0061599645,0.002440195,0.00860016
38.96779489517212,0.2887336015701294,195.05,6,673,195.05,0.58553874,72666,0.0007376585,0.0058553875,0.0060655912,0.011920979
39.541706562042236,0.40405184030532837,195.05,5,678,195.05,0.60885066,73666,0.00078953855,0.0060885064,0.003116778,0.0092052845
40.07997417449951,0.06046825647354126,190.05,6,684,190.05,0.59886086,74666,0.00072225777,0.0059886086,0.00713267,0.013121279
40.601025104522705,0.2932114005088806,191.225,5,689,191.225,0.59477425,75651,0.0006226975,0.005947742,0.0076901894,0.013637932
41.18569326400757,0.309678316116333,191.225,5,694,191.225,0.59180933,76651,0.0009567791,0.005918093,0.004188274,0.010106367
41.694655656814575,0.4315943121910095,191.225,5,699,191.225,0.6047385,77651,0.0006653662,0.006047385,0.0036221999,0.009669585
