# {"t_start": 1539260696.5374706, "env_id": "CartPole-v0"} 
r,l,t
15.0,15,0.871279
11.0,11,0.875944
29.0,29,0.887569
53.0,53,0.907764
15.0,15,0.913352
18.0,18,0.920022
13.0,13,0.9252
24.0,24,0.934231
15.0,15,0.939888
29.0,29,0.95087
10.0,10,0.954971
15.0,15,0.960978
16.0,16,0.967219
9.0,9,0.970595
23.0,23,0.979694
9.0,9,0.983112
9.0,9,0.986458
13.0,13,0.991774
34.0,34,1.004492
15.0,15,1.010086
40.0,40,1.024835
19.0,19,1.032277
27.0,27,1.042405
47.0,47,1.060746
26.0,26,1.070739
18.0,18,1.077475
9.0,9,1.081074
15.0,15,1.086958
26.0,26,1.097529
31.0,31,1.109493
13.0,13,1.114424
22.0,22,1.12289
8.0,8,1.126026
15.0,15,1.131816
73.0,73,1.167969
10.0,10,1.173108
21.0,21,1.183312
15.0,15,1.190604
13.0,13,1.196954
21.0,21,1.207357
16.0,16,1.215243
20.0,20,1.225259
29.0,29,1.239855
10.0,10,1.244783
21.0,21,1.25525
8.0,8,1.259139
38.0,38,1.27853
24.0,24,1.290778
25.0,25,1.474298
28.0,28,1.486629
18.0,18,1.494293
31.0,31,1.506495
16.0,16,1.512921
22.0,22,1.52145
31.0,31,1.534132
18.0,18,1.541332
18.0,18,1.548527
20.0,20,1.556473
19.0,19,1.564027
10.0,10,1.568034
12.0,12,1.572829
26.0,26,1.583143
85.0,85,1.616717
70.0,70,1.649008
14.0,14,1.656412
28.0,28,1.667957
11.0,11,1.672256
35.0,35,1.685631
14.0,14,1.690859
30.0,30,1.70193
45.0,45,1.719071
17.0,17,1.725678
19.0,19,1.732748
43.0,43,1.748805
27.0,27,1.758856
17.0,17,1.765344
11.0,11,1.769612
20.0,20,1.77694
21.0,21,1.784476
12.0,12,1.789649
12.0,12,1.794548
28.0,28,1.806057
59.0,59,1.829327
56.0,56,1.850544
10.0,10,1.854304
46.0,46,1.871099
44.0,44,1.98164
79.0,79,2.020911
29.0,29,2.035353
16.0,16,2.043565
68.0,68,2.078036
25.0,25,2.090718
114.0,114,2.147879
71.0,71,2.183281
21.0,21,2.193977
21.0,21,2.204453
16.0,16,2.212472
10.0,10,2.217459
64.0,64,2.246905
59.0,59,2.274211
16.0,16,2.281801
13.0,13,2.287891
24.0,24,2.29904
14.0,14,2.304436
24.0,24,2.313921
31.0,31,2.326538
26.0,26,2.337107
12.0,12,2.342186
25.0,25,2.351759
52.0,52,2.371329
46.0,46,2.388711
17.0,17,2.395525
46.0,46,2.413754
23.0,23,2.422492
18.0,18,2.429315
17.0,17,2.516568
61.0,61,2.542014
16.0,16,2.548606
29.0,29,2.559755
19.0,19,2.567131
40.0,40,2.582262
84.0,84,2.613838
27.0,27,2.623994
14.0,14,2.629311
21.0,21,2.637159
25.0,25,2.646635
23.0,23,2.655261
36.0,36,2.66856
13.0,13,2.673486
40.0,40,2.688959
13.0,13,2.693948
26.0,26,2.704084
13.0,13,2.709185
26.0,26,2.719086
46.0,46,2.736229
13.0,13,2.74169
40.0,40,2.760918
12.0,12,2.767015
43.0,43,2.789453
25.0,25,2.803049
15.0,15,2.810666
18.0,18,2.819776
19.0,19,2.827862
48.0,48,2.848611
92.0,92,2.89029
18.0,18,2.899384
27.0,27,2.912935
12.0,12,2.918563
31.0,31,2.931589
14.0,14,2.937662
14.0,14,2.944
46.0,46,3.062318
19.0,19,3.071796
24.0,24,3.083914
25.0,25,3.094254
52.0,52,3.114002
38.0,38,3.128808
27.0,27,3.139535
90.0,90,3.174568
17.0,17,3.181269
18.0,18,3.188041
66.0,66,3.212723
36.0,36,3.226485
14.0,14,3.232056
19.0,19,3.240108
15.0,15,3.247024
14.0,14,3.253309
37.0,37,3.269676
27.0,27,3.280763
23.0,23,3.289868
20.0,20,3.297511
65.0,65,3.321694
28.0,28,3.332549
19.0,19,3.340276
57.0,57,3.363151
39.0,39,3.378596
17.0,17,3.385656
22.0,22,3.394166
14.0,14,3.399588
35.0,35,3.413589
20.0,20,3.421478
40.0,40,3.437688
42.0,42,3.454038
