# {"t_start": 1539261170.4138892, "env_id": "CartPole-v0"} 
r,l,t
13.0,13,0.886357
30.0,30,0.898875
39.0,39,0.914406
15.0,15,0.920456
24.0,24,0.93
16.0,16,0.937141
10.0,10,0.941494
54.0,54,0.962819
16.0,16,0.969865
24.0,24,0.980302
11.0,11,0.985056
11.0,11,0.989953
30.0,30,1.00311
38.0,38,1.020211
17.0,17,1.027485
18.0,18,1.035138
13.0,13,1.04073
16.0,16,1.047849
15.0,15,1.0548
9.0,9,1.058776
24.0,24,1.069126
20.0,20,1.077556
14.0,14,1.083926
35.0,35,1.097822
18.0,18,1.104621
24.0,24,1.11647
26.0,26,1.129929
19.0,19,1.139651
12.0,12,1.145813
19.0,19,1.155701
11.0,11,1.161318
9.0,9,1.165915
29.0,29,1.180628
14.0,14,1.187731
19.0,19,1.197343
17.0,17,1.205285
11.0,11,1.210092
12.0,12,1.215208
10.0,10,1.21962
15.0,15,1.226121
20.0,20,1.235256
11.0,11,1.240301
49.0,49,1.264108
22.0,22,1.274981
16.0,16,1.282833
27.0,27,1.296565
23.0,23,1.307976
21.0,21,1.318711
21.0,21,1.329418
20.0,20,1.339297
30.0,30,1.554329
12.0,12,1.559175
19.0,19,1.567749
18.0,18,1.576791
25.0,25,1.58993
19.0,19,1.599495
29.0,29,1.61347
24.0,24,1.62375
10.0,10,1.628066
16.0,16,1.634814
31.0,31,1.647816
11.0,11,1.652255
29.0,29,1.663715
18.0,18,1.671391
17.0,17,1.678619
20.0,20,1.687199
21.0,21,1.696579
19.0,19,1.707409
17.0,17,1.713954
17.0,17,1.720481
21.0,21,1.729283
18.0,18,1.736383
11.0,11,1.740838
10.0,10,1.745079
18.0,18,1.752284
11.0,11,1.75662
21.0,21,1.765374
12.0,12,1.770492
16.0,16,1.77723
26.0,26,1.787664
15.0,15,1.793832
12.0,12,1.798756
12.0,12,1.803349
13.0,13,1.808293
18.0,18,1.81528
13.0,13,1.82099
9.0,9,1.824828
12.0,12,1.829855
12.0,12,1.834858
12.0,12,1.839867
11.0,11,1.844492
10.0,10,1.848668
45.0,45,1.866987
14.0,14,1.872696
15.0,15,1.878919
26.0,26,1.889796
11.0,11,1.894463
37.0,37,1.909829
27.0,27,1.920689
15.0,15,1.926698
11.0,11,1.931132
39.0,39,1.946661
15.0,15,1.952662
13.0,13,1.957891
25.0,25,1.967859
86.0,86,2.081966
19.0,19,2.089598
22.0,22,2.098408
32.0,32,2.111172
17.0,17,2.117967
17.0,17,2.124753
17.0,17,2.131569
31.0,31,2.143908
17.0,17,2.150723
21.0,21,2.159121
14.0,14,2.164742
19.0,19,2.172359
17.0,17,2.179177
30.0,30,2.191147
26.0,26,2.201549
19.0,19,2.209161
47.0,47,2.227824
58.0,58,2.250851
49.0,49,2.270358
43.0,43,2.287446
16.0,16,2.293844
14.0,14,2.299484
20.0,20,2.307489
31.0,31,2.319832
26.0,26,2.330243
34.0,34,2.34376
11.0,11,2.348193
13.0,13,2.353419
61.0,61,2.377614
