# {"t_start": 1539259186.9305246, "env_id": "CartPole-v0"} 
r,l,t
28.0,28,0.873174
13.0,13,0.878404
20.0,20,0.886519
12.0,12,0.891316
10.0,10,0.895193
31.0,31,0.907057
16.0,16,0.913109
14.0,14,0.918438
17.0,17,0.925117
29.0,29,0.936804
30.0,30,0.94869
16.0,16,0.955295
48.0,48,0.974229
10.0,10,0.978391
27.0,27,0.988831
24.0,24,0.998837
11.0,11,1.003202
50.0,50,1.02261
34.0,34,1.035585
64.0,64,1.061201
39.0,39,1.076897
20.0,20,1.085101
11.0,11,1.089913
10.0,10,1.094335
15.0,15,1.100734
10.0,10,1.105096
17.0,17,1.112256
9.0,9,1.116186
17.0,17,1.123649
21.0,21,1.132785
14.0,14,1.13861
22.0,22,1.147492
15.0,15,1.153571
17.0,17,1.160428
18.0,18,1.167711
37.0,37,1.182564
29.0,29,1.194205
41.0,41,1.210662
25.0,25,1.220709
15.0,15,1.226785
10.0,10,1.230859
24.0,24,1.240491
27.0,27,1.251364
17.0,17,1.258228
17.0,17,1.265077
17.0,17,1.271937
9.0,9,1.446439
42.0,42,1.46668
16.0,16,1.475255
23.0,23,1.486659
34.0,34,1.503952
26.0,26,1.51687
25.0,25,1.528939
17.0,17,1.53676
24.0,24,1.546718
12.0,12,1.551816
21.0,21,1.560392
18.0,18,1.567697
12.0,12,1.572493
22.0,22,1.580851
26.0,26,1.591789
14.0,14,1.599606
15.0,15,1.60786
27.0,27,1.622675
42.0,42,1.645285
32.0,32,1.658137
28.0,28,1.670378
56.0,56,1.693367
40.0,40,1.708963
23.0,23,1.718282
14.0,14,1.724395
13.0,13,1.72971
62.0,62,1.754493
31.0,31,1.766741
25.0,25,1.776366
38.0,38,1.790794
17.0,17,1.798455
27.0,27,1.811016
16.0,16,1.817832
24.0,24,1.827604
61.0,61,1.852112
18.0,18,1.859367
23.0,23,1.868758
10.0,10,1.872808
24.0,24,1.882393
21.0,21,1.890859
19.0,19,1.995578
51.0,51,2.016591
50.0,50,2.036551
17.0,17,2.044793
19.0,19,2.052991
17.0,17,2.060402
16.0,16,2.067921
16.0,16,2.075418
27.0,27,2.088386
28.0,28,2.099724
16.0,16,2.106179
11.0,11,2.11062
22.0,22,2.119492
47.0,47,2.138365
27.0,27,2.149358
20.0,20,2.157394
27.0,27,2.168324
40.0,40,2.186362
12.0,12,2.191506
18.0,18,2.198863
9.0,9,2.202537
11.0,11,2.206967
10.0,10,2.211046
21.0,21,2.219508
16.0,16,2.225961
31.0,31,2.238366
13.0,13,2.243599
24.0,24,2.253253
22.0,22,2.262079
72.0,72,2.29076
14.0,14,2.296445
28.0,28,2.307662
14.0,14,2.313291
24.0,24,2.322929
29.0,29,2.334525
89.0,89,2.370117
39.0,39,2.38593
11.0,11,2.390414
34.0,34,2.404244
60.0,60,2.513922
48.0,48,2.533883
27.0,27,2.544794
16.0,16,2.551717
16.0,16,2.558203
14.0,14,2.564186
36.0,36,2.57863
10.0,10,2.58312
18.0,18,2.590564
58.0,58,2.612802
54.0,54,2.633509
29.0,29,2.644795
10.0,10,2.649006
27.0,27,2.65966
21.0,21,2.66845
22.0,22,2.678635
23.0,23,2.688888
12.0,12,2.694316
43.0,43,2.713099
23.0,23,2.72269
16.0,16,2.729444
22.0,22,2.738399
14.0,14,2.745193
19.0,19,2.754815
15.0,15,2.762256
44.0,44,2.783393
41.0,41,2.803627
13.0,13,2.810728
15.0,15,2.818218
12.0,12,2.824331
19.0,19,2.833938
14.0,14,2.840933
23.0,23,2.851632
73.0,73,2.885087
46.0,46,2.906036
32.0,32,2.920418
12.0,12,2.926049
18.0,18,2.934705
35.0,35,3.042847
28.0,28,3.056346
18.0,18,3.0655
38.0,38,3.084954
9.0,9,3.089371
21.0,21,3.099898
19.0,19,3.108918
17.0,17,3.117634
44.0,44,3.138524
32.0,32,3.15357
16.0,16,3.162724
32.0,32,3.180629
16.0,16,3.187684
40.0,40,3.203513
32.0,32,3.216098
16.0,16,3.222494
25.0,25,3.232377
23.0,23,3.24133
41.0,41,3.257616
56.0,56,3.282362
44.0,44,3.301576
22.0,22,3.310488
46.0,46,3.328978
59.0,59,3.353686
37.0,37,3.368572
27.0,27,3.379453
28.0,28,3.391013
54.0,54,3.412647
44.0,44,3.430346
24.0,24,3.440205
48.0,48,3.460258
21.0,21,3.468992
54.0,54,3.587294
37.0,37,3.60509
50.0,50,3.630795
23.0,23,3.642574
42.0,42,3.664117
21.0,21,3.674573
17.0,17,3.683145
159.0,159,3.764301
43.0,43,3.786201
53.0,53,3.812401
13.0,13,3.819204
30.0,30,3.834444
63.0,63,3.866269
15.0,15,3.873836
51.0,51,3.899935
53.0,53,3.927148
34.0,34,3.944093
26.0,26,3.958847
126.0,126,4.011847
31.0,31,4.024174
32.0,32,4.036895
22.0,22,4.045664
69.0,69,4.161957
13.0,13,4.168574
20.0,20,4.18019
56.0,56,4.205839
31.0,31,4.217967
21.0,21,4.226235
72.0,72,4.253253
35.0,35,4.267494
17.0,17,4.274586
14.0,14,4.280449
