# {"t_start": 1539259302.9899316, "env_id": "CartPole-v0"} 
r,l,t
18.0,18,0.892781
17.0,17,0.900182
14.0,14,0.906394
20.0,20,0.914876
32.0,32,0.928276
26.0,26,0.938957
11.0,11,0.943717
10.0,10,0.94799
44.0,44,0.965425
12.0,12,0.97054
10.0,10,0.974704
44.0,44,0.991529
27.0,27,1.002313
15.0,15,1.008574
14.0,14,1.014231
25.0,25,1.024137
17.0,17,1.030916
21.0,21,1.039206
32.0,32,1.052899
31.0,31,1.065894
10.0,10,1.07052
30.0,30,1.083333
14.0,14,1.089464
27.0,27,1.101115
15.0,15,1.10764
12.0,12,1.112833
13.0,13,1.118325
30.0,30,1.133196
14.0,14,1.140337
18.0,18,1.149527
10.0,10,1.154541
44.0,44,1.176616
23.0,23,1.187016
12.0,12,1.19237
23.0,23,1.203044
26.0,26,1.214203
32.0,32,1.228095
15.0,15,1.235128
26.0,26,1.248503
33.0,33,1.265109
22.0,22,1.275195
26.0,26,1.286455
18.0,18,1.294337
44.0,44,1.313861
13.0,13,1.320032
15.0,15,1.326359
28.0,28,1.53208
18.0,18,1.539987
9.0,9,1.545143
25.0,25,1.559033
32.0,32,1.576113
15.0,15,1.584091
24.0,24,1.59649
15.0,15,1.604077
10.0,10,1.609359
25.0,25,1.619774
29.0,29,1.63162
25.0,25,1.641615
17.0,17,1.648749
32.0,32,1.661017
12.0,12,1.665633
18.0,18,1.672835
19.0,19,1.680573
33.0,33,1.693014
15.0,15,1.698809
33.0,33,1.711039
25.0,25,1.720521
26.0,26,1.730651
26.0,26,1.740594
14.0,14,1.746489
14.0,14,1.75184
26.0,26,1.764298
15.0,15,1.770034
28.0,28,1.781213
10.0,10,1.785421
14.0,14,1.791213
21.0,21,1.799817
15.0,15,1.805833
16.0,16,1.812413
27.0,27,1.823442
12.0,12,1.828255
21.0,21,1.836412
43.0,43,1.854334
37.0,37,1.86992
13.0,13,1.875585
17.0,17,1.882869
19.0,19,1.890714
46.0,46,1.910279
14.0,14,1.916306
12.0,12,1.922444
12.0,12,1.928591
16.0,16,1.93702
17.0,17,1.945869
21.0,21,1.955959
16.0,16,1.963731
17.0,17,2.072761
15.0,15,2.080304
18.0,18,2.088835
24.0,24,2.100709
16.0,16,2.108172
23.0,23,2.119158
27.0,27,2.131224
22.0,22,2.141643
31.0,31,2.156273
25.0,25,2.167748
19.0,19,2.176746
13.0,13,2.183029
13.0,13,2.189289
14.0,14,2.196262
28.0,28,2.210955
21.0,21,2.22165
24.0,24,2.233989
16.0,16,2.242497
15.0,15,2.248942
47.0,47,2.27025
49.0,49,2.292634
53.0,53,2.319026
11.0,11,2.323947
15.0,15,2.330938
12.0,12,2.3365
38.0,38,2.354252
17.0,17,2.362742
36.0,36,2.379376
72.0,72,2.40867
25.0,25,2.419467
16.0,16,2.428418
43.0,43,2.447002
13.0,13,2.452516
42.0,42,2.469429
37.0,37,2.484005
19.0,19,2.491755
38.0,38,2.506549
