# {"env_id": "LunarLander-v2", "t_start": 1541100844.3282754} 
r,l,t
-261.652463,87,1.449346
-91.702578,83,1.518783
-70.419339,77,1.581586
-142.314113,97,1.661304
-79.937121,120,1.761024
-416.320866,89,1.834987
-153.55333,92,1.910817
-145.858331,94,1.988882
-115.303566,69,2.044853
-317.957172,91,2.119147
-180.58115,74,2.179947
-45.331384,74,2.24196
-96.396794,69,2.297798
-159.968946,83,2.366237
-229.205124,80,2.431286
-96.329426,77,2.494775
-190.70456,103,2.581291
-116.815947,108,2.671001
-136.058214,86,2.743589
-151.497758,111,2.836502
-116.795493,135,2.95124
-79.94549,83,3.019979
-160.118772,115,3.116494
-147.309273,111,3.209852
-214.357492,110,3.303348
-151.853946,115,3.399413
-369.321703,74,3.459972
-82.974021,59,3.507707
-217.222995,62,3.557402
-291.207418,84,3.626354
-338.476454,94,3.704252
-138.922693,128,3.813211
-0.17299,123,3.916144
-111.208867,90,3.990768
-123.745672,117,4.090535
-231.112117,131,4.204235
-150.220625,79,4.269443
-203.490049,63,4.321817
-274.948499,98,4.405328
-190.674811,81,4.472722
-245.00401,94,4.551595
-303.388022,125,4.658462
-62.217104,76,4.721305
-59.868072,71,4.780734
-50.656215,64,5.39226
-87.808987,65,5.446031
-96.934075,83,5.513205
-14.656242,105,5.601392
27.680966,123,5.708392
-371.572162,135,5.824004
-441.885196,95,5.902711
-70.911182,61,5.953352
-578.757344,129,6.062709
-140.332726,63,6.113901
-181.004493,108,6.207632
-30.31152,76,6.269689
-296.149593,103,6.35481
-145.579065,69,6.411261
-126.598805,95,6.488964
-252.470989,65,6.54262
-130.657859,113,6.637765
-92.226025,66,6.690798
-169.177132,75,6.752386
-282.151082,112,6.846063
-224.833266,87,6.919222
-193.309474,76,6.983455
-195.147484,100,7.067925
-150.367785,84,7.138296
-133.652145,91,7.214363
-69.157684,61,7.264351
-171.245175,94,7.342009
-84.278734,81,7.408561
-117.176842,83,7.477671
-203.334806,121,7.582304
-157.726067,113,7.680036
-286.683143,119,7.781482
-95.647104,76,7.844144
-232.388802,109,7.933503
-211.983619,85,8.003934
-282.934119,74,8.064681
-284.966771,85,8.136712
-111.804026,75,8.198077
-119.247898,156,8.335525
18.226593,79,8.40023
-111.97972,108,8.490931
27.726771,115,8.58763
-419.324725,88,8.66066
-380.394323,95,8.739623
-235.275567,105,9.251657
7.90968,65,9.30495
-147.617203,69,9.362159
-139.931773,96,9.442659
-193.783221,81,9.507584
-190.904375,106,9.596087
-87.383009,125,9.702167
-131.050355,85,9.772687
