# {"t_start": 1539260812.815518, "env_id": "CartPole-v0"} 
r,l,t
16.0,16,1.021513
36.0,36,1.035559
15.0,15,1.041633
23.0,23,1.050899
15.0,15,1.056957
39.0,39,1.073015
38.0,38,1.089484
13.0,13,1.095313
13.0,13,1.101126
12.0,12,1.106553
25.0,25,1.117416
23.0,23,1.126675
17.0,17,1.133516
9.0,9,1.137169
21.0,21,1.145574
18.0,18,1.152786
13.0,13,1.15801
19.0,19,1.165633
27.0,27,1.176418
12.0,12,1.181296
14.0,14,1.186938
9.0,9,1.190577
19.0,19,1.19817
11.0,11,1.202596
20.0,20,1.210593
11.0,11,1.215015
24.0,24,1.224818
16.0,16,1.231919
20.0,20,1.241615
17.0,17,1.250693
22.0,22,1.261695
11.0,11,1.266903
44.0,44,1.287436
26.0,26,1.299542
29.0,29,1.313135
21.0,21,1.322178
14.0,14,1.328564
25.0,25,1.340143
29.0,29,1.354831
17.0,17,1.363402
17.0,17,1.371713
48.0,48,1.395884
19.0,19,1.405525
13.0,13,1.412136
54.0,54,1.439445
23.0,23,1.45115
20.0,20,1.461486
29.0,29,1.663144
11.0,11,1.668243
17.0,17,1.675558
22.0,22,1.68449
12.0,12,1.690339
17.0,17,1.697434
13.0,13,1.702695
16.0,16,1.709668
14.0,14,1.715915
17.0,17,1.723536
24.0,24,1.73357
12.0,12,1.738322
8.0,8,1.741541
10.0,10,1.745841
15.0,15,1.752288
18.0,18,1.759944
16.0,16,1.767224
23.0,23,1.77773
15.0,15,1.784729
16.0,16,1.791531
24.0,24,1.801239
19.0,19,1.809127
20.0,20,1.817218
60.0,60,1.839589
11.0,11,1.843801
29.0,29,1.854893
14.0,14,1.860338
18.0,18,1.867192
42.0,42,1.883973
37.0,37,1.901224
61.0,61,1.928262
40.0,40,1.943948
24.0,24,1.953572
30.0,30,1.965161
10.0,10,1.969396
14.0,14,1.974997
19.0,19,1.982961
11.0,11,1.987237
27.0,27,1.998019
51.0,51,2.017958
18.0,18,2.024951
15.0,15,2.031098
32.0,32,2.043516
16.0,16,2.04995
18.0,18,2.057186
13.0,13,2.062528
9.0,9,2.066268
18.0,18,2.074616
19.0,19,2.084076
24.0,24,2.190365
33.0,33,2.20686
31.0,31,2.222636
15.0,15,2.230833
37.0,37,2.250293
25.0,25,2.262389
37.0,37,2.279878
13.0,13,2.285527
13.0,13,2.291102
19.0,19,2.299412
89.0,89,2.34149
36.0,36,2.358982
12.0,12,2.365243
15.0,15,2.373017
23.0,23,2.384994
32.0,32,2.400966
21.0,21,2.411341
19.0,19,2.41922
51.0,51,2.439376
27.0,27,2.450065
33.0,33,2.46437
13.0,13,2.470238
10.0,10,2.474831
15.0,15,2.481652
14.0,14,2.488295
16.0,16,2.495207
23.0,23,2.504568
23.0,23,2.515543
35.0,35,2.53506
12.0,12,2.540142
39.0,39,2.555844
15.0,15,2.562008
131.0,131,2.632805
24.0,24,2.643528
12.0,12,2.649264
26.0,26,2.661427
29.0,29,2.757408
18.0,18,2.765773
60.0,60,2.793331
39.0,39,2.810939
26.0,26,2.825734
23.0,23,2.83715
32.0,32,2.851557
19.0,19,2.860006
10.0,10,2.864892
29.0,29,2.877742
11.0,11,2.882563
11.0,11,2.887594
23.0,23,2.900603
73.0,73,2.938021
47.0,47,2.960392
13.0,13,2.966552
61.0,61,2.995131
15.0,15,3.002995
52.0,52,3.03108
28.0,28,3.045431
15.0,15,3.053342
19.0,19,3.063375
20.0,20,3.07357
34.0,34,3.090621
11.0,11,3.096138
15.0,15,3.104259
17.0,17,3.11362
17.0,17,3.124007
10.0,10,3.130629
18.0,18,3.139934
22.0,22,3.150698
12.0,12,3.155618
61.0,61,3.186948
14.0,14,3.194244
35.0,35,3.211781
18.0,18,3.219388
15.0,15,3.225585
16.0,16,3.232212
41.0,41,3.250772
67.0,67,3.365147
19.0,19,3.373413
42.0,42,3.389808
58.0,58,3.412492
17.0,17,3.419384
22.0,22,3.427683
60.0,60,3.451826
22.0,22,3.460503
14.0,14,3.46602
101.0,101,3.506327
13.0,13,3.511272
17.0,17,3.518341
17.0,17,3.526258
36.0,36,3.54204
90.0,90,3.588072
44.0,44,3.609284
16.0,16,3.616044
22.0,22,3.625007
92.0,92,3.661908
38.0,38,3.677784
57.0,57,3.709059
17.0,17,3.720751
43.0,43,3.743083
32.0,32,3.758766
13.0,13,3.76529
20.0,20,3.774818
59.0,59,3.907383
34.0,34,3.924244
50.0,50,3.949407
51.0,51,3.975358
85.0,85,4.018446
30.0,30,4.032615
37.0,37,4.047243
20.0,20,4.055437
21.0,21,4.063829
33.0,33,4.076575
29.0,29,4.088337
20.0,20,4.096146
27.0,27,4.10708
27.0,27,4.117426
35.0,35,4.130939
10.0,10,4.135117
16.0,16,4.142311
21.0,21,4.152884
15.0,15,4.159975
15.0,15,4.165951
31.0,31,4.178777
35.0,35,4.193045
31.0,31,4.205561
26.0,26,4.215963
63.0,63,4.245232
54.0,54,4.27328
43.0,43,4.290487
17.0,17,4.297396
82.0,82,4.332918
11.0,11,4.337569
111.0,111,4.486424
61.0,61,4.511922
49.0,49,4.536413
27.0,27,4.550555
54.0,54,4.578521
19.0,19,4.588004
17.0,17,4.596437
15.0,15,4.604143
56.0,56,4.631568
