# {"t_start": 1539260085.7507684, "env_id": "CartPole-v0"} 
r,l,t
13.0,13,0.891781
24.0,24,0.901612
9.0,9,0.905288
18.0,18,0.912604
39.0,39,0.928349
63.0,63,0.953403
10.0,10,0.957323
20.0,20,0.96538
31.0,31,0.978021
12.0,12,0.982798
33.0,33,0.995997
26.0,26,1.006571
46.0,46,1.025296
12.0,12,1.030349
23.0,23,1.039626
13.0,13,1.044967
27.0,27,1.056012
25.0,25,1.066093
15.0,15,1.072275
27.0,27,1.083526
52.0,52,1.104134
35.0,35,1.117965
10.0,10,1.122169
28.0,28,1.133912
24.0,24,1.143861
17.0,17,1.151121
32.0,32,1.164004
14.0,14,1.169697
20.0,20,1.1778
14.0,14,1.183475
38.0,38,1.198725
30.0,30,1.210783
11.0,11,1.215281
16.0,16,1.221771
20.0,20,1.229871
15.0,15,1.235955
17.0,17,1.242837
29.0,29,1.254537
45.0,45,1.27257
17.0,17,1.279459
12.0,12,1.284331
23.0,23,1.293577
36.0,36,1.48246
10.0,10,1.486598
25.0,25,1.497325
28.0,28,1.511023
27.0,27,1.523489
31.0,31,1.535966
18.0,18,1.543404
12.0,12,1.548216
17.0,17,1.554814
10.0,10,1.558625
41.0,41,1.574021
21.0,21,1.581888
59.0,59,1.603693
35.0,35,1.616804
12.0,12,1.621354
24.0,24,1.630339
14.0,14,1.635636
47.0,47,1.653212
14.0,14,1.658626
26.0,26,1.66901
17.0,17,1.676605
75.0,75,1.706036
37.0,37,1.719924
10.0,10,1.723714
67.0,67,1.748346
14.0,14,1.753553
19.0,19,1.76093
44.0,44,1.777263
21.0,21,1.785985
61.0,61,1.809243
9.0,9,1.812999
28.0,28,1.825139
43.0,43,1.843578
37.0,37,1.859445
25.0,25,1.870107
45.0,45,1.980909
23.0,23,1.993364
17.0,17,2.003157
11.0,11,2.008565
15.0,15,2.016457
38.0,38,2.034464
14.0,14,2.041174
13.0,13,2.046962
26.0,26,2.058813
18.0,18,2.067314
18.0,18,2.075383
12.0,12,2.080364
18.0,18,2.088374
22.0,22,2.098525
13.0,13,2.104532
25.0,25,2.116158
23.0,23,2.126808
27.0,27,2.139083
37.0,37,2.156241
24.0,24,2.167317
10.0,10,2.172133
21.0,21,2.182206
26.0,26,2.19532
30.0,30,2.210425
10.0,10,2.215432
100.0,100,2.266234
27.0,27,2.280152
26.0,26,2.293481
17.0,17,2.302734
17.0,17,2.311211
34.0,34,2.327513
15.0,15,2.333478
24.0,24,2.342899
18.0,18,2.350249
19.0,19,2.357965
18.0,18,2.365456
29.0,29,2.376724
40.0,40,2.392978
28.0,28,2.403753
26.0,26,2.41371
14.0,14,2.419176
23.0,23,2.428054
33.0,33,2.440602
29.0,29,2.539409
10.0,10,2.543282
53.0,53,2.565629
20.0,20,2.573806
50.0,50,2.593718
54.0,54,2.614725
23.0,23,2.623645
15.0,15,2.62947
13.0,13,2.634665
18.0,18,2.641828
15.0,15,2.648145
18.0,18,2.655556
22.0,22,2.664459
24.0,24,2.673972
13.0,13,2.67947
14.0,14,2.685333
23.0,23,2.694512
14.0,14,2.70026
22.0,22,2.709135
22.0,22,2.718037
21.0,21,2.726545
92.0,92,2.763557
60.0,60,2.787617
11.0,11,2.792084
36.0,36,2.806538
25.0,25,2.816614
53.0,53,2.83784
17.0,17,2.844729
24.0,24,2.854378
12.0,12,2.859251
19.0,19,2.866976
15.0,15,2.873136
12.0,12,2.878048
66.0,66,2.907273
23.0,23,2.916893
39.0,39,2.936245
21.0,21,2.947277
27.0,27,3.05047
14.0,14,3.056671
13.0,13,3.063497
18.0,18,3.073376
48.0,48,3.09814
22.0,22,3.109297
11.0,11,3.114978
23.0,23,3.125457
35.0,35,3.139236
18.0,18,3.146521
11.0,11,3.150773
21.0,21,3.158997
33.0,33,3.172268
35.0,35,3.185362
16.0,16,3.191396
27.0,27,3.201503
19.0,19,3.208684
32.0,32,3.220776
14.0,14,3.226485
27.0,27,3.236646
24.0,24,3.245716
47.0,47,3.263602
15.0,15,3.270295
15.0,15,3.276692
15.0,15,3.283237
42.0,42,3.300144
11.0,11,3.304648
30.0,30,3.316676
76.0,76,3.347089
15.0,15,3.353154
71.0,71,3.381362
66.0,66,3.408118
13.0,13,3.413412
12.0,12,3.418257
21.0,21,3.42667
16.0,16,3.433217
37.0,37,3.448091
42.0,42,3.465492
63.0,63,3.602288
55.0,55,3.630555
12.0,12,3.636639
10.0,10,3.641161
38.0,38,3.660125
97.0,97,3.709316
52.0,52,3.736197
32.0,32,3.752547
22.0,22,3.763673
51.0,51,3.790559
30.0,30,3.805783
17.0,17,3.814113
29.0,29,3.828777
10.0,10,3.833868
26.0,26,3.84685
32.0,32,3.86381
23.0,23,3.875894
55.0,55,3.904726
35.0,35,3.922805
37.0,37,3.938406
43.0,43,3.956139
17.0,17,3.963341
32.0,32,3.975834
26.0,26,3.985979
21.0,21,3.994534
87.0,87,4.027487
46.0,46,4.045593
