ev_tdlam_before,EpThisIter,TimestepsSoFar,EpisodesSoFar,surrgain,meankl,entloss,TimeElapsed,EpLenMean,EpRewMean,optimgain,entropy
-0.0014736652374267578,6,60356,618,0.006080227,0.00071870256,0.0,32.133344888687134,191.8,191.8,0.006080227,0.5776706
0.7275410294532776,5,61281,623,0.008761901,0.00054712046,0.0,32.66917705535889,190.325,190.325,0.008761901,0.56549644
0.773571640253067,6,62450,629,0.0037415018,0.00077421183,0.0,33.23143148422241,189.775,189.775,0.0037415018,0.57623863
0.01847541332244873,5,63407,634,0.0071477485,0.0007661646,0.0,33.837477684020996,188.7,188.7,0.0071477485,0.5639924
0.00026410818099975586,5,64386,639,0.0035103485,0.000620485,0.0,34.38121724128723,189.05,189.05,0.0035103485,0.5828016
-0.0020753145217895508,5,65368,644,0.004186426,0.0010811276,0.0,34.903555393218994,190.4,190.4,0.004186426,0.5788133
-0.004897475242614746,6,66553,650,0.0061578904,0.00084554835,0.0,35.44471859931946,191.05,191.05,0.0061578904,0.5736082
-0.0010516643524169922,5,67553,655,0.0025947457,0.00076166075,0.0,35.97641468048096,192.525,192.525,0.0025947457,0.58107346
-0.0025136470794677734,5,68512,660,0.0073746135,0.0010012869,0.0,36.52611422538757,193.975,193.975,0.0073746135,0.584725
0.20018231868743896,5,69491,665,0.0066863243,0.0006794954,0.0,37.10381722450256,196.025,196.025,0.0066863243,0.5663564
0.14130139350891113,6,70622,671,0.004983343,0.0005087984,0.0,37.652334213256836,195.0,195.0,0.004983343,0.5895478
0.6002969741821289,5,71612,676,0.0054770038,0.00060293614,0.0,38.16686201095581,195.65,195.65,0.0054770038,0.5796307
-0.00400233268737793,5,72568,681,0.0049131503,0.00065777614,0.0,38.7535605430603,194.55,194.55,0.0049131503,0.5857638
-0.0022543668746948242,5,73561,686,0.005109681,0.00032655735,0.0,39.320844650268555,194.825,194.825,0.005109681,0.5792955
0.0007461309432983398,6,74689,692,0.0064505707,0.0005459599,0.0,39.847448110580444,193.4,193.4,0.0064505707,0.5801337
0.14602845907211304,5,75609,697,0.018468691,0.0005642405,0.0,40.4232497215271,191.4,191.4,0.018468691,0.57898307
0.8514453172683716,6,76736,703,0.0039692014,0.00076730025,0.0,40.99163603782654,190.975,190.975,0.0039692014,0.5747662
0.7594663202762604,5,77736,708,0.005800777,0.0007675307,0.0,41.50890231132507,191.45,191.45,0.005800777,0.5706533
0.7374856173992157,5,78701,713,0.0034056054,0.000683231,0.0,42.038979053497314,191.975,191.975,0.0034056054,0.5835311
0.7473074793815613,6,79836,719,0.005167052,0.00078451715,0.0,42.63989210128784,190.6,190.6,0.005167052,0.5817589
-0.004496216773986816,5,80816,724,0.004947546,0.0010405981,0.0,43.200164794921875,191.375,191.375,0.004947546,0.57247365
0.006844639778137207,5,81816,729,0.008777335,0.0007040838,0.0,43.769444704055786,192.0,192.0,0.008777335,0.5499467
0.8577946573495865,5,82776,734,0.0077287024,0.0005958099,0.0,44.36340928077698,193.05,193.05,0.0077287024,0.5716442
-0.004999279975891113,5,83772,739,0.0064019794,0.00049460214,0.0,44.9545361995697,194.525,194.525,0.0064019794,0.56282794
0.7522606998682022,6,84948,745,0.0076377327,0.0006521024,0.0,45.47676873207092,195.3,195.3,0.0076377327,0.56265867
0.026590704917907715,5,85899,750,0.011836251,0.00091727905,0.0,46.01274013519287,194.3,194.3,0.011836251,0.5687797
0.22507131099700928,6,86985,756,0.008193769,0.00037217568,0.0,46.573986768722534,192.925,192.925,0.008193769,0.5620688
0.8582652360200882,5,87931,761,0.010779184,0.0010499221,0.0,47.06056880950928,192.375,192.375,0.010779184,0.563535
0.7837738394737244,6,89077,767,0.013117471,0.00078563445,0.0,47.55539870262146,191.525,191.525,0.013117471,0.55626047
0.8731620013713837,5,90037,772,0.0093792835,0.00092399336,0.0,48.13831686973572,191.3,191.3,0.0093792835,0.57300913
0.39072883129119873,5,91037,777,0.0028658463,0.000681266,0.0,48.66500234603882,191.625,191.625,0.0028658463,0.56537247
0.7361733019351959,6,92153,783,0.012427664,0.00087438186,0.0,49.21147274971008,190.125,190.125,0.012427664,0.55673516
0.9467240311205387,5,93001,788,0.018073551,0.00095491076,0.0,49.79892301559448,187.55,187.55,0.018073551,0.5711224
0.8741686195135117,6,94122,794,0.008287111,0.00097614934,0.0,50.35423254966736,186.9,186.9,0.008287111,0.57867724
0.8400572687387466,6,95183,800,0.006212428,0.0008415537,0.0,50.89191174507141,186.3,186.3,0.006212428,0.568185
0.93121088296175,6,96218,806,0.009824102,0.001036872,0.0,51.49963855743408,183.0,183.0,0.009824102,0.54858565
0.9523444026708603,5,97165,811,0.0052265506,0.00078776747,0.0,52.00312280654907,183.2,183.2,0.0052265506,0.57033473
0.9760889764875174,6,98267,817,0.0049266405,0.0008593262,0.0,52.51947474479675,180.75,180.75,0.0049266405,0.5775722
0.9704790599644184,5,99181,822,0.003173246,0.0007615196,0.0,53.046449184417725,179.55,179.55,0.003173246,0.5755055
0.9745530337095261,6,100325,828,0.004057317,0.0006622415,0.0,53.59181046485901,183.1,183.1,0.004057317,0.5732157
