# {"t_start": 1539260872.485917, "env_id": "CartPole-v0"} 
r,l,t
13.0,13,0.915208
25.0,25,0.925061
23.0,23,0.934263
25.0,25,0.944302
21.0,21,0.952718
35.0,35,0.967
13.0,13,0.972612
14.0,14,0.978396
12.0,12,0.983488
22.0,22,0.992671
16.0,16,0.999478
24.0,24,1.009388
15.0,15,1.01558
18.0,18,1.023588
30.0,30,1.035707
20.0,20,1.043599
31.0,31,1.056682
29.0,29,1.069015
30.0,30,1.081943
52.0,52,1.10475
33.0,33,1.119967
11.0,11,1.12516
14.0,14,1.131671
12.0,12,1.137037
13.0,13,1.143051
21.0,21,1.152771
53.0,53,1.174027
17.0,17,1.18138
10.0,10,1.185762
21.0,21,1.195483
16.0,16,1.203751
49.0,49,1.227965
15.0,15,1.234971
38.0,38,1.253875
18.0,18,1.26278
12.0,12,1.268758
21.0,21,1.278809
38.0,38,1.297693
19.0,19,1.307567
30.0,30,1.32149
10.0,10,1.326273
12.0,12,1.33245
27.0,27,1.346371
24.0,24,1.358564
65.0,65,1.593381
10.0,10,1.597472
28.0,28,1.60879
10.0,10,1.613126
17.0,17,1.621554
19.0,19,1.62909
19.0,19,1.636589
11.0,11,1.640992
21.0,21,1.649658
10.0,10,1.653994
15.0,15,1.65983
24.0,24,1.66959
19.0,19,1.67735
12.0,12,1.682955
41.0,41,1.699099
8.0,8,1.702853
14.0,14,1.708877
20.0,20,1.717322
11.0,11,1.722121
15.0,15,1.728
15.0,15,1.733833
29.0,29,1.745381
18.0,18,1.752924
13.0,13,1.758492
78.0,78,1.791098
39.0,39,1.808379
11.0,11,1.813557
32.0,32,1.828124
12.0,12,1.833544
33.0,33,1.847307
40.0,40,1.864493
42.0,42,1.882432
41.0,41,1.90015
18.0,18,1.907776
16.0,16,1.91508
18.0,18,1.923609
35.0,35,1.939751
21.0,21,1.949367
13.0,13,1.955459
11.0,11,1.960597
66.0,66,1.990976
37.0,37,2.008127
78.0,78,2.139065
34.0,34,2.155922
23.0,23,2.167385
8.0,8,2.171323
34.0,34,2.188312
42.0,42,2.209623
14.0,14,2.216909
19.0,19,2.225547
11.0,11,2.230631
24.0,24,2.241304
17.0,17,2.249942
43.0,43,2.271105
11.0,11,2.276824
47.0,47,2.298505
51.0,51,2.322141
11.0,11,2.327058
28.0,28,2.33984
16.0,16,2.347431
17.0,17,2.355515
11.0,11,2.360675
29.0,29,2.374044
29.0,29,2.387503
12.0,12,2.392692
30.0,30,2.40635
15.0,15,2.413197
23.0,23,2.422455
17.0,17,2.429261
22.0,22,2.437986
9.0,9,2.441592
28.0,28,2.452655
23.0,23,2.46175
11.0,11,2.466166
24.0,24,2.475704
20.0,20,2.48381
12.0,12,2.488534
16.0,16,2.494672
16.0,16,2.500849
23.0,23,2.509513
