# {"t_start": 1539261227.5012116, "env_id": "CartPole-v0"} 
r,l,t
13.0,13,0.947492
19.0,19,0.956034
27.0,27,0.967367
51.0,51,0.988639
20.0,20,0.99781
13.0,13,1.003515
20.0,20,1.012596
22.0,22,1.022369
26.0,26,1.033796
86.0,86,1.070878
34.0,34,1.085011
11.0,11,1.089736
15.0,15,1.096038
32.0,32,1.110287
16.0,16,1.118013
23.0,23,1.129643
23.0,23,1.141249
37.0,37,1.159809
16.0,16,1.167712
38.0,38,1.186059
17.0,17,1.194424
24.0,24,1.206556
17.0,17,1.214952
12.0,12,1.22121
16.0,16,1.228639
12.0,12,1.234165
17.0,17,1.242205
24.0,24,1.253176
15.0,15,1.25948
20.0,20,1.2676
13.0,13,1.272857
21.0,21,1.281224
34.0,34,1.295017
22.0,22,1.305808
35.0,35,1.322038
22.0,22,1.332118
15.0,15,1.3391
22.0,22,1.349857
16.0,16,1.357512
21.0,21,1.36769
17.0,17,1.376222
21.0,21,1.387212
18.0,18,1.396423
14.0,14,1.403519
54.0,54,1.667038
34.0,34,1.680595
14.0,14,1.68619
20.0,20,1.693766
11.0,11,1.697969
18.0,18,1.705147
16.0,16,1.711476
20.0,20,1.719335
24.0,24,1.728943
17.0,17,1.735984
16.0,16,1.742171
15.0,15,1.748051
20.0,20,1.75626
14.0,14,1.762855
27.0,27,1.774706
11.0,11,1.778964
20.0,20,1.786566
31.0,31,1.799935
26.0,26,1.812417
29.0,29,1.825713
19.0,19,1.834055
33.0,33,1.84727
13.0,13,1.852289
21.0,21,1.860742
101.0,101,1.900114
11.0,11,1.904521
22.0,22,1.914466
28.0,28,1.928529
15.0,15,1.936135
37.0,37,1.95519
39.0,39,1.974194
12.0,12,1.979951
15.0,15,1.987654
30.0,30,2.002618
12.0,12,2.008346
26.0,26,2.021657
30.0,30,2.036627
41.0,41,2.057085
27.0,27,2.070138
18.0,18,2.079147
21.0,21,2.089568
43.0,43,2.243793
14.0,14,2.250844
42.0,42,2.272184
20.0,20,2.282175
15.0,15,2.289634
28.0,28,2.304014
42.0,42,2.324902
14.0,14,2.33159
11.0,11,2.337077
16.0,16,2.344476
36.0,36,2.361045
14.0,14,2.367807
54.0,54,2.392388
32.0,32,2.406949
13.0,13,2.413049
71.0,71,2.442025
9.0,9,2.445838
13.0,13,2.451225
18.0,18,2.458883
23.0,23,2.468942
12.0,12,2.474476
12.0,12,2.479684
21.0,21,2.488551
52.0,52,2.512118
25.0,25,2.523494
20.0,20,2.532665
58.0,58,2.558193
17.0,17,2.564646
17.0,17,2.571331
13.0,13,2.576376
21.0,21,2.584596
20.0,20,2.592185
13.0,13,2.597241
16.0,16,2.603466
22.0,22,2.612071
29.0,29,2.623472
35.0,35,2.637312
30.0,30,2.649171
11.0,11,2.653568
13.0,13,2.658865
26.0,26,2.669281
16.0,16,2.675692
20.0,20,2.683893
45.0,45,2.836399
14.0,14,2.842637
26.0,26,2.853493
15.0,15,2.859963
58.0,58,2.884675
56.0,56,2.908228
24.0,24,2.917983
14.0,14,2.924208
37.0,37,2.943138
24.0,24,2.955848
19.0,19,2.966448
16.0,16,2.975695
42.0,42,2.999945
10.0,10,3.004813
13.0,13,3.0104
17.0,17,3.017702
15.0,15,3.023882
19.0,19,3.031686
23.0,23,3.040772
28.0,28,3.051838
10.0,10,3.055668
31.0,31,3.070589
13.0,13,3.076259
19.0,19,3.085273
14.0,14,3.092149
12.0,12,3.098225
20.0,20,3.108531
16.0,16,3.116455
25.0,25,3.128648
15.0,15,3.136482
23.0,23,3.148072
40.0,40,3.168815
26.0,26,3.182531
22.0,22,3.193797
18.0,18,3.202755
34.0,34,3.219089
29.0,29,3.23121
24.0,24,3.241362
39.0,39,3.257673
