fps,policy_entropy,nupdates,total_timesteps,value_loss,explained_variance
85,0.6931471824645996,1,5,10.56718921661377,0.054147541522979736
961,0.6931470632553101,100,500,10.460721015930176,0.002267897129058838
990,0.6931452751159668,200,1000,10.350165367126465,0.0486375093460083
1024,0.6931344270706177,300,1500,10.521127700805664,-0.015500187873840332
1031,0.6931270956993103,400,2000,10.671903610229492,-0.08623254299163818
1032,0.6931165456771851,500,2500,9.390748977661133,0.12925481796264648
1039,0.6930878758430481,600,3000,9.295291900634766,0.2340351939201355
1046,0.6930959224700928,700,3500,1.3784184455871582,-0.22831737995147705
1049,0.6927134394645691,800,4000,9.979753494262695,0.08292895555496216
1055,0.6924408078193665,900,4500,7.888197898864746,0.1516016721725464
1056,0.6926253437995911,1000,5000,9.706856727600098,0.1435144543647766
1059,0.6813417673110962,1100,5500,23.46053695678711,0.11802780628204346
1060,0.6903011798858643,1200,6000,4.71730375289917,0.19579952955245972
1062,0.6790350079536438,1300,6500,3.6833300590515137,0.3032936453819275
1063,0.6793486475944519,1400,7000,3.373607635498047,0.30576521158218384
1064,0.6787608861923218,1500,7500,5.898332595825195,0.0039003491401672363
1066,0.6706281900405884,1600,8000,3.907602310180664,0.12388664484024048
1064,0.6700035333633423,1700,8500,178.69070434570312,0.08217835426330566
1065,0.6779648065567017,1800,9000,4.471490383148193,0.007256269454956055
1064,0.6782474517822266,1900,9500,3.2300865650177,0.12195253372192383
1065,0.6919006109237671,2000,10000,3.8819503784179688,0.04747188091278076
1065,0.6875200867652893,2100,10500,3.5504393577575684,0.01612621545791626
1065,0.6714953184127808,2200,11000,3.2903733253479004,-0.11205220222473145
1066,0.6790109872817993,2300,11500,2.3564937114715576,0.10679101943969727
1066,0.6722332835197449,2400,12000,2.86247181892395,0.01930391788482666
1067,0.6879245042800903,2500,12500,2.8154821395874023,0.4758261442184448
1067,0.6892136335372925,2600,13000,2.1378986835479736,0.011706173419952393
1069,0.6905208826065063,2700,13500,1162.2850341796875,0.008206665515899658
1068,0.6929696798324585,2800,14000,1.8785486221313477,-0.01920318603515625
1069,0.6847866177558899,2900,14500,1166.688720703125,0.1376824975013733
1069,0.6915882229804993,3000,15000,1.7219749689102173,-0.1589055061340332
1069,0.6931121945381165,3100,15500,1565.15771484375,0.00351870059967041
1069,0.6927695274353027,3200,16000,0.2411622554063797,0.7328273057937622
1069,0.6904191970825195,3300,16500,1.1630842685699463,0.16298139095306396
1070,0.6926018595695496,3400,17000,2.008908271789551,-1.4863412380218506
1071,0.6921794414520264,3500,17500,0.9701528549194336,0.33317679166793823
1071,0.6927318572998047,3600,18000,0.656261146068573,0.577884316444397
1071,0.6905703544616699,3700,18500,0.731773853302002,0.026537299156188965
1071,0.6768573522567749,3800,19000,4091.28076171875,0.03612333536148071
1071,0.6862009763717651,3900,19500,0.6023975610733032,0.0904344916343689
1071,0.669567346572876,4000,20000,5387.7861328125,0.7116261124610901
1072,0.6829447150230408,4100,20500,0.41673022508621216,-0.22176599502563477
1072,0.6890864372253418,4200,21000,0.467430055141449,-0.018829345703125
1072,0.6931014060974121,4300,21500,0.29989609122276306,-0.09171199798583984
1072,0.6626394391059875,4400,22000,2.962296485900879,-14.599522590637207
1072,0.6834638714790344,4500,22500,0.05796702951192856,0.015240371227264404
1074,0.6841665506362915,4600,23000,3.7998318672180176,-9.949106216430664
1075,0.6594343185424805,4700,23500,1073.273681640625,0.2481675148010254
1075,0.6923293471336365,4800,24000,1.3464953899383545,-8.534392356872559
1075,0.6927005052566528,4900,24500,0.3419955372810364,-0.14542913436889648
1075,0.690186619758606,5000,25000,0.22436237335205078,-4.388885974884033
1075,0.692700207233429,5100,25500,0.05505175516009331,-0.02965724468231201
1075,0.6905717849731445,5200,26000,4.43469762802124,-22.085155487060547
1075,0.6846076846122742,5300,26500,6144.8857421875,0.0029051899909973145
1075,0.6903315782546997,5400,27000,0.18066047132015228,-0.6007119417190552
1075,0.6814708709716797,5500,27500,0.3719768524169922,-17.42742347717285
1075,0.6929502487182617,5600,28000,0.1328851878643036,-8.992408752441406
1076,0.6850820779800415,5700,28500,0.16331982612609863,-2.8331336975097656
1076,0.6916131973266602,5800,29000,0.027543405070900917,-0.882768988609314
1076,0.6904200315475464,5900,29500,0.09729186445474625,-1.8603858947753906
1076,0.6875799894332886,6000,30000,0.3053915798664093,-16.394298553466797
1076,0.6829813122749329,6100,30500,4846.9228515625,0.05348920822143555
1076,0.6610361337661743,6200,31000,6141.8173828125,0.09250086545944214
1076,0.6670363545417786,6300,31500,8.478216171264648,-353.0879821777344
1077,0.692775547504425,6400,32000,0.03978995233774185,-0.48856258392333984
1077,0.6787495613098145,6500,32500,1699.0836181640625,0.05119961500167847
1077,0.6886996030807495,6600,33000,3.957828998565674,-80.7666015625
1077,0.6899521946907043,6700,33500,0.10609586536884308,-30.986492156982422
1078,0.6928860545158386,6800,34000,0.24446599185466766,0.07281464338302612
1078,0.675646960735321,6900,34500,8239.076171875,-0.11634159088134766
1078,0.6776807904243469,7000,35000,0.021722910925745964,0.28059953451156616
1079,0.6711637377738953,7100,35500,1739.619384765625,0.035852909088134766
1079,0.6605082750320435,7200,36000,3.10933780670166,-452.3350524902344
1079,0.4715208113193512,7300,36500,7326.09912109375,-6.6177778244018555
1079,0.677521824836731,7400,37000,0.07701743394136429,-8.780428886413574
1079,0.6918514370918274,7500,37500,0.25857365131378174,-51.02985382080078
1079,0.6061140298843384,7600,38000,3166.043701171875,0.1294931173324585
1079,0.692023754119873,7700,38500,0.09970694035291672,-3.677009105682373
1079,0.692625880241394,7800,39000,0.0074236588552594185,-0.07212591171264648
1080,0.6901921033859253,7900,39500,0.04369311407208443,-20.854511260986328
1080,0.6874159574508667,8000,40000,0.06720920652151108,-42.78042221069336
1080,0.6903516054153442,8100,40500,0.1919548362493515,-1.1400432586669922
1080,0.6910685896873474,8200,41000,0.007528387941420078,-0.4463421106338501
1080,0.6928411722183228,8300,41500,0.0031365039758384228,-0.11610555648803711
1081,0.6919888257980347,8400,42000,0.0205257348716259,-9.569382667541504
1081,0.6676490306854248,8500,42500,2.8167357444763184,-40.24995040893555
1081,0.578943133354187,8600,43000,2.664963722229004,-1216.3184814453125
1081,0.6901251077651978,8700,43500,0.024671750143170357,-35.36875915527344
1081,0.658148467540741,8800,44000,0.012722430750727654,-30.38022232055664
1081,0.6794410943984985,8900,44500,0.07317846268415451,-124.09945678710938
1081,0.6866694688796997,9000,45000,1.3467192649841309,-13.229361534118652
1081,0.6241002082824707,9100,45500,4.601490020751953,-73.8177490234375
1081,0.6809996962547302,9200,46000,0.0649159774184227,-151.23739624023438
1081,0.5047801733016968,9300,46500,7035.421875,0.0539623498916626
1082,0.6706435084342957,9400,47000,3673.03564453125,0.03210639953613281
1082,0.6896766424179077,9500,47500,0.039165910333395004,-58.32063293457031
1082,0.6793679594993591,9600,48000,1803.2288818359375,0.05488651990890503
1082,0.685065746307373,9700,48500,0.25228363275527954,-228.0714111328125
1082,0.692074179649353,9800,49000,0.009443944320082664,-0.06259524822235107
1083,0.6870274543762207,9900,49500,0.0032849982380867004,-7.691143035888672
1082,0.6869812607765198,10000,50000,6.924091339111328,-37.806888580322266
1082,0.6488708257675171,10100,50500,0.10326024144887924,-98.20298767089844
1082,0.6902774572372437,10200,51000,0.21491916477680206,-7.289833068847656
1083,0.6890459060668945,10300,51500,0.12668782472610474,-3.9452743530273438
1083,0.6769679188728333,10400,52000,0.009266258217394352,-23.458934783935547
1083,0.6893324851989746,10500,52500,0.005311804357916117,-26.926555633544922
1083,0.6886480450630188,10600,53000,3743.028076171875,0.006012558937072754
1083,0.6364015340805054,10700,53500,8778.71484375,0.7491864562034607
