# {"t_start": 1539470259.6502998, "env_id": "CartPole-v0"} 
r,l,t
17.0,17,0.713146
12.0,12,0.723396
28.0,28,0.750355
13.0,13,0.760741
18.0,18,0.777701
20.0,20,0.797295
11.0,11,0.809516
40.0,40,0.850143
12.0,12,0.862745
27.0,27,0.886159
20.0,20,0.904773
11.0,11,0.914037
21.0,21,0.932933
16.0,16,0.948167
14.0,14,0.960055
14.0,14,0.97262
56.0,56,1.029028
21.0,21,1.048232
41.0,41,1.083301
17.0,17,1.099762
83.0,83,1.176185
19.0,19,1.197224
17.0,17,1.218371
14.0,14,1.234023
29.0,29,1.259542
16.0,16,1.272728
20.0,20,1.29271
17.0,17,1.308105
37.0,37,1.342555
14.0,14,1.354502
25.0,25,1.376961
20.0,20,1.394178
38.0,38,1.430766
14.0,14,1.445603
17.0,17,1.460502
22.0,22,1.481358
12.0,12,1.495622
8.0,8,1.507416
10.0,10,1.519095
20.0,20,1.540468
41.0,41,1.578289
14.0,14,1.59209
30.0,30,1.620699
11.0,11,1.630378
16.0,16,1.644401
11.0,11,1.65668
49.0,49,1.703553
12.0,12,1.714658
16.0,16,1.729839
27.0,27,1.753889
11.0,11,1.763048
14.0,14,1.775273
27.0,27,1.799374
24.0,24,1.822194
26.0,26,1.844992
17.0,17,1.86455
33.0,33,1.893231
19.0,19,1.91207
12.0,12,1.923375
24.0,24,1.943163
17.0,17,1.958351
16.0,16,1.972009
21.0,21,1.989536
15.0,15,2.002394
27.0,27,2.026275
30.0,30,2.052973
34.0,34,2.080478
40.0,40,2.119627
48.0,48,2.166435
47.0,47,2.20817
11.0,11,2.219098
21.0,21,2.239873
12.0,12,2.250038
46.0,46,2.292989
21.0,21,2.314276
12.0,12,2.325328
19.0,19,2.343103
20.0,20,2.362086
24.0,24,2.38713
48.0,48,2.436484
71.0,71,2.500376
16.0,16,2.519742
20.0,20,2.53855
24.0,24,2.558774
16.0,16,2.574095
24.0,24,2.597438
14.0,14,2.611457
16.0,16,2.625929
17.0,17,2.647844
27.0,27,2.671656
26.0,26,2.695291
12.0,12,2.706895
75.0,75,2.772016
29.0,29,2.797398
32.0,32,2.824755
18.0,18,2.842034
21.0,21,2.861968
13.0,13,2.87333
14.0,14,2.887652
32.0,32,2.927212
12.0,12,2.941415
10.0,10,2.952278
16.0,16,2.967881
21.0,21,2.985435
17.0,17,3.004727
12.0,12,3.014651
11.0,11,3.02429
21.0,21,3.045351
13.0,13,3.056799
19.0,19,3.07574
14.0,14,3.088234
17.0,17,3.104171
41.0,41,3.14115
13.0,13,3.157241
30.0,30,3.184612
29.0,29,3.212519
15.0,15,3.226693
13.0,13,3.237861
44.0,44,3.278981
16.0,16,3.294266
31.0,31,3.322274
18.0,18,3.337789
22.0,22,3.358713
18.0,18,3.376189
13.0,13,3.388114
10.0,10,3.397995
15.0,15,3.411788
28.0,28,3.434945
30.0,30,3.46326
16.0,16,3.478865
14.0,14,3.491432
14.0,14,3.50357
47.0,47,3.549254
36.0,36,3.581469
22.0,22,3.599252
14.0,14,3.613138
32.0,32,3.646399
13.0,13,3.658525
24.0,24,3.680048
12.0,12,3.691149
29.0,29,3.717516
24.0,24,3.738323
34.0,34,3.768006
20.0,20,3.786206
19.0,19,3.802252
18.0,18,3.818784
23.0,23,3.844468
