policy_entropy,explained_variance,value_loss,fps,total_timesteps,nupdates
0.6931471824645996,-0.09125077724456787,10.431668281555176,79,5,1
0.6931470036506653,-0.06802451610565186,11.723583221435547,920,500,100
0.693131148815155,-0.024579167366027832,11.678651809692383,985,1000,200
0.6931341886520386,0.05591803789138794,10.572528839111328,1007,1500,300
0.6931141018867493,0.01722162961959839,9.69061279296875,1018,2000,400
0.6930828094482422,-0.08772385120391846,10.97667121887207,1023,2500,500
0.6928831338882446,0.0972089171409607,9.847787857055664,1027,3000,600
0.6916805505752563,0.0551416277885437,11.00141716003418,1031,3500,700
0.6929205656051636,-0.029362201690673828,10.325501441955566,1036,4000,800
0.691426157951355,-0.023177027702331543,11.608068466186523,1034,4500,900
0.6840701103210449,0.12304365634918213,9.425161361694336,1038,5000,1000
0.6498323678970337,-0.26667237281799316,10.724479675292969,1042,5500,1100
0.6467984914779663,0.02524709701538086,10.63408088684082,1041,6000,1200
0.6578691601753235,-0.114418625831604,9.926511764526367,1043,6500,1300
0.6639744639396667,-0.024743199348449707,18.244413375854492,1044,7000,1400
0.6847317814826965,0.2286834716796875,8.5199556350708,1043,7500,1500
0.6896588206291199,-0.1811811923980713,7.805327415466309,1041,8000,1600
0.6876827478408813,-0.22581756114959717,7.9836745262146,1043,8500,1700
0.6919406652450562,0.019516944885253906,5.016607761383057,1044,9000,1800
0.6651676893234253,0.298054039478302,3.598029375076294,1046,9500,1900
0.6416247487068176,-0.2177104949951172,6.655592918395996,1046,10000,2000
0.5898813009262085,0.09853368997573853,5.890097141265869,1046,10500,2100
0.679219126701355,0.002530217170715332,4.827499866485596,1048,11000,2200
0.687620997428894,0.034290850162506104,4.451627731323242,1046,11500,2300
0.6814979314804077,0.07475012540817261,430.6441955566406,1047,12000,2400
0.6587415933609009,0.10630393028259277,254.00137329101562,1045,12500,2500
0.6262882351875305,-0.07744669914245605,4.055691719055176,1043,13000,2600
0.6900774240493774,0.07026922702789307,3.567127227783203,1044,13500,2700
0.6503681540489197,0.04108595848083496,1120.2132568359375,1046,14000,2800
0.6587419509887695,-0.05478847026824951,3.0401651859283447,1046,14500,2900
0.6840429902076721,-0.16932058334350586,2.784848928451538,1047,15000,3000
0.6700649261474609,-0.018231511116027832,2.1630377769470215,1048,15500,3100
0.68828284740448,0.04769259691238403,2.2397921085357666,1049,16000,3200
0.6837866902351379,0.21214109659194946,1.8563140630722046,1051,16500,3300
0.6895734071731567,0.116233229637146,1.3143424987792969,1051,17000,3400
0.6924514770507812,-0.039466261863708496,1.6480318307876587,1052,17500,3500
0.6930256485939026,0.0003871321678161621,1.272926926612854,1052,18000,3600
0.675525963306427,0.0304449200630188,2355.151611328125,1052,18500,3700
0.6915205717086792,-0.07175874710083008,1.1890090703964233,1051,19000,3800
0.6641539335250854,0.0014590620994567871,1.0221670866012573,1052,19500,3900
0.6721870303153992,0.14654827117919922,0.8934508562088013,1053,20000,4000
0.6868377327919006,-0.3710099458694458,0.810454249382019,1054,20500,4100
0.6866580247879028,0.6295361220836639,0.05521067976951599,1056,21000,4200
0.6412161588668823,-0.2307356595993042,1.0885919332504272,1057,21500,4300
0.675844132900238,0.08077859878540039,0.364327609539032,1058,22000,4400
0.6887843012809753,0.6116617918014526,0.25962957739830017,1059,22500,4500
0.6832243800163269,-0.44949841499328613,0.33808091282844543,1060,23000,4600
0.680634617805481,-0.011681556701660156,0.23109471797943115,1061,23500,4700
0.6903985738754272,0.1168285608291626,7142.9609375,1062,24000,4800
0.6771162748336792,-0.2817624807357788,7382.2646484375,1062,24500,4900
0.6785471439361572,-0.6469936370849609,0.11806321144104004,1062,25000,5000
0.6923236846923828,-0.14781689643859863,0.04578156769275665,1062,25500,5100
0.6929405927658081,-0.3615671396255493,0.02477482333779335,1062,26000,5200
0.6918744444847107,-1.8382315635681152,0.0762183889746666,1063,26500,5300
0.6653733849525452,0.0024322867393493652,1804.3704833984375,1063,27000,5400
0.5065491199493408,0.04834425449371338,8559.794921875,1063,27500,5500
0.6773512363433838,0.019026339054107666,7096.87646484375,1063,28000,5600
0.6904528737068176,0.0014973878860473633,5501.2421875,1063,28500,5700
0.6793120503425598,-19.455259323120117,0.062610924243927,1063,29000,5800
0.6904367208480835,-6.087462425231934,0.021786248311400414,1064,29500,5900
0.6621063351631165,-49.51936721801758,1.3563003540039062,1062,30000,6000
0.6753214001655579,-63.97552490234375,0.07319417595863342,1063,30500,6100
0.6672243475914001,-48.97304153442383,0.09983743727207184,1063,31000,6200
0.6536322236061096,0.007094621658325195,7343.08740234375,1063,31500,6300
0.6622155904769897,-80.5022201538086,0.04513796418905258,1064,32000,6400
0.6810263395309448,-17.196420669555664,0.028116464614868164,1063,32500,6500
0.5576855540275574,-2.2186548709869385,0.0035982474219053984,1064,33000,6600
0.6096932888031006,-12.88443660736084,0.0029209761414676905,1064,33500,6700
0.6625605225563049,-3190.980712890625,0.06327514350414276,1064,34000,6800
0.6738764047622681,-32.48320770263672,0.00029973097844049335,1064,34500,6900
0.6680429577827454,-560.9100341796875,0.0014232404064387083,1065,35000,7000
0.6387338638305664,-22.587051391601562,0.00011799011554103345,1065,35500,7100
0.6466383934020996,-828.8309936523438,0.0011631489032879472,1065,36000,7200
0.6442456245422363,-307.0585021972656,0.0006592420977540314,1066,36500,7300
0.6150285005569458,0.0023773908615112305,5720.56591796875,1066,37000,7400
0.6823769807815552,-27.863981246948242,0.019612012431025505,1066,37500,7500
0.6765297651290894,-10.492538452148438,0.0002957439864985645,1066,38000,7600
0.637466549873352,-13.884871482849121,0.0007579425582662225,1066,38500,7700
0.692092776298523,0.0015139579772949219,7522.27490234375,1066,39000,7800
0.6526771783828735,-1.3671002388000488,4.6757992095081136e-05,1067,39500,7900
0.4668320119380951,-349.913818359375,0.0055074566043913364,1067,40000,8000
0.6801134347915649,-19.997100830078125,0.00046888418728485703,1066,40500,8100
0.6919890642166138,0.0005767941474914551,5727.4677734375,1067,41000,8200
0.5669465661048889,-142.41513061523438,0.003254192415624857,1067,41500,8300
0.6798429489135742,-17.632747650146484,0.0005319747142493725,1067,42000,8400
0.654143214225769,-2.0102438926696777,0.00014574202941730618,1067,42500,8500
0.5922534465789795,-7.671611785888672,0.0003844070597551763,1067,43000,8600
0.6857988238334656,-1.5420355796813965,0.00012960396998096257,1067,43500,8700
0.6810852885246277,-61.624969482421875,0.002417872892692685,1067,44000,8800
0.6873542070388794,-5.449846267700195,0.00040160902426578104,1068,44500,8900
0.6634575724601746,-17.871042251586914,0.0012722813989967108,1068,45000,9000
0.6766899824142456,-1.9788742065429688e-05,3852.61572265625,1068,45500,9100
0.6904646158218384,-1.8942880630493164,6.363038846757263e-05,1068,46000,9200
0.6878663897514343,-2.934131383895874,9.549649257678539e-05,1068,46500,9300
0.6812708973884583,-2.3780698776245117,0.0003850582579616457,1068,47000,9400
0.6786764860153198,-6.636202812194824,0.0007317892159335315,1068,47500,9500
0.6705732345581055,-9.746851921081543,0.0003653010935522616,1069,48000,9600
0.6845076680183411,0.7875910252332687,6.489572115242481e-06,1069,48500,9700
0.6697356104850769,-1.4228472709655762,0.00041161320405080914,1069,49000,9800
0.689258873462677,-14.480634689331055,0.00033863604767248034,1069,49500,9900
0.6697278618812561,0.008036673069000244,5680.8681640625,1070,50000,10000
0.6601017713546753,-3.2763352394104004,6.558032328030095e-05,1071,50500,10100
0.678876519203186,0.002193748950958252,5704.93212890625,1070,51000,10200
0.6689785122871399,-2.1283037662506104,0.00026866691769100726,1070,51500,10300
0.6882932782173157,-1.0848798751831055,4.785534838447347e-05,1071,52000,10400
0.6886786818504333,-1.2604894638061523,0.0002626284258440137,1071,52500,10500
0.6733226776123047,-40.427345275878906,0.0014879241352900863,1070,53000,10600
0.6765643358230591,-0.685553789138794,6.11696596024558e-05,1071,53500,10700
0.6777341961860657,-5.754045009613037,0.0002157424169126898,1070,54000,10800
0.6780343055725098,-96.16695404052734,0.013230971992015839,1071,54500,10900
0.6791156530380249,-1.2488117218017578,3.9665108488406986e-05,1071,55000,11000
0.6496797800064087,-5.924465656280518,0.0001365682401228696,1071,55500,11100
0.6706346869468689,-50.270286560058594,0.002180298324674368,1071,56000,11200
0.6791738271713257,-22.38440704345703,0.0005279048345983028,1071,56500,11300
0.6891576647758484,-14.171265602111816,0.0008556147804483771,1072,57000,11400
0.6809355616569519,-7.775066375732422,9.689668513601646e-05,1072,57500,11500
0.6628815531730652,-12.729569435119629,0.0005021239048801363,1072,58000,11600
0.6864725351333618,-10.238851547241211,0.0019170052837580442,1072,58500,11700
0.44902461767196655,-286.57159423828125,0.007844831794500351,1072,59000,11800
0.6687350273132324,-5.885682582855225,0.000856929284054786,1073,59500,11900
0.6755607724189758,-1.8275408744812012,0.00039580947486683726,1073,60000,12000
0.6879043579101562,-6.082911014556885,0.00029791556880809367,1073,60500,12100
0.6377926468849182,-13.785928726196289,0.0005531838396564126,1073,61000,12200
0.6364699006080627,-550.2015380859375,0.00127983873244375,1073,61500,12300
0.6243720650672913,-17.177289962768555,0.00015800780965946615,1073,62000,12400
0.6748954653739929,-560.1785888671875,0.00047433492727577686,1073,62500,12500
0.6912602782249451,-17.99483871459961,0.0005398302455432713,1073,63000,12600
0.6811681985855103,-69.65281677246094,0.004466305021196604,1073,63500,12700
0.6711050868034363,-215.10585021972656,0.0007209699251689017,1073,64000,12800
0.670441210269928,-694.1044921875,0.0019869431853294373,1073,64500,12900
0.6748830676078796,-1043.887451171875,0.00019290662021376193,1074,65000,13000
0.6752864718437195,-127.84333801269531,0.008191371336579323,1074,65500,13100
0.6824860572814941,-17.03846549987793,0.0001229103363584727,1074,66000,13200
0.6754177212715149,-14.99107551574707,0.0003323250566609204,1074,66500,13300
0.6721041798591614,-199.4744415283203,0.0005273320712149143,1074,67000,13400
0.6397761702537537,-17.956645965576172,0.0003220486978534609,1074,67500,13500
0.6273097991943359,-3.760140895843506,0.002960934303700924,1074,68000,13600
0.6404106616973877,-13.55721378326416,0.008756248280405998,1074,68500,13700
0.6634232401847839,-4.14977502822876,0.0005744668887928128,1075,69000,13800
0.6198094487190247,-21.765697479248047,0.0004893009318038821,1075,69500,13900
0.6701452732086182,-27.450864791870117,0.00019154752953909338,1075,70000,14000
0.6163751482963562,-0.0029793977737426758,3886.11376953125,1075,70500,14100
0.6269174814224243,-8.975862503051758,0.000787438650149852,1075,71000,14200
0.6815488338470459,-18.24105453491211,6.7864079028368e-05,1075,71500,14300
0.6504965424537659,-36.21868896484375,0.00014639335859101266,1076,72000,14400
0.611160159111023,-5.621833801269531,0.00014391742297448218,1076,72500,14500
0.6309891939163208,-35.35361099243164,0.0002411979075986892,1076,73000,14600
0.6588982343673706,-31.409130096435547,0.004867145791649818,1076,73500,14700
0.687995433807373,-587.0480346679688,0.0003640608338173479,1076,74000,14800
0.6782997250556946,-43.637969970703125,0.0004371860413812101,1076,74500,14900
0.6889053583145142,-12.107122421264648,0.0020468183793127537,1076,75000,15000
0.6648239493370056,-35.59419631958008,0.0022731595672667027,1076,75500,15100
0.5967643857002258,-2.016447067260742,0.0006619950290769339,1076,76000,15200
0.6691859364509583,-534.9700317382812,0.00112009362783283,1076,76500,15300
0.6644440293312073,-341.9765930175781,0.0013204787392169237,1076,77000,15400
0.6748669147491455,-134.6070556640625,0.00010198487143497914,1076,77500,15500
0.5134466290473938,-492.44366455078125,0.011715635657310486,1076,78000,15600
0.6096899509429932,-11558554.0,0.000516881758812815,1075,78500,15700
0.6676563024520874,-21.24222183227539,0.0004021289641968906,1074,79000,15800
0.6848120093345642,-90.27799987792969,0.00097754318267107,1074,79500,15900
0.6693657636642456,0.007711470127105713,1942.588623046875,1074,80000,16000
0.663611888885498,-81.10453796386719,0.00019878646708093584,1075,80500,16100
0.6668416857719421,-25.677379608154297,0.000673650938551873,1074,81000,16200
0.6413626670837402,-37931.03125,0.0011611819500103593,1074,81500,16300
0.663369357585907,-659.3150024414062,0.0029103937558829784,1073,82000,16400
0.6494612097740173,-15.813508987426758,0.0010435207514092326,1074,82500,16500
0.6653790473937988,-830.8271484375,0.000565385795198381,1074,83000,16600
0.4329614043235779,-518.1919555664062,0.012782968580722809,1074,83500,16700
0.677911102771759,0.6920591294765472,8.005848212633282e-05,1074,84000,16800
0.668995201587677,-1974.6248779296875,0.00047433451982215047,1074,84500,16900
0.5201188325881958,-8657.841796875,0.0018033653032034636,1074,85000,17000
0.6368147134780884,-0.003113389015197754,5795.92333984375,1074,85500,17100
0.6459293961524963,-11.116669654846191,0.0001442659122403711,1074,86000,17200
0.5297987461090088,-1139.344482421875,0.0009410788188688457,1074,86500,17300
0.5331965684890747,-256.0613098144531,0.0010235814843326807,1074,87000,17400
0.6257611513137817,-1.0473740100860596,1.6883830085134832e-06,1074,87500,17500
0.6412897706031799,-2.889862060546875,2.994719034177251e-05,1074,88000,17600
0.6746044158935547,-2.2847044467926025,0.0011715507134795189,1074,88500,17700
0.652591347694397,-7.03774356842041,0.0023543189745396376,1074,89000,17800
0.5851294994354248,0.026743710041046143,9456.3193359375,1074,89500,17900
0.6650746464729309,-12.909682273864746,0.0005210585077293217,1074,90000,18000
0.6747233271598816,-6.636847972869873,0.00018883217126131058,1075,90500,18100
0.5647090077400208,-185.1967010498047,0.005446958355605602,1075,91000,18200
0.6207075119018555,0.0017144083976745605,5780.466796875,1075,91500,18300
0.6662759780883789,-1.8127574920654297,0.000522089540027082,1075,92000,18400
0.6431087255477905,-380.54852294921875,0.0019314863020554185,1075,92500,18500
0.6083594560623169,-22.256763458251953,0.0006799728726036847,1075,93000,18600
0.6665471792221069,-119.42130279541016,0.0004457015893422067,1075,93500,18700
0.678310215473175,-0.6616994142532349,0.00022144056856632233,1075,94000,18800
0.6625593900680542,-37.6338996887207,0.00023028980649542063,1075,94500,18900
0.6718176603317261,0.3279309868812561,0.00015702142263762653,1075,95000,19000
0.6060887575149536,-6.784510135650635,0.00019860165775753558,1075,95500,19100
0.5558386445045471,-11234.171875,0.002053414238616824,1075,96000,19200
0.6365968585014343,0.01814037561416626,9492.837890625,1076,96500,19300
0.6854730248451233,0.7630446702241898,1.318079921475146e-05,1076,97000,19400
0.6723487377166748,-2.325172185897827,0.00022231526963878423,1076,97500,19500
0.6676720380783081,-4.622799873352051,0.0002765847311820835,1076,98000,19600
0.6573155522346497,-3.159482002258301,0.0006102825864218175,1076,98500,19700
0.5364534854888916,-36.814659118652344,0.01429025363177061,1076,99000,19800
0.6711159348487854,-1.5550973415374756,0.00014273800479713827,1076,99500,19900
