# {"t_start": 1539259596.2402, "env_id": "CartPole-v0"} 
r,l,t
20.0,20,0.888045
21.0,21,0.896443
25.0,25,0.90709
10.0,10,0.911233
13.0,13,0.91646
11.0,11,0.920687
18.0,18,0.928243
12.0,12,0.932899
14.0,14,0.938746
42.0,42,0.956315
23.0,23,0.965871
17.0,17,0.972883
47.0,47,0.998909
18.0,18,1.006198
14.0,14,1.012137
34.0,34,1.025395
13.0,13,1.030746
24.0,24,1.040838
13.0,13,1.045926
55.0,55,1.06728
31.0,31,1.079705
32.0,32,1.092014
17.0,17,1.098773
43.0,43,1.118043
34.0,34,1.132558
26.0,26,1.143495
10.0,10,1.147957
21.0,21,1.156734
48.0,48,1.177484
17.0,17,1.185121
30.0,30,1.197354
17.0,17,1.204593
14.0,14,1.210485
24.0,24,1.220803
30.0,30,1.233934
17.0,17,1.240838
18.0,18,1.248631
9.0,9,1.252268
21.0,21,1.260776
19.0,19,1.268618
20.0,20,1.27676
40.0,40,1.293628
44.0,44,1.496879
11.0,11,1.501702
22.0,22,1.512145
21.0,21,1.52206
19.0,19,1.531504
25.0,25,1.543912
13.0,13,1.549165
21.0,21,1.557121
20.0,20,1.564708
28.0,28,1.575728
16.0,16,1.582004
28.0,28,1.592751
30.0,30,1.603997
50.0,50,1.624174
17.0,17,1.630908
15.0,15,1.636672
14.0,14,1.642131
16.0,16,1.648319
24.0,24,1.657366
17.0,17,1.664091
17.0,17,1.670739
25.0,25,1.681176
23.0,23,1.6906
23.0,23,1.699394
32.0,32,1.711498
17.0,17,1.717929
26.0,26,1.727759
27.0,27,1.738288
18.0,18,1.745707
35.0,35,1.759551
12.0,12,1.764458
11.0,11,1.768886
20.0,20,1.776932
18.0,18,1.784155
11.0,11,1.788726
12.0,12,1.793573
20.0,20,1.801816
17.0,17,1.808834
17.0,17,1.815541
18.0,18,1.823643
33.0,33,1.840149
30.0,30,1.855695
11.0,11,1.861269
25.0,25,1.873669
12.0,12,1.879541
15.0,15,1.887009
22.0,22,1.897725
11.0,11,1.90321
16.0,16,1.911201
13.0,13,1.917537
17.0,17,1.926212
20.0,20,2.029535
21.0,21,2.039193
23.0,23,2.050699
42.0,42,2.073192
38.0,38,2.092569
18.0,18,2.101529
31.0,31,2.117253
31.0,31,2.132839
22.0,22,2.144135
54.0,54,2.171537
24.0,24,2.182978
33.0,33,2.199664
34.0,34,2.216777
20.0,20,2.226684
12.0,12,2.232568
22.0,22,2.243838
16.0,16,2.251967
22.0,22,2.26262
18.0,18,2.271731
27.0,27,2.285931
16.0,16,2.294243
44.0,44,2.316993
40.0,40,2.336236
23.0,23,2.346464
19.0,19,2.354754
34.0,34,2.369555
15.0,15,2.375877
25.0,25,2.386496
21.0,21,2.39526
31.0,31,2.408672
50.0,50,2.430618
31.0,31,2.443748
29.0,29,2.456263
47.0,47,2.475582
28.0,28,2.48692
18.0,18,2.494275
10.0,10,2.498384
29.0,29,2.588479
24.0,24,2.599255
22.0,22,2.608316
20.0,20,2.616528
49.0,49,2.635536
32.0,32,2.649132
15.0,15,2.655182
19.0,19,2.662833
31.0,31,2.676026
38.0,38,2.692693
19.0,19,2.701451
39.0,39,2.717691
38.0,38,2.734915
26.0,26,2.745754
12.0,12,2.751152
28.0,28,2.763296
13.0,13,2.768748
27.0,27,2.780831
39.0,39,2.797709
18.0,18,2.805199
26.0,26,2.817182
14.0,14,2.82286
21.0,21,2.831935
20.0,20,2.840752
14.0,14,2.847402
34.0,34,2.863009
34.0,34,2.877286
25.0,25,2.887305
10.0,10,2.891371
23.0,23,2.900615
32.0,32,2.914645
21.0,21,2.924871
19.0,19,2.93303
21.0,21,2.942237
38.0,38,2.95989
11.0,11,2.964679
11.0,11,2.96912
53.0,53,2.991721
67.0,67,3.018555
66.0,66,3.137749
38.0,38,3.153422
50.0,50,3.173502
18.0,18,3.180768
94.0,94,3.218109
15.0,15,3.223875
23.0,23,3.232793
16.0,16,3.238863
14.0,14,3.244423
44.0,44,3.261137
17.0,17,3.267902
38.0,38,3.283174
18.0,18,3.29024
24.0,24,3.29969
29.0,29,3.310769
52.0,52,3.331324
17.0,17,3.3379
15.0,15,3.343706
22.0,22,3.352209
11.0,11,3.3566
22.0,22,3.365276
51.0,51,3.38514
18.0,18,3.392087
10.0,10,3.396338
21.0,21,3.404728
31.0,31,3.417489
22.0,22,3.42631
17.0,17,3.432857
24.0,24,3.443331
33.0,33,3.458725
16.0,16,3.466393
12.0,12,3.472098
30.0,30,3.485042
16.0,16,3.492076
18.0,18,3.499795
30.0,30,3.512882
19.0,19,3.521609
52.0,52,3.636713
34.0,34,3.65103
17.0,17,3.658323
9.0,9,3.662258
41.0,41,3.68021
36.0,36,3.695457
45.0,45,3.715231
59.0,59,3.741827
11.0,11,3.746647
17.0,17,3.753743
15.0,15,3.76016
15.0,15,3.766503
18.0,18,3.774046
17.0,17,3.78132
68.0,68,3.813291
15.0,15,3.82004
18.0,18,3.827886
34.0,34,3.842897
20.0,20,3.851382
21.0,21,3.8604
12.0,12,3.865743
15.0,15,3.872211
16.0,16,3.879004
41.0,41,3.896494
83.0,83,3.935394
21.0,21,3.944875
23.0,23,3.955005
26.0,26,3.965999
16.0,16,3.97298
20.0,20,3.981454
52.0,52,4.003604
11.0,11,4.008112
23.0,23,4.01739
28.0,28,4.03059
24.0,24,4.044354
12.0,12,4.051342
14.0,14,4.059373
22.0,22,4.071901
89.0,89,4.220156
29.0,29,4.234014
60.0,60,4.258694
12.0,12,4.263838
15.0,15,4.270426
49.0,49,4.293195
33.0,33,4.3097
54.0,54,4.337678
19.0,19,4.347397
30.0,30,4.363007
23.0,23,4.375018
43.0,43,4.397225
21.0,21,4.407141
17.0,17,4.415332
21.0,21,4.424569
19.0,19,4.432719
44.0,44,4.453013
38.0,38,4.470881
23.0,23,4.480979
30.0,30,4.495251
40.0,40,4.514032
19.0,19,4.523019
19.0,19,4.531918
52.0,52,4.556098
118.0,118,4.609925
30.0,30,4.623722
19.0,19,4.632523
13.0,13,4.637989
29.0,29,4.650172
43.0,43,4.67123
20.0,20,4.775746
24.0,24,4.787872
18.0,18,4.795633
36.0,36,4.811132
27.0,27,4.822541
26.0,26,4.833409
21.0,21,4.842172
19.0,19,4.849645
17.0,17,4.856503
96.0,96,4.893849
12.0,12,4.899379
100.0,100,4.939704
