# {"t_start": 1539260142.6630733, "env_id": "CartPole-v0"} 
r,l,t
19.0,19,0.974454
19.0,19,0.982731
42.0,42,0.999362
61.0,61,1.023181
15.0,15,1.029438
15.0,15,1.035418
44.0,44,1.052362
21.0,21,1.060428
33.0,33,1.07318
39.0,39,1.088595
30.0,30,1.100438
31.0,31,1.113138
21.0,21,1.121691
17.0,17,1.128644
57.0,57,1.15201
25.0,25,1.162194
47.0,47,1.181236
16.0,16,1.18783
18.0,18,1.195359
30.0,30,1.208809
27.0,27,1.219784
19.0,19,1.227537
29.0,29,1.239279
40.0,40,1.255461
17.0,17,1.262831
10.0,10,1.2677
15.0,15,1.274197
26.0,26,1.285292
24.0,24,1.296748
16.0,16,1.304417
18.0,18,1.312999
8.0,8,1.316535
21.0,21,1.325752
12.0,12,1.332277
16.0,16,1.340225
39.0,39,1.360509
12.0,12,1.366671
13.0,13,1.372601
13.0,13,1.378619
28.0,28,1.390941
12.0,12,1.39608
21.0,21,1.580096
18.0,18,1.587848
18.0,18,1.595654
40.0,40,1.612088
10.0,10,1.616085
44.0,44,1.634198
11.0,11,1.638513
39.0,39,1.653409
14.0,14,1.658855
11.0,11,1.663091
18.0,18,1.67006
28.0,28,1.680979
35.0,35,1.695084
14.0,14,1.700832
21.0,21,1.709017
46.0,46,1.726462
14.0,14,1.732043
38.0,38,1.747368
20.0,20,1.755677
36.0,36,1.770272
24.0,24,1.779981
30.0,30,1.792103
30.0,30,1.804262
14.0,14,1.809978
27.0,27,1.820848
60.0,60,1.84497
24.0,24,1.854657
20.0,20,1.862812
80.0,80,1.894965
10.0,10,1.899112
18.0,18,1.907075
17.0,17,1.914353
17.0,17,1.921041
35.0,35,1.934557
19.0,19,1.941893
16.0,16,1.948241
15.0,15,1.954105
36.0,36,1.96791
17.0,17,1.974665
19.0,19,1.982012
29.0,29,2.083142
13.0,13,2.089783
28.0,28,2.103367
13.0,13,2.109426
18.0,18,2.118029
10.0,10,2.122891
27.0,27,2.135592
44.0,44,2.155681
18.0,18,2.164138
25.0,25,2.17707
34.0,34,2.193869
12.0,12,2.19987
32.0,32,2.21588
16.0,16,2.224333
11.0,11,2.22945
91.0,91,2.276976
17.0,17,2.284507
36.0,36,2.302521
52.0,52,2.324688
13.0,13,2.331501
38.0,38,2.350887
18.0,18,2.359617
30.0,30,2.373756
20.0,20,2.383455
10.0,10,2.387643
40.0,40,2.408383
29.0,29,2.424686
16.0,16,2.431854
57.0,57,2.45488
30.0,30,2.467043
18.0,18,2.474372
44.0,44,2.492127
17.0,17,2.499061
16.0,16,2.505579
10.0,10,2.509708
20.0,20,2.517857
31.0,31,2.531187
43.0,43,2.549629
51.0,51,2.654409
28.0,28,2.665488
