approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
0.00053456763,0.0,834.0,-109.49283449999999,0.0003529191017150879,794,1,5.6755085,-0.0015393747,4096,5.157189130783081,4096,34.261173
0.0003077096,0.0,947.2857142857143,-111.64604657142856,0.007223188877105713,819,2,5.676449,-5.3021373e-05,8192,10.154492139816284,8192,19.6795
0.00019311217,0.0,1046.3636363636363,-110.05005345454546,-0.01444852352142334,801,3,5.6789427,-0.00058301736,12288,15.266334533691406,12288,15.937422
0.00017709818,0.0,1090.4666666666667,-109.06741733333334,0.003762662410736084,801,4,5.6800547,-0.00019667772,16384,20.374950408935547,16384,16.726137
0.00015702075,0.0,871.8260869565217,-108.63933578260868,-0.0267561674118042,806,5,5.679084,-7.646906e-05,20480,25.457260847091675,20480,93.794266
0.0001102214,0.0,703.7058823529412,-108.88364794117649,-0.015610575675964355,795,6,5.6809325,-0.0003704826,24576,30.605992078781128,24576,142.05652
0.00030755956,0.0,653.9047619047619,-108.52183919047617,-0.013165950775146484,801,7,5.68171,-0.00017332393,28672,35.71447944641113,28672,90.822945
0.00025352882,0.0,663.9183673469388,-108.66884579591837,-0.004558920860290527,805,8,5.68165,-0.00041248166,32768,40.80222821235657,32768,62.30094
0.0023725396,0.0020141602,700.6274509803922,-108.51430666666667,-0.11431372165679932,800,9,5.683107,-0.0025921063,36864,45.92011499404907,36864,0.3341019
0.00311175,0.00091552734,727.1071428571429,-108.2166425,-0.018185973167419434,803,10,5.6795807,-0.00052955444,40960,51.017033100128174,40960,30.296188
0.00026672296,0.0,665.4477611940298,-108.48935564179104,-0.011893868446350098,795,11,5.679339,0.0002101828,45056,56.16662883758545,45056,135.95193
0.00038118492,0.0,675.3239436619718,-108.42986428169012,-0.01608896255493164,812,12,5.6778374,-0.0008845664,49152,61.20546293258667,49152,32.092903
0.00040784272,0.0,673.0126582278481,-108.70633839240504,0.004130721092224121,797,13,5.676849,-0.00016336724,53248,66.34232187271118,53248,78.01958
0.00543709,0.010498047,695.9012345679013,-108.40951788888889,0.018001973628997803,807,14,5.6737704,-0.002908626,57344,71.41385531425476,57344,0.29115242
0.0024282443,0.00024414062,720.3294117647059,-108.05092508235295,0.021126270294189453,805,15,5.6612096,-0.00224665,61440,76.50076842308044,61440,14.894016
0.0010958011,6.1035156e-05,740.551724137931,-107.69707128735632,-0.08192741870880127,804,16,5.655252,-0.0008017821,65536,81.59459781646729,65536,0.22784553
0.0029577662,0.00036621094,754.2717391304348,-107.01669744565218,0.014079034328460693,808,17,5.6496058,-0.0014715022,69632,86.6628999710083,69632,28.605099
0.0012072849,6.1035156e-05,772.2659574468086,-106.47468530851064,0.04905426502227783,805,18,5.649225,-0.0011411717,73728,91.7481849193573,73728,0.21641392
0.002084153,0.00012207031,761.59,-106.03313874999999,0.034492433071136475,801,19,5.64486,-0.0012726915,77824,96.86168551445007,77824,72.163155
0.0002649727,0.0,745.57,-105.54727249000001,0.03955501317977905,805,20,5.643179,-0.000105514715,81920,101.94809913635254,81920,43.697662
0.0015510134,0.00036621094,760.78,-104.99172501000001,0.16330379247665405,808,21,5.6430917,-0.001690292,86016,107.01350259780884,86016,0.2963615
0.0024472654,0.00091552734,761.01,-104.68038725999999,0.05126863718032837,800,22,5.6434145,-0.0014403102,90112,112.12871360778809,90112,14.473327
0.00072414166,0.0,745.3,-104.64469072000001,0.05447417497634888,800,23,5.6393433,-0.0010578331,94208,117.24343252182007,94208,59.394432
0.00030296523,0.0,762.38,-104.27469038999999,0.05777829885482788,813,24,5.637503,-0.0003929221,98304,122.28229188919067,98304,58.527298
0.00012065428,0.0,777.47,-103.69036965,0.053260207176208496,813,25,5.637225,-0.00040775648,102400,127.31895208358765,102400,13.916121
0.00038462144,0.0,822.96,-102.93337825,0.07896602153778076,799,26,5.6373014,-0.00090896897,106496,132.44180369377136,106496,13.255657
0.00023307909,0.0,838.32,-102.41885334,0.09280484914779663,806,27,5.6327763,2.0625885e-07,110592,137.52235770225525,110592,40.38586
0.000342866,0.0,869.7,-102.07561027000001,0.07611972093582153,803,28,5.629017,-0.0012311635,114688,142.617595911026,114688,15.4414215
0.0026344769,0.0018920898,884.56,-101.65273117000002,0.04356551170349121,806,29,5.620277,-0.0033795408,118784,147.6945390701294,118784,0.36906284
0.006152067,0.010620117,900.25,-101.02727606000002,0.2658616304397583,801,30,5.604274,-0.0032581526,122880,152.80491828918457,122880,0.383959
0.0006581899,0.0,915.97,-100.76591090999996,0.09593939781188965,812,31,5.594099,-0.0008854612,126976,157.8449363708496,126976,14.135152
0.00049979985,0.0,901.01,-100.46841261999998,0.05169588327407837,814,32,5.5923433,-0.0006751677,131072,162.8729329109192,131072,28.58083
0.00017431017,0.0,916.19,-100.17907654999998,0.13748478889465332,809,33,5.5930123,-0.0006868824,135168,167.93281745910645,135168,14.520761
0.0012942551,0.00012207031,946.92,-99.51310391999999,0.45511025190353394,808,34,5.5937037,-0.0009370943,139264,172.99960136413574,139264,0.3703388
0.00094840117,0.0,976.91,-98.96293439000002,0.14299535751342773,801,35,5.592233,-7.492209e-05,143360,178.11161923408508,143360,25.59754
0.00029773137,0.0,992.19,-98.48093958,0.17481201887130737,813,36,5.5912848,-0.0012787303,147456,183.14546132087708,147456,12.858096
0.009154237,0.030578613,1022.56,-97.82603645999998,-0.049378395080566406,804,37,5.5878663,-0.0047437167,151552,188.2398760318756,151552,0.23699738
