# {"t_start": 1541100897.7366571, "env_id": "LunarLander-v2"} 
r,l,t
-261.652463,87,1.459679
-91.702578,83,1.529767
-70.419339,77,1.593229
-142.314113,97,1.67367
-79.937121,120,1.774019
-416.320866,89,1.848713
-153.55333,92,1.925189
-145.858331,94,2.004009
-115.303566,69,2.060474
-317.957172,91,2.135332
-180.58115,74,2.196794
-45.331384,74,2.259445
-96.396794,69,2.31573
-159.968946,83,2.384765
-229.205124,80,2.450568
-96.329426,77,2.514645
-190.70456,103,2.602089
-116.815947,108,2.692558
-136.058214,86,2.766002
-151.497758,111,2.859716
-116.795493,135,2.975563
-79.94549,83,3.04501
-160.118772,115,3.142631
-147.309273,111,3.236955
-214.357492,110,3.331599
-151.853946,115,3.428642
-369.321703,74,3.489786
-82.974021,59,3.538277
-217.222995,62,3.588691
-291.207418,84,3.658294
-338.476454,94,3.736836
-138.922693,128,3.846733
-0.17299,123,3.950393
-111.208867,90,4.025785
-123.745672,117,4.126354
-231.112117,131,4.240899
-150.220625,79,4.306533
-203.490049,63,4.359484
-274.948499,98,4.4435
-190.674811,81,4.511407
-245.00401,94,4.591243
-303.388022,125,4.699153
-62.217104,76,4.762866
-59.868072,71,4.82299
-50.656215,64,5.429216
-87.808987,65,5.483549
-96.934075,83,5.55162
-200.518449,98,5.63412
-278.872233,98,5.718144
-126.297997,102,5.805383
-354.025149,102,5.89202
-302.990612,80,5.96059
-181.368879,86,6.034245
-163.522455,90,6.110171
-369.86606,117,6.210461
-189.638929,86,6.283514
-152.782106,71,6.341477
-213.345181,92,6.420807
-114.601595,62,6.471926
-244.70024,72,6.531067
-231.85806,85,6.602007
-122.967157,129,6.713382
-230.582502,118,6.812832
-213.682944,88,6.885931
-160.843958,77,6.949016
-109.522002,80,7.016986
-142.195594,116,7.114516
62.267754,93,7.195171
-87.285818,75,7.257637
-172.633669,91,7.333479
-89.700233,122,7.437577
-217.26865,98,7.520732
-334.4472,90,7.597888
-428.994567,108,7.690113
-162.088811,111,7.784497
13.669214,146,7.912533
-205.534721,119,8.0201
-87.50232,81,8.087734
-54.483016,66,8.142269
-332.217926,120,8.247116
-89.636422,160,8.388514
-125.976983,93,8.46535
-113.516501,57,8.511911
-408.778939,96,8.59279
-137.000603,68,8.649424
-103.778278,101,8.734805
-145.800415,100,8.817993
-68.263287,81,9.309888
-139.739843,97,9.39141
-505.17414,111,9.484987
-222.779485,80,9.552165
-441.993069,88,9.625159
-75.588099,73,9.686232
-134.044433,57,9.733602
-84.798615,71,9.7929
-67.952049,56,9.839448
-255.685178,79,9.904735
-110.008464,107,9.996586
-81.876393,57,10.043776
-167.164967,134,10.160447
-53.939469,74,10.223207
17.253463,68,10.280206
-170.585724,92,10.357576
-229.780893,92,10.436504
-97.741149,66,10.490938
-134.408614,90,10.565574
-67.671405,80,10.632854
-329.122585,120,10.735536
-162.227249,117,10.837021
-156.053977,82,10.904859
-91.025308,102,10.990153
-147.629427,69,11.048434
-319.873995,113,11.145193
-130.504038,74,11.206208
-143.714164,69,11.263067
22.470449,97,11.347021
-96.978728,80,11.414899
-155.834097,97,11.49713
-170.821637,117,11.597891
-175.783831,70,11.656621
-97.453361,80,11.722649
-95.105553,70,11.78114
-99.231055,76,11.842995
-193.885079,68,11.899606
-111.569823,83,11.968039
-164.978556,100,12.051944
-201.445308,115,12.150919
-376.440527,97,12.230854
-82.614593,77,12.295131
-200.549552,87,12.368801
-118.953583,87,12.442175
-123.204471,79,12.506492
-443.143287,90,12.583266
-99.189555,116,12.68214
-186.545015,121,13.213297
-353.884128,76,13.277533
-365.872837,98,13.358936
-102.310403,68,13.415473
-93.965984,57,13.462069
