# {"t_start": 1539259537.4897623, "env_id": "CartPole-v0"} 
r,l,t
14.0,14,0.917426
34.0,34,0.931034
14.0,14,0.936694
28.0,28,0.947841
26.0,26,0.958221
21.0,21,0.966608
30.0,30,0.978605
25.0,25,0.988575
91.0,91,1.024522
10.0,10,1.028413
28.0,28,1.039776
11.0,11,1.044093
29.0,29,1.055093
25.0,25,1.064651
30.0,30,1.075896
15.0,15,1.081562
17.0,17,1.087956
10.0,10,1.091853
12.0,12,1.096533
10.0,10,1.100536
26.0,26,1.112661
20.0,20,1.120934
15.0,15,1.127815
19.0,19,1.135814
19.0,19,1.143979
17.0,17,1.151114
28.0,28,1.162295
14.0,14,1.167553
18.0,18,1.174305
17.0,17,1.180754
14.0,14,1.186231
24.0,24,1.196645
26.0,26,1.208862
45.0,45,1.231144
14.0,14,1.237855
14.0,14,1.244857
15.0,15,1.251979
20.0,20,1.262695
16.0,16,1.270852
46.0,46,1.294582
43.0,43,1.316332
12.0,12,1.322292
46.0,46,1.344887
55.0,55,1.555825
19.0,19,1.568131
20.0,20,1.581143
21.0,21,1.592914
31.0,31,1.611462
21.0,21,1.623736
27.0,27,1.638223
27.0,27,1.648793
28.0,28,1.66184
10.0,10,1.66617
14.0,14,1.671905
11.0,11,1.678173
53.0,53,1.699451
40.0,40,1.714818
15.0,15,1.72268
20.0,20,1.731695
22.0,22,1.741714
20.0,20,1.749836
27.0,27,1.762586
35.0,35,1.77786
15.0,15,1.783931
11.0,11,1.78827
27.0,27,1.803119
18.0,18,1.813073
51.0,51,1.8334
21.0,21,1.844061
15.0,15,1.850189
14.0,14,1.857847
32.0,32,1.870641
9.0,9,1.874339
58.0,58,1.901865
13.0,13,1.908401
18.0,18,1.917822
24.0,24,1.931339
12.0,12,1.938061
22.0,22,1.95018
16.0,16,1.958789
21.0,21,1.968045
58.0,58,1.998302
33.0,33,2.014736
39.0,39,2.13322
14.0,14,2.141341
26.0,26,2.154372
13.0,13,2.161878
30.0,30,2.177775
15.0,15,2.185733
9.0,9,2.189957
27.0,27,2.204036
20.0,20,2.214006
37.0,37,2.234336
27.0,27,2.247864
29.0,29,2.261816
57.0,57,2.290112
27.0,27,2.301698
19.0,19,2.31069
16.0,16,2.318413
38.0,38,2.338032
31.0,31,2.35058
16.0,16,2.360745
23.0,23,2.373778
18.0,18,2.383939
26.0,26,2.394849
22.0,22,2.403358
12.0,12,2.407969
15.0,15,2.413771
20.0,20,2.421328
28.0,28,2.432076
10.0,10,2.436325
18.0,18,2.444505
45.0,45,2.465798
10.0,10,2.471386
21.0,21,2.482647
23.0,23,2.491452
46.0,46,2.508556
24.0,24,2.518107
24.0,24,2.529114
59.0,59,2.551539
42.0,42,2.567178
17.0,17,2.573604
19.0,19,2.580799
24.0,24,2.589799
23.0,23,2.59854
37.0,37,2.695087
17.0,17,2.703334
18.0,18,2.712146
20.0,20,2.721878
22.0,22,2.733163
15.0,15,2.740505
20.0,20,2.75008
15.0,15,2.757555
19.0,19,2.76702
15.0,15,2.773985
38.0,38,2.793137
20.0,20,2.803547
11.0,11,2.809151
11.0,11,2.814652
19.0,19,2.823918
18.0,18,2.833079
28.0,28,2.84722
13.0,13,2.85414
22.0,22,2.864598
45.0,45,2.887195
23.0,23,2.898852
28.0,28,2.913085
17.0,17,2.921661
14.0,14,2.928619
42.0,42,2.949542
22.0,22,2.960631
25.0,25,2.972934
21.0,21,2.983087
30.0,30,2.997815
27.0,27,3.011835
22.0,22,3.023257
11.0,11,3.02891
50.0,50,3.054655
17.0,17,3.063065
47.0,47,3.08712
21.0,21,3.097737
20.0,20,3.108013
36.0,36,3.124282
57.0,57,3.149832
18.0,18,3.156818
24.0,24,3.166802
21.0,21,3.174981
18.0,18,3.26589
64.0,64,3.29229
32.0,32,3.30415
48.0,48,3.321442
17.0,17,3.327606
23.0,23,3.33725
36.0,36,3.352926
12.0,12,3.357836
25.0,25,3.367766
25.0,25,3.377712
22.0,22,3.386484
62.0,62,3.410917
17.0,17,3.417685
22.0,22,3.426422
17.0,17,3.433209
16.0,16,3.439601
49.0,49,3.458919
15.0,15,3.464903
21.0,21,3.473254
38.0,38,3.488266
25.0,25,3.498163
49.0,49,3.517483
23.0,23,3.5266
55.0,55,3.548261
17.0,17,3.555012
11.0,11,3.55942
12.0,12,3.564204
35.0,35,3.578028
11.0,11,3.582434
29.0,29,3.593908
40.0,40,3.609718
24.0,24,3.619252
15.0,15,3.625212
39.0,39,3.64062
21.0,21,3.649012
89.0,89,3.774999
19.0,19,3.783848
25.0,25,3.795015
21.0,21,3.804621
10.0,10,3.809239
12.0,12,3.815669
26.0,26,3.82801
14.0,14,3.834728
24.0,24,3.845804
37.0,37,3.862182
14.0,14,3.868624
20.0,20,3.877816
26.0,26,3.890113
24.0,24,3.901091
51.0,51,3.924294
34.0,34,3.939724
18.0,18,3.947657
23.0,23,3.956314
20.0,20,3.964066
16.0,16,3.970055
27.0,27,3.980076
24.0,24,3.989333
23.0,23,3.997912
9.0,9,4.00146
12.0,12,4.006011
22.0,22,4.014253
18.0,18,4.020987
14.0,14,4.026254
19.0,19,4.033361
19.0,19,4.040443
31.0,31,4.051983
