# {"t_start": 1539260258.8080711, "env_id": "CartPole-v0"} 
r,l,t
22.0,22,0.906043
31.0,31,0.918656
12.0,12,0.924037
16.0,16,0.930143
19.0,19,0.937232
23.0,23,0.946037
18.0,18,0.952864
50.0,50,0.973272
37.0,37,0.987852
38.0,38,1.002817
29.0,29,1.014019
19.0,19,1.021506
21.0,21,1.029948
13.0,13,1.035007
16.0,16,1.041262
25.0,25,1.051266
12.0,12,1.056147
26.0,26,1.066595
10.0,10,1.070637
21.0,21,1.078824
16.0,16,1.085615
24.0,24,1.095412
17.0,17,1.102211
20.0,20,1.110145
15.0,15,1.116152
34.0,34,1.129588
14.0,14,1.135171
27.0,27,1.145849
28.0,28,1.156937
24.0,24,1.166428
35.0,35,1.180268
11.0,11,1.184672
13.0,13,1.189874
17.0,17,1.196637
36.0,36,1.212561
20.0,20,1.222317
25.0,25,1.235855
14.0,14,1.24254
20.0,20,1.252557
13.0,13,1.259315
20.0,20,1.269265
20.0,20,1.279434
19.0,19,1.288651
36.0,36,1.30539
24.0,24,1.315492
19.0,19,1.323195
11.0,11,1.514251
20.0,20,1.524956
15.0,15,1.532416
30.0,30,1.545147
13.0,13,1.550489
37.0,37,1.565682
23.0,23,1.575597
24.0,24,1.585846
30.0,30,1.598617
14.0,14,1.604288
16.0,16,1.61081
109.0,109,1.655766
10.0,10,1.659945
68.0,68,1.687676
40.0,40,1.706482
19.0,19,1.715474
12.0,12,1.720436
27.0,27,1.730618
9.0,9,1.73407
18.0,18,1.740727
26.0,26,1.750456
19.0,19,1.757836
23.0,23,1.769508
11.0,11,1.776418
28.0,28,1.7923
13.0,13,1.797955
40.0,40,1.812836
21.0,21,1.820653
43.0,43,1.839139
35.0,35,1.852692
26.0,26,1.865974
18.0,18,1.875246
13.0,13,1.880836
16.0,16,1.888152
15.0,15,1.894161
33.0,33,1.907202
19.0,19,1.914725
13.0,13,1.919911
17.0,17,1.926648
13.0,13,1.931801
14.0,14,1.937366
19.0,19,1.944903
21.0,21,2.050391
22.0,22,2.063876
36.0,36,2.081387
25.0,25,2.09391
27.0,27,2.107294
14.0,14,2.114261
38.0,38,2.133797
25.0,25,2.146504
13.0,13,2.153151
65.0,65,2.186342
15.0,15,2.193814
14.0,14,2.200955
15.0,15,2.208559
13.0,13,2.215106
11.0,11,2.220184
13.0,13,2.226056
12.0,12,2.23172
33.0,33,2.246541
25.0,25,2.258041
16.0,16,2.265561
18.0,18,2.273854
21.0,21,2.283419
30.0,30,2.298827
54.0,54,2.325078
13.0,13,2.33164
21.0,21,2.343584
20.0,20,2.351801
24.0,24,2.361445
42.0,42,2.378115
18.0,18,2.38528
35.0,35,2.399143
35.0,35,2.413248
27.0,27,2.423998
22.0,22,2.432691
18.0,18,2.439811
55.0,55,2.461429
10.0,10,2.465677
19.0,19,2.473244
16.0,16,2.480072
18.0,18,2.487843
34.0,34,2.5026
40.0,40,2.600415
22.0,22,2.60945
24.0,24,2.620259
11.0,11,2.624825
24.0,24,2.63384
18.0,18,2.640866
15.0,15,2.646945
28.0,28,2.658293
19.0,19,2.665844
11.0,11,2.670364
42.0,42,2.688784
18.0,18,2.696153
28.0,28,2.708717
35.0,35,2.722923
31.0,31,2.735198
19.0,19,2.742764
41.0,41,2.758951
26.0,26,2.771531
13.0,13,2.777147
11.0,11,2.781838
32.0,32,2.796692
23.0,23,2.805835
17.0,17,2.812666
23.0,23,2.82245
33.0,33,2.838898
26.0,26,2.851805
13.0,13,2.858056
20.0,20,2.867834
36.0,36,2.885838
12.0,12,2.891727
22.0,22,2.901975
15.0,15,2.909105
66.0,66,2.939282
16.0,16,2.946654
15.0,15,2.953523
31.0,31,2.967654
23.0,23,2.978257
33.0,33,2.99338
27.0,27,3.004464
30.0,30,3.017922
23.0,23,3.028003
37.0,37,3.044794
24.0,24,3.150938
67.0,67,3.176812
20.0,20,3.184478
16.0,16,3.190497
58.0,58,3.212275
18.0,18,3.218982
33.0,33,3.231162
35.0,35,3.245054
117.0,117,3.293482
24.0,24,3.30455
16.0,16,3.31109
40.0,40,3.327602
16.0,16,3.334342
91.0,91,3.369296
31.0,31,3.381352
39.0,39,3.395759
14.0,14,3.401335
20.0,20,3.409136
39.0,39,3.423769
24.0,24,3.432658
