# {"t_start": 1539260199.7173157, "env_id": "CartPole-v0"} 
r,l,t
12.0,12,0.849527
46.0,46,0.868601
13.0,13,0.874119
31.0,31,0.886455
15.0,15,0.892625
18.0,18,0.899999
16.0,16,0.906503
28.0,28,0.917262
16.0,16,0.923834
25.0,25,0.933511
10.0,10,0.937687
12.0,12,0.943278
70.0,70,0.970882
28.0,28,0.98194
12.0,12,0.986844
12.0,12,0.99175
20.0,20,0.999719
38.0,38,1.014365
43.0,43,1.030872
26.0,26,1.040966
17.0,17,1.04768
16.0,16,1.054047
19.0,19,1.061519
16.0,16,1.067974
22.0,22,1.076662
25.0,25,1.086586
20.0,20,1.094512
15.0,15,1.100899
24.0,24,1.11175
18.0,18,1.119627
24.0,24,1.129601
15.0,15,1.136001
13.0,13,1.141556
29.0,29,1.153765
13.0,13,1.15908
14.0,14,1.164824
35.0,35,1.179855
22.0,22,1.189553
16.0,16,1.197206
23.0,23,1.207522
31.0,31,1.222498
20.0,20,1.231758
38.0,38,1.250768
14.0,14,1.258298
13.0,13,1.265068
36.0,36,1.475211
14.0,14,1.481279
15.0,15,1.488754
18.0,18,1.498143
17.0,17,1.507451
51.0,51,1.527643
17.0,17,1.534459
28.0,28,1.545566
26.0,26,1.556201
13.0,13,1.561614
17.0,17,1.568256
55.0,55,1.588822
11.0,11,1.59344
13.0,13,1.598712
19.0,19,1.606364
28.0,28,1.61756
39.0,39,1.633134
43.0,43,1.650739
25.0,25,1.660489
35.0,35,1.674631
31.0,31,1.686755
20.0,20,1.695008
68.0,68,1.721139
29.0,29,1.732782
24.0,24,1.742288
21.0,21,1.750525
11.0,11,1.754857
13.0,13,1.760106
18.0,18,1.767336
17.0,17,1.774263
14.0,14,1.77991
20.0,20,1.78816
21.0,21,1.798499
19.0,19,1.808233
35.0,35,1.825727
16.0,16,1.834226
17.0,17,1.842556
38.0,38,1.861578
17.0,17,1.870194
24.0,24,1.882877
28.0,28,1.896518
16.0,16,1.904832
26.0,26,2.008347
13.0,13,2.014138
32.0,32,2.028104
49.0,49,2.051928
16.0,16,2.059347
39.0,39,2.07866
53.0,53,2.105691
30.0,30,2.121078
11.0,11,2.126525
67.0,67,2.156524
13.0,13,2.161782
34.0,34,2.177305
14.0,14,2.184596
24.0,24,2.196407
25.0,25,2.20748
42.0,42,2.225928
17.0,17,2.233458
37.0,37,2.248183
25.0,25,2.25881
10.0,10,2.263331
19.0,19,2.272262
29.0,29,2.28733
25.0,25,2.299941
19.0,19,2.30765
13.0,13,2.31302
13.0,13,2.318309
10.0,10,2.32255
20.0,20,2.330923
25.0,25,2.341961
44.0,44,2.359871
18.0,18,2.367034
30.0,30,2.378743
17.0,17,2.385531
34.0,34,2.398771
14.0,14,2.404451
21.0,21,2.412797
17.0,17,2.419586
12.0,12,2.424506
11.0,11,2.429054
15.0,15,2.435401
17.0,17,2.442186
15.0,15,2.448491
21.0,21,2.544127
21.0,21,2.552913
17.0,17,2.560107
14.0,14,2.565755
27.0,27,2.576201
40.0,40,2.591272
12.0,12,2.596023
41.0,41,2.612379
40.0,40,2.629031
26.0,26,2.641045
22.0,22,2.651223
14.0,14,2.657752
38.0,38,2.675447
28.0,28,2.689415
15.0,15,2.697094
41.0,41,2.717471
12.0,12,2.723653
87.0,87,2.768116
65.0,65,2.801005
27.0,27,2.81475
14.0,14,2.8214
19.0,19,2.830777
11.0,11,2.835966
15.0,15,2.843516
42.0,42,2.865135
18.0,18,2.874998
67.0,67,2.908963
16.0,16,2.917234
34.0,34,2.934297
40.0,40,2.954044
14.0,14,2.959716
50.0,50,2.979634
51.0,51,3.000079
12.0,12,3.004979
45.0,45,3.117508
20.0,20,3.12901
58.0,58,3.152531
59.0,59,3.176222
18.0,18,3.183437
60.0,60,3.207167
12.0,12,3.211998
25.0,25,3.221992
14.0,14,3.227848
42.0,42,3.245649
20.0,20,3.253716
25.0,25,3.26397
24.0,24,3.273594
13.0,13,3.278814
43.0,43,3.296991
34.0,34,3.311335
37.0,37,3.326354
30.0,30,3.338955
20.0,20,3.347482
26.0,26,3.358162
12.0,12,3.362911
33.0,33,3.376834
16.0,16,3.383667
78.0,78,3.418894
14.0,14,3.426291
47.0,47,3.45064
26.0,26,3.463841
23.0,23,3.475761
52.0,52,3.502571
20.0,20,3.512556
19.0,19,3.521488
22.0,22,3.532084
22.0,22,3.541081
19.0,19,3.54864
38.0,38,3.657773
49.0,49,3.682194
14.0,14,3.68938
42.0,42,3.710838
40.0,40,3.726833
20.0,20,3.735002
29.0,29,3.747998
20.0,20,3.757823
98.0,98,3.807806
36.0,36,3.826115
63.0,63,3.858126
12.0,12,3.863593
14.0,14,3.870042
17.0,17,3.878409
17.0,17,3.886973
28.0,28,3.901066
46.0,46,3.925838
23.0,23,3.938939
11.0,11,3.945225
58.0,58,3.971936
41.0,41,3.988524
18.0,18,3.995666
32.0,32,4.008685
43.0,43,4.026042
23.0,23,4.035274
10.0,10,4.039334
53.0,53,4.060578
44.0,44,4.078319
27.0,27,4.089142
24.0,24,4.098761
12.0,12,4.103606
20.0,20,4.111628
25.0,25,4.122139
28.0,28,4.225646
68.0,68,4.259017
18.0,18,4.2679
71.0,71,4.30349
19.0,19,4.312961
13.0,13,4.319388
16.0,16,4.327374
44.0,44,4.350049
47.0,47,4.373314
51.0,51,4.399539
200.0,200,4.50222
85.0,85,4.545778
37.0,37,4.564544
77.0,77,4.604561
86.0,86,4.648366
21.0,21,4.659062
80.0,80,4.700119
33.0,33,4.717123
38.0,38,4.821509
42.0,42,4.839622
29.0,29,4.851475
75.0,75,4.882581
67.0,67,4.90927
126.0,126,4.95944
69.0,69,4.986553
18.0,18,4.993649
14.0,14,4.999257
15.0,15,5.005291
33.0,33,5.019496
26.0,26,5.032939
130.0,130,5.099518
15.0,15,5.107449
60.0,60,5.137981
167.0,167,5.223263
40.0,40,5.243406
15.0,15,5.250929
13.0,13,5.257358
27.0,27,5.270948
80.0,80,5.407444
16.0,16,5.414195
74.0,74,5.44678
24.0,24,5.456971
24.0,24,5.46713
84.0,84,5.504467
57.0,57,5.528141
20.0,20,5.536871
45.0,45,5.556373
66.0,66,5.584507
23.0,23,5.593746
91.0,91,5.630699
66.0,66,5.658871
28.0,28,5.671158
94.0,94,5.708036
42.0,42,5.727635
24.0,24,5.741256
23.0,23,5.750819
72.0,72,5.780042
62.0,62,5.803721
31.0,31,5.815642
27.0,27,5.931636
11.0,11,5.936738
64.0,64,5.964584
28.0,28,5.976245
61.0,61,6.002816
78.0,78,6.037472
121.0,121,6.0914
83.0,83,6.127287
45.0,45,6.146346
23.0,23,6.157776
64.0,64,6.183765
48.0,48,6.205389
29.0,29,6.218286
101.0,101,6.257485
47.0,47,6.288199
76.0,76,6.327236
97.0,97,6.374316
133.0,133,6.532658
34.0,34,6.547627
165.0,165,6.618552
46.0,46,6.638295
93.0,93,6.681952
25.0,25,6.692865
195.0,195,6.789567
22.0,22,6.800552
75.0,75,6.833161
110.0,110,6.882712
109.0,109,6.939146
71.0,71,7.078068
153.0,153,7.150892
117.0,117,7.199058
145.0,145,7.256884
94.0,94,7.295082
