# {"t_start": 1539260932.7763355, "env_id": "CartPole-v0"} 
r,l,t
10.0,10,0.929454
15.0,15,0.93609
30.0,30,0.948165
17.0,17,0.955037
24.0,24,0.964687
22.0,22,0.973547
15.0,15,0.979623
18.0,18,0.987398
12.0,12,0.992537
26.0,26,1.003418
21.0,21,1.012483
48.0,48,1.03217
16.0,16,1.038597
16.0,16,1.045161
17.0,17,1.052867
18.0,18,1.060822
13.0,13,1.066359
13.0,13,1.071801
21.0,21,1.080769
27.0,27,1.09308
13.0,13,1.099376
17.0,17,1.106721
31.0,31,1.120083
21.0,21,1.129337
29.0,29,1.141533
20.0,20,1.150178
31.0,31,1.163073
22.0,22,1.173135
9.0,9,1.17738
20.0,20,1.186171
11.0,11,1.191346
16.0,16,1.198661
16.0,16,1.206027
21.0,21,1.215573
35.0,35,1.230247
10.0,10,1.234611
28.0,28,1.246112
13.0,13,1.251646
15.0,15,1.257893
21.0,21,1.266603
20.0,20,1.275393
15.0,15,1.282538
17.0,17,1.290419
14.0,14,1.296999
23.0,23,1.30771
21.0,21,1.317122
51.0,51,1.337878
15.0,15,1.344093
12.0,12,1.349401
34.0,34,1.364874
16.0,16,1.563261
47.0,47,1.586627
15.0,15,1.592903
10.0,10,1.596958
25.0,25,1.606905
35.0,35,1.620785
16.0,16,1.627202
24.0,24,1.636749
14.0,14,1.642367
29.0,29,1.653873
29.0,29,1.666432
23.0,23,1.67576
39.0,39,1.691613
57.0,57,1.713705
12.0,12,1.718881
11.0,11,1.723691
10.0,10,1.728385
9.0,9,1.732618
16.0,16,1.739323
28.0,28,1.750994
18.0,18,1.758909
13.0,13,1.764953
42.0,42,1.782775
13.0,13,1.788849
28.0,28,1.801588
10.0,10,1.806227
49.0,49,1.827314
43.0,43,1.8452
15.0,15,1.85204
33.0,33,1.866857
19.0,19,1.875517
23.0,23,1.885514
13.0,13,1.891517
27.0,27,1.903828
37.0,37,1.919935
49.0,49,1.941173
21.0,21,1.950611
9.0,9,1.955029
15.0,15,1.961945
11.0,11,1.967098
25.0,25,1.978734
23.0,23,1.98894
19.0,19,1.996751
81.0,81,2.127135
9.0,9,2.131844
15.0,15,2.139494
64.0,64,2.169079
64.0,64,2.199171
15.0,15,2.20574
18.0,18,2.212883
15.0,15,2.219209
14.0,14,2.225193
11.0,11,2.230025
33.0,33,2.243196
19.0,19,2.252069
17.0,17,2.260326
18.0,18,2.268691
20.0,20,2.277669
16.0,16,2.285544
20.0,20,2.295959
12.0,12,2.302131
37.0,37,2.319503
13.0,13,2.325815
29.0,29,2.340286
50.0,50,2.363136
27.0,27,2.376063
24.0,24,2.386048
11.0,11,2.390495
34.0,34,2.404051
30.0,30,2.419303
30.0,30,2.434227
14.0,14,2.441435
24.0,24,2.453407
40.0,40,2.474793
15.0,15,2.483186
11.0,11,2.489337
43.0,43,2.510765
13.0,13,2.516464
14.0,14,2.522544
20.0,20,2.531165
16.0,16,2.538194
28.0,28,2.549793
37.0,37,2.56632
18.0,18,2.668294
21.0,21,2.677858
47.0,47,2.69653
33.0,33,2.709005
14.0,14,2.714879
78.0,78,2.749038
35.0,35,2.764777
45.0,45,2.785272
18.0,18,2.793569
12.0,12,2.799015
12.0,12,2.803909
35.0,35,2.817933
76.0,76,2.855568
33.0,33,2.872194
64.0,64,2.904751
16.0,16,2.911791
17.0,17,2.91899
31.0,31,2.932748
14.0,14,2.938679
16.0,16,2.945371
43.0,43,2.963695
31.0,31,2.976862
25.0,25,2.988673
43.0,43,3.006364
20.0,20,3.014554
18.0,18,3.021798
12.0,12,3.026762
41.0,41,3.044202
15.0,15,3.050601
23.0,23,3.059957
28.0,28,3.072236
19.0,19,3.079988
50.0,50,3.100973
16.0,16,3.107756
10.0,10,3.111898
38.0,38,3.208633
19.0,19,3.216336
19.0,19,3.226253
76.0,76,3.265489
29.0,29,3.278206
26.0,26,3.288635
31.0,31,3.301033
25.0,25,3.31093
31.0,31,3.322974
34.0,34,3.336644
46.0,46,3.354292
13.0,13,3.359668
10.0,10,3.364001
21.0,21,3.372922
17.0,17,3.379735
27.0,27,3.389997
82.0,82,3.422257
65.0,65,3.449486
79.0,79,3.479069
19.0,19,3.486585
76.0,76,3.516282
18.0,18,3.523167
20.0,20,3.530702
43.0,43,3.546734
34.0,34,3.560613
17.0,17,3.567327
16.0,16,3.573722
25.0,25,3.583253
13.0,13,3.5882
28.0,28,3.599939
18.0,18,3.608241
10.0,10,3.612898
19.0,19,3.715615
12.0,12,3.720293
114.0,114,3.776307
48.0,48,3.800568
127.0,127,3.865189
32.0,32,3.881748
12.0,12,3.887795
36.0,36,3.906006
43.0,43,3.928033
61.0,61,3.959163
17.0,17,3.967908
16.0,16,3.976008
37.0,37,3.994625
25.0,25,4.006238
31.0,31,4.020302
13.0,13,4.026467
66.0,66,4.060596
94.0,94,4.101412
12.0,12,4.106873
18.0,18,4.114449
77.0,77,4.146681
49.0,49,4.167028
36.0,36,4.181403
41.0,41,4.284752
68.0,68,4.323603
12.0,12,4.328761
28.0,28,4.34052
86.0,86,4.375097
58.0,58,4.39848
17.0,17,4.405362
19.0,19,4.413025
76.0,76,4.443287
23.0,23,4.452603
26.0,26,4.4644
28.0,28,4.478252
68.0,68,4.512498
95.0,95,4.560818
44.0,44,4.583001
32.0,32,4.599511
21.0,21,4.610126
39.0,39,4.629843
41.0,41,4.650193
15.0,15,4.657898
92.0,92,4.703906
67.0,67,4.730834
18.0,18,4.738239
38.0,38,4.753467
26.0,26,4.858583
14.0,14,4.864299
52.0,52,4.88581
30.0,30,4.898739
25.0,25,4.909008
63.0,63,4.93528
58.0,58,4.958386
108.0,108,5.000378
44.0,44,5.017274
160.0,160,5.08422
59.0,59,5.10668
26.0,26,5.116526
21.0,21,5.124482
18.0,18,5.131505
81.0,81,5.162119
104.0,104,5.202976
38.0,38,5.219511
39.0,39,5.239185
34.0,34,5.256735
27.0,27,5.270741
28.0,28,5.378904
27.0,27,5.390746
41.0,41,5.409502
34.0,34,5.425192
94.0,94,5.468286
18.0,18,5.476407
68.0,68,5.507291
20.0,20,5.516285
31.0,31,5.530767
29.0,29,5.543819
60.0,60,5.571007
87.0,87,5.610435
71.0,71,5.642805
101.0,101,5.695033
28.0,28,5.710981
45.0,45,5.733362
79.0,79,5.77383
74.0,74,5.806694
29.0,29,5.822797
21.0,21,5.837501
107.0,107,5.995976
96.0,96,6.051496
53.0,53,6.083625
82.0,82,6.117829
13.0,13,6.125216
96.0,96,6.167789
24.0,24,6.178106
107.0,107,6.222854
117.0,117,6.274947
28.0,28,6.287887
13.0,13,6.294086
25.0,25,6.306436
118.0,118,6.36596
192.0,192,6.565706
110.0,110,6.609135
124.0,124,6.659947
200.0,200,6.745132
14.0,14,6.750694
189.0,189,6.82342
62.0,62,6.850232
79.0,79,6.885011
169.0,169,6.959224
174.0,174,7.139692
134.0,134,7.208631
200.0,200,7.303476
88.0,88,7.336311
99.0,99,7.372982
85.0,85,7.409603
86.0,86,7.445205
63.0,63,7.469387
72.0,72,7.50009
76.0,76,7.531777
109.0,109,7.730563
101.0,101,7.787335
46.0,46,7.813387
141.0,141,7.873741
38.0,38,7.890395
59.0,59,7.913848
80.0,80,7.95006
168.0,168,8.035074
200.0,200,8.129374
67.0,67,8.154387
200.0,200,8.321692
122.0,122,8.370398
137.0,137,8.423085
184.0,184,8.492349
200.0,200,8.572941
23.0,23,8.582379
186.0,186,8.674329
14.0,14,8.781554
59.0,59,8.811079
200.0,200,8.905042
173.0,173,8.978292
78.0,78,9.012301
200.0,200,9.110459
150.0,150,9.187745
71.0,71,9.219517
168.0,168,9.391457
200.0,200,9.494134
179.0,179,9.586311
200.0,200,9.68784
200.0,200,9.772744
43.0,43,9.791284
119.0,119,9.84271
174.0,174,10.025879
200.0,200,10.112378
200.0,200,10.207749
57.0,57,10.23772
200.0,200,10.340065
174.0,174,10.430126
137.0,137,10.574953
200.0,200,10.654061
200.0,200,10.750894
200.0,200,10.838477
159.0,159,10.898527
200.0,200,11.07304
200.0,200,11.162921
200.0,200,11.254898
127.0,127,11.308308
165.0,165,11.370029
200.0,200,11.447664
200.0,200,11.638754
200.0,200,11.717312
147.0,147,11.77534
200.0,200,11.863337
200.0,200,11.954955
200.0,200,12.131926
200.0,200,12.208903
146.0,146,12.270109
200.0,200,12.357484
170.0,170,12.432003
200.0,200,12.506249
184.0,184,12.690244
200.0,200,12.784449
199.0,199,12.876106
200.0,200,12.955674
200.0,200,13.031528
189.0,189,13.211559
177.0,177,13.280311
200.0,200,13.360231
200.0,200,13.449181
200.0,200,13.539143
200.0,200,13.720061
200.0,200,13.796447
200.0,200,13.879386
200.0,200,13.967729
200.0,200,14.04601
200.0,200,14.218855
112.0,112,14.275259
200.0,200,14.376624
200.0,200,14.478118
200.0,200,14.558753
166.0,166,14.621453
200.0,200,14.803765
200.0,200,14.879466
200.0,200,14.959152
147.0,147,15.021933
200.0,200,15.113971
200.0,200,15.206751
200.0,200,15.378277
200.0,200,15.463418
200.0,200,15.564938
200.0,200,15.650181
200.0,200,15.733804
200.0,200,15.93419
200.0,200,16.036428
200.0,200,16.12955
200.0,200,16.209805
200.0,200,16.307231
200.0,200,16.492044
200.0,200,16.576148
200.0,200,16.659018
200.0,200,16.765854
200.0,200,16.868527
200.0,200,17.041937
200.0,200,17.147966
200.0,200,17.236254
200.0,200,17.321633
200.0,200,17.410738
200.0,200,17.594005
66.0,66,17.619828
200.0,200,17.707695
200.0,200,17.78728
200.0,200,17.879663
190.0,190,17.975549
200.0,200,18.14736
200.0,200,18.248207
200.0,200,18.346899
200.0,200,18.447759
200.0,200,18.538171
200.0,200,18.699416
200.0,200,18.783019
199.0,199,18.868869
200.0,200,18.968096
200.0,200,19.050483
200.0,200,19.231592
200.0,200,19.314113
200.0,200,19.396552
200.0,200,19.470679
200.0,200,19.556244
159.0,159,19.704681
200.0,200,19.795974
20.0,20,19.806117
200.0,200,19.90753
200.0,200,20.010206
200.0,200,20.101424
200.0,200,20.284104
200.0,200,20.367544
200.0,200,20.450126
200.0,200,20.527513
200.0,200,20.606441
200.0,200,20.685393
200.0,200,20.87393
200.0,200,20.967422
200.0,200,21.043779
200.0,200,21.12126
200.0,200,21.210634
200.0,200,21.376054
200.0,200,21.479084
200.0,200,21.58173
200.0,200,21.68517
200.0,200,21.789554
200.0,200,21.979705
192.0,192,22.060262
200.0,200,22.141099
200.0,200,22.242986
72.0,72,22.279649
200.0,200,22.381404
200.0,200,22.560332
200.0,200,22.639423
200.0,200,22.720755
200.0,200,22.810853
200.0,200,22.890278
200.0,200,23.097001
200.0,200,23.198565
200.0,200,23.300685
50.0,50,23.326157
200.0,200,23.415349
200.0,200,23.499542
200.0,200,23.735807
200.0,200,23.848313
200.0,200,23.960072
200.0,200,24.056924
200.0,200,24.139268
200.0,200,24.305089
200.0,200,24.385175
200.0,200,24.464763
200.0,200,24.545057
200.0,200,24.626233
200.0,200,24.821193
200.0,200,24.909095
200.0,200,24.989362
200.0,200,25.087616
200.0,200,25.179109
200.0,200,25.353558
200.0,200,25.440192
200.0,200,25.538908
200.0,200,25.640182
200.0,200,25.741879
200.0,200,25.93533
200.0,200,26.036344
170.0,170,26.117222
200.0,200,26.20517
200.0,200,26.30546
200.0,200,26.503496
200.0,200,26.596947
200.0,200,26.67242
76.0,76,26.701097
200.0,200,26.78922
200.0,200,26.867363
200.0,200,27.045767
200.0,200,27.140128
200.0,200,27.243862
200.0,200,27.345482
200.0,200,27.43398
200.0,200,27.624864
200.0,200,27.708434
200.0,200,27.795737
200.0,200,27.874794
200.0,200,27.953697
200.0,200,28.12818
200.0,200,28.210562
175.0,175,28.285937
200.0,200,28.384968
200.0,200,28.480482
200.0,200,28.576363
200.0,200,28.780691
200.0,200,28.883902
200.0,200,28.986202
200.0,200,29.071392
200.0,200,29.152863
200.0,200,29.339176
200.0,200,29.433099
200.0,200,29.53555
200.0,200,29.637246
200.0,200,29.736709
200.0,200,29.919408
200.0,200,30.013125
200.0,200,30.099858
200.0,200,30.21204
200.0,200,30.296858
200.0,200,30.508295
200.0,200,30.611106
200.0,200,30.691187
200.0,200,30.771712
200.0,200,30.87108
200.0,200,31.058732
200.0,200,31.156226
200.0,200,31.248119
200.0,200,31.332554
200.0,200,31.424886
200.0,200,31.601112
200.0,200,31.685843
200.0,200,31.773112
200.0,200,31.861134
200.0,200,31.949574
200.0,200,32.123055
200.0,200,32.219311
200.0,200,32.308317
200.0,200,32.393121
200.0,200,32.481887
69.0,69,32.509807
197.0,197,32.697889
200.0,200,32.800085
200.0,200,32.901518
148.0,148,32.976837
190.0,190,33.057496
200.0,200,33.13241
24.0,24,33.239776
200.0,200,33.329856
200.0,200,33.425482
200.0,200,33.527386
200.0,200,33.630216
200.0,200,33.732751
200.0,200,33.90219
200.0,200,33.991555
200.0,200,34.078399
200.0,200,34.155203
200.0,200,34.245152
200.0,200,34.45117
200.0,200,34.553149
200.0,200,34.641801
200.0,200,34.718824
200.0,200,34.816938
200.0,200,34.986582
200.0,200,35.088983
200.0,200,35.196665
200.0,200,35.297452
200.0,200,35.399433
200.0,200,35.571787
200.0,200,35.657634
200.0,200,35.735606
200.0,200,35.828157
200.0,200,35.929283
200.0,200,36.10455
200.0,200,36.183923
200.0,200,36.266729
200.0,200,36.344474
200.0,200,36.439594
200.0,200,36.609805
200.0,200,36.704375
200.0,200,36.80613
200.0,200,36.908527
200.0,200,36.990062
200.0,200,37.150448
