# {"t_start": 1539261953.9937441, "env_id": "CartPole-v0"} 
r,l,t
17.0,17,0.8317
19.0,19,0.839154
23.0,23,0.848114
29.0,29,0.859725
13.0,13,0.865029
17.0,17,0.871766
27.0,27,0.882203
24.0,24,0.891651
18.0,18,0.898836
15.0,15,0.904671
12.0,12,0.909275
10.0,10,0.913286
16.0,16,0.919458
61.0,61,0.944223
29.0,29,0.95676
24.0,24,0.96598
43.0,43,0.982469
10.0,10,0.986314
19.0,19,0.993466
26.0,26,1.004056
11.0,11,1.00845
10.0,10,1.012307
39.0,39,1.02801
34.0,34,1.041727
42.0,42,1.058997
19.0,19,1.066917
48.0,48,1.085402
32.0,32,1.098784
12.0,12,1.103999
25.0,25,1.114852
51.0,51,1.136538
11.0,11,1.141756
13.0,13,1.147816
44.0,44,1.168303
35.0,35,1.183837
13.0,13,1.189684
31.0,31,1.203671
32.0,32,1.218042
10.0,10,1.222873
25.0,25,1.234396
11.0,11,1.239628
36.0,36,1.4406
17.0,17,1.447532
20.0,20,1.455496
72.0,72,1.483985
18.0,18,1.49117
29.0,29,1.502708
16.0,16,1.509065
13.0,13,1.51427
14.0,14,1.519858
13.0,13,1.525018
11.0,11,1.52943
28.0,28,1.540515
19.0,19,1.548065
24.0,24,1.557622
26.0,26,1.567937
32.0,32,1.580574
33.0,33,1.593622
44.0,44,1.611062
21.0,21,1.619632
16.0,16,1.626055
46.0,46,1.644047
22.0,22,1.652856
30.0,30,1.664789
25.0,25,1.674343
13.0,13,1.679777
18.0,18,1.686544
12.0,12,1.691182
16.0,16,1.697562
21.0,21,1.706047
12.0,12,1.711018
33.0,33,1.724461
37.0,37,1.738945
31.0,31,1.750863
14.0,14,1.757132
35.0,35,1.775079
23.0,23,1.78668
22.0,22,1.797746
44.0,44,1.820161
21.0,21,1.82995
25.0,25,1.841654
27.0,27,1.854223
39.0,39,1.967004
17.0,17,1.975217
40.0,40,1.995179
17.0,17,2.003436
20.0,20,2.013583
21.0,21,2.024501
20.0,20,2.034433
14.0,14,2.04146
39.0,39,2.062268
18.0,18,2.07144
22.0,22,2.08264
25.0,25,2.09574
14.0,14,2.103102
38.0,38,2.122532
51.0,51,2.148529
21.0,21,2.159042
13.0,13,2.165703
51.0,51,2.189119
15.0,15,2.196225
79.0,79,2.231598
46.0,46,2.252655
12.0,12,2.258313
18.0,18,2.266358
13.0,13,2.271853
37.0,37,2.285893
29.0,29,2.296661
15.0,15,2.302302
28.0,28,2.312648
16.0,16,2.319219
12.0,12,2.323866
19.0,19,2.33135
25.0,25,2.341762
55.0,55,2.36363
29.0,29,2.375041
33.0,33,2.387667
9.0,9,2.391483
50.0,50,2.410879
30.0,30,2.506453
11.0,11,2.511581
39.0,39,2.526953
85.0,85,2.560842
13.0,13,2.567408
19.0,19,2.576371
14.0,14,2.583563
19.0,19,2.592687
24.0,24,2.604625
30.0,30,2.619122
29.0,29,2.63258
9.0,9,2.636715
75.0,75,2.670527
32.0,32,2.684998
23.0,23,2.695632
21.0,21,2.705475
48.0,48,2.728428
24.0,24,2.740542
46.0,46,2.763702
49.0,49,2.788569
23.0,23,2.799892
17.0,17,2.808336
60.0,60,2.837723
31.0,31,2.853254
18.0,18,2.862278
107.0,107,2.912682
