# {"t_start": 1539260580.611646, "env_id": "CartPole-v0"} 
r,l,t
55.0,55,0.89019
26.0,26,0.90089
13.0,13,0.906157
49.0,49,0.925957
26.0,26,0.936863
10.0,10,0.941037
15.0,15,0.947661
24.0,24,0.957377
11.0,11,0.96189
35.0,35,0.976039
33.0,33,0.991574
25.0,25,1.00708
23.0,23,1.018809
27.0,27,1.029661
45.0,45,1.047787
16.0,16,1.054365
53.0,53,1.075858
16.0,16,1.082779
14.0,14,1.088933
16.0,16,1.095944
19.0,19,1.10578
17.0,17,1.114396
15.0,15,1.121258
19.0,19,1.1312
28.0,28,1.144302
15.0,15,1.151333
17.0,17,1.159314
39.0,39,1.177402
25.0,25,1.188971
22.0,22,1.198407
15.0,15,1.20456
13.0,13,1.210054
12.0,12,1.216327
22.0,22,1.226803
25.0,25,1.23835
12.0,12,1.244285
25.0,25,1.255756
22.0,22,1.267135
16.0,16,1.275307
11.0,11,1.280712
23.0,23,1.29117
16.0,16,1.298969
20.0,20,1.309178
10.0,10,1.31423
13.0,13,1.320262
23.0,23,1.526053
12.0,12,1.531278
33.0,33,1.545721
16.0,16,1.552637
20.0,20,1.561506
13.0,13,1.566885
18.0,18,1.575661
14.0,14,1.581137
31.0,31,1.595482
27.0,27,1.608259
24.0,24,1.621193
34.0,34,1.637707
17.0,17,1.645508
31.0,31,1.660542
10.0,10,1.665488
10.0,10,1.670305
14.0,14,1.676922
51.0,51,1.697475
13.0,13,1.704058
19.0,19,1.712127
19.0,19,1.720193
39.0,39,1.738595
20.0,20,1.751148
15.0,15,1.758354
21.0,21,1.768151
11.0,11,1.773835
73.0,73,1.805044
14.0,14,1.811637
23.0,23,1.823077
11.0,11,1.829751
19.0,19,1.839637
13.0,13,1.8476
39.0,39,1.865392
35.0,35,1.87975
25.0,25,1.892248
9.0,9,1.897459
34.0,34,1.917382
25.0,25,1.931276
12.0,12,1.93764
65.0,65,1.963026
34.0,34,1.976643
25.0,25,1.986757
34.0,34,2.000442
14.0,14,2.086196
48.0,48,2.110457
35.0,35,2.128355
10.0,10,2.133621
40.0,40,2.15463
72.0,72,2.192264
19.0,19,2.203446
19.0,19,2.2159
12.0,12,2.223309
29.0,29,2.238311
35.0,35,2.253542
15.0,15,2.260074
9.0,9,2.263859
56.0,56,2.288792
34.0,34,2.30289
32.0,32,2.317063
18.0,18,2.326985
16.0,16,2.333689
11.0,11,2.33869
21.0,21,2.349379
22.0,22,2.360092
29.0,29,2.372733
51.0,51,2.398022
13.0,13,2.405195
29.0,29,2.420177
45.0,45,2.438895
33.0,33,2.45265
26.0,26,2.463134
18.0,18,2.47065
23.0,23,2.479969
61.0,61,2.504756
25.0,25,2.514863
16.0,16,2.52167
12.0,12,2.5267
19.0,19,2.534312
23.0,23,2.54336
29.0,29,2.555286
19.0,19,2.645702
12.0,12,2.651524
43.0,43,2.668443
28.0,28,2.679848
14.0,14,2.685486
93.0,93,2.722193
23.0,23,2.731666
19.0,19,2.739003
16.0,16,2.745135
19.0,19,2.752613
17.0,17,2.759206
9.0,9,2.762746
15.0,15,2.76859
34.0,34,2.781975
17.0,17,2.788541
31.0,31,2.800529
40.0,40,2.816012
24.0,24,2.825398
28.0,28,2.836372
45.0,45,2.859234
58.0,58,2.887403
14.0,14,2.894835
25.0,25,2.905991
16.0,16,2.913204
14.0,14,2.919884
103.0,103,2.967465
11.0,11,2.972779
24.0,24,2.984033
35.0,35,3.000399
9.0,9,3.004569
19.0,19,3.013671
22.0,22,3.024027
21.0,21,3.032938
30.0,30,3.046058
39.0,39,3.06387
19.0,19,3.071846
16.0,16,3.07863
36.0,36,3.193769
17.0,17,3.201933
16.0,16,3.209896
20.0,20,3.2216
72.0,72,3.260295
30.0,30,3.272456
24.0,24,3.282024
26.0,26,3.29271
12.0,12,3.297409
36.0,36,3.311778
15.0,15,3.317965
15.0,15,3.324607
20.0,20,3.332493
13.0,13,3.337767
24.0,24,3.347136
17.0,17,3.353701
49.0,49,3.373451
22.0,22,3.383335
23.0,23,3.392356
9.0,9,3.396064
19.0,19,3.403203
41.0,41,3.418583
20.0,20,3.426877
25.0,25,3.436631
34.0,34,3.44965
23.0,23,3.458651
22.0,22,3.46718
30.0,30,3.478987
34.0,34,3.49198
8.0,8,3.49514
20.0,20,3.502758
41.0,41,3.51948
24.0,24,3.529206
62.0,62,3.552757
16.0,16,3.559108
26.0,26,3.56921
31.0,31,3.582071
37.0,37,3.59607
58.0,58,3.717031
47.0,47,3.738606
18.0,18,3.746714
93.0,93,3.78988
32.0,32,3.809322
19.0,19,3.820361
68.0,68,3.856527
37.0,37,3.875753
21.0,21,3.886776
41.0,41,3.907897
10.0,10,3.912779
33.0,33,3.926684
24.0,24,3.936516
23.0,23,3.946284
23.0,23,3.955514
22.0,22,3.965725
35.0,35,3.984208
99.0,99,4.028599
23.0,23,4.040226
70.0,70,4.071316
28.0,28,4.083554
12.0,12,4.088946
24.0,24,4.100506
44.0,44,4.119777
76.0,76,4.157087
37.0,37,4.174412
32.0,32,4.279648
57.0,57,4.303489
81.0,81,4.336753
12.0,12,4.341735
45.0,45,4.359426
91.0,91,4.394663
13.0,13,4.399699
67.0,67,4.434044
21.0,21,4.445918
32.0,32,4.459935
14.0,14,4.465772
31.0,31,4.478576
27.0,27,4.48986
51.0,51,4.515452
16.0,16,4.523937
64.0,64,4.557522
110.0,110,4.614166
30.0,30,4.630183
42.0,42,4.652562
102.0,102,4.703302
15.0,15,4.710588
17.0,17,4.719438
84.0,84,4.763168
20.0,20,4.870553
24.0,24,4.881278
75.0,75,4.915175
18.0,18,4.92568
79.0,79,4.962979
55.0,55,4.990295
100.0,100,5.035785
28.0,28,5.04819
24.0,24,5.059677
43.0,43,5.080996
84.0,84,5.1215
20.0,20,5.129802
11.0,11,5.135076
94.0,94,5.178868
43.0,43,5.199605
80.0,80,5.233589
22.0,22,5.243742
94.0,94,5.282787
53.0,53,5.305683
39.0,39,5.324754
114.0,114,5.485987
25.0,25,5.496512
54.0,54,5.519683
116.0,116,5.573999
17.0,17,5.581362
39.0,39,5.597039
100.0,100,5.639758
23.0,23,5.649635
23.0,23,5.658499
107.0,107,5.699238
102.0,102,5.739099
149.0,149,5.80017
31.0,31,5.812895
144.0,144,5.959509
87.0,87,5.994714
52.0,52,6.014668
122.0,122,6.060838
63.0,63,6.087077
150.0,150,6.163507
54.0,54,6.189564
123.0,123,6.252798
16.0,16,6.261009
117.0,117,6.321413
77.0,77,6.360295
10.0,10,6.365063
131.0,131,6.430792
114.0,114,6.566254
125.0,125,6.623204
34.0,34,6.636884
189.0,189,6.712429
125.0,125,6.761754
42.0,42,6.778883
65.0,65,6.804964
94.0,94,6.84266
17.0,17,6.849702
18.0,18,6.856969
134.0,134,6.921905
59.0,59,6.952946
114.0,114,7.10973
161.0,161,7.194689
44.0,44,7.21788
122.0,122,7.268499
114.0,114,7.312161
111.0,111,7.355229
17.0,17,7.361938
21.0,21,7.372017
71.0,71,7.41123
42.0,42,7.435434
17.0,17,7.445272
63.0,63,7.4723
36.0,36,7.485851
75.0,75,7.514663
43.0,43,7.532267
101.0,101,7.6611
200.0,200,7.746079
66.0,66,7.775396
127.0,127,7.838623
33.0,33,7.85155
179.0,179,7.920876
167.0,167,7.998096
114.0,114,8.065032
134.0,134,8.247599
200.0,200,8.346584
111.0,111,8.390911
179.0,179,8.478936
61.0,61,8.51077
30.0,30,8.522706
30.0,30,8.535922
129.0,129,8.598184
191.0,191,8.774564
67.0,67,8.803927
110.0,110,8.852599
165.0,165,8.934712
52.0,52,8.957377
200.0,200,9.074832
37.0,37,9.089762
118.0,118,9.139863
200.0,200,9.22713
174.0,174,9.398756
167.0,167,9.477582
72.0,72,9.509845
149.0,149,9.57618
174.0,174,9.653494
171.0,171,9.721364
159.0,159,9.794068
200.0,200,9.981566
200.0,200,10.079409
159.0,159,10.16114
149.0,149,10.244025
129.0,129,10.313981
138.0,138,10.401492
141.0,141,10.59464
200.0,200,10.679074
200.0,200,10.771465
157.0,157,10.852
200.0,200,10.9445
135.0,135,11.020685
176.0,176,11.205898
97.0,97,11.247897
189.0,189,11.337772
199.0,199,11.419906
118.0,118,11.472436
169.0,169,11.549736
162.0,162,11.71673
172.0,172,11.801106
146.0,146,11.876639
152.0,152,11.947079
179.0,179,12.027377
200.0,200,12.111778
148.0,148,12.174308
200.0,200,12.34704
200.0,200,12.424604
147.0,147,12.493015
200.0,200,12.573472
180.0,180,12.645699
200.0,200,12.806403
157.0,157,12.878756
200.0,200,12.955265
106.0,106,12.997011
140.0,140,13.051855
200.0,200,13.127317
200.0,200,13.318022
200.0,200,13.398448
200.0,200,13.501319
197.0,197,13.603193
181.0,181,13.694403
200.0,200,13.863697
200.0,200,13.94212
200.0,200,14.021937
200.0,200,14.102076
146.0,146,14.160135
162.0,162,14.224519
