# {"t_start": 1539259714.2070093, "env_id": "CartPole-v0"} 
r,l,t
15.0,15,0.880309
16.0,16,0.886715
14.0,14,0.892104
18.0,18,0.89886
84.0,84,0.930304
17.0,17,0.939258
24.0,24,0.952865
25.0,25,0.963089
23.0,23,0.972437
23.0,23,0.982155
19.0,19,0.989995
13.0,13,0.995047
15.0,15,1.000971
14.0,14,1.006394
37.0,37,1.021227
50.0,50,1.046865
10.0,10,1.051222
18.0,18,1.059891
16.0,16,1.06768
17.0,17,1.075179
18.0,18,1.08391
21.0,21,1.097317
14.0,14,1.105929
42.0,42,1.125852
17.0,17,1.133144
27.0,27,1.145685
43.0,43,1.165412
13.0,13,1.172085
25.0,25,1.18359
17.0,17,1.192087
37.0,37,1.209228
13.0,13,1.217243
14.0,14,1.223573
52.0,52,1.24578
15.0,15,1.253509
17.0,17,1.261035
23.0,23,1.272168
26.0,26,1.285056
34.0,34,1.301695
18.0,18,1.310358
18.0,18,1.318596
36.0,36,1.336181
19.0,19,1.559854
21.0,21,1.572263
56.0,56,1.599022
19.0,19,1.607208
42.0,42,1.627688
27.0,27,1.644476
20.0,20,1.655723
19.0,19,1.666485
21.0,21,1.676344
30.0,30,1.691319
52.0,52,1.721419
21.0,21,1.730294
11.0,11,1.735059
27.0,27,1.749318
16.0,16,1.755844
23.0,23,1.765396
16.0,16,1.771863
33.0,33,1.785872
24.0,24,1.797251
15.0,15,1.804236
14.0,14,1.810104
58.0,58,1.842976
11.0,11,1.848558
20.0,20,1.858322
57.0,57,1.892124
51.0,51,1.920823
15.0,15,1.928942
21.0,21,1.937113
25.0,25,1.946733
19.0,19,1.954085
12.0,12,1.958863
43.0,43,1.978753
26.0,26,1.99051
53.0,53,2.015056
26.0,26,2.02705
11.0,11,2.032049
33.0,33,2.048187
29.0,29,2.062056
77.0,77,2.198941
14.0,14,2.20634
14.0,14,2.213553
22.0,22,2.223788
22.0,22,2.233947
46.0,46,2.25508
40.0,40,2.272242
51.0,51,2.295427
38.0,38,2.312441
32.0,32,2.32705
33.0,33,2.342037
126.0,126,2.399057
16.0,16,2.406549
18.0,18,2.414924
63.0,63,2.438832
44.0,44,2.45524
22.0,22,2.46349
63.0,63,2.486856
19.0,19,2.494031
48.0,48,2.512097
42.0,42,2.52893
61.0,61,2.552022
10.0,10,2.557914
50.0,50,2.580053
12.0,12,2.584644
39.0,39,2.601444
38.0,38,2.706022
19.0,19,2.714223
