ev_tdlam_before,surrgain,EpLenMean,entropy,TimeElapsed,EpThisIter,entloss,EpRewMean,TimestepsSoFar,optimgain,meankl,EpisodesSoFar
0.9961950478609651,0.010798136,175.525,0.5717366,35.94465184211731,6,0.0,175.525,67535,0.010798136,0.0009861382,740
0.9816285334527493,0.003775701,176.35,0.5706418,36.45900011062622,5,0.0,176.35,68424,0.003775701,0.0008567173,745
0.9653038159012794,0.0028498042,178.45,0.5868057,37.019211530685425,6,0.0,178.45,69569,0.0028498042,0.0006966292,751
0.9793374072760344,0.00343268,178.825,0.5840324,37.57483768463135,6,0.0,178.825,70612,0.00343268,0.0007952668,757
0.9742787014693022,0.0024567302,177.025,0.57656765,38.122164487838745,6,0.0,177.025,71576,0.0024567302,0.0007093938,763
0.98784589022398,0.009123487,176.5,0.5627213,38.693562030792236,6,0.0,176.5,72583,0.009123487,0.00063076196,769
0.9859621273353696,0.006062757,176.6,0.5634533,39.24681544303894,6,0.0,176.6,73693,0.006062757,0.0007626915,775
0.993559910915792,0.006939671,176.95,0.55708927,39.75069212913513,5,0.0,176.95,74613,0.006939671,0.00085298915,780
0.9763336144387722,0.0037257527,176.475,0.55838585,40.27873373031616,6,0.0,176.475,75683,0.0037257527,0.00091146975,786
0.9516019560396671,0.0057713613,177.225,0.57567334,40.77429914474487,5,0.0,177.225,76658,0.0057713613,0.0006571929,791
0.9879598123952746,0.0115174465,177.6,0.5354259,41.293628215789795,6,0.0,177.6,77716,0.0115174465,0.00096366147,797
0.9609558880329132,0.004688844,179.5,0.5500863,41.817575454711914,6,0.0,179.5,78756,0.004688844,0.0010250127,803
0.9697733856737614,0.011756962,184.025,0.5810286,42.382925510406494,5,0.0,184.025,79744,0.011756962,0.0007697581,808
0.9759886525571346,0.003675932,184.5,0.57635194,42.90317726135254,6,0.0,184.5,80873,0.003675932,0.0007707132,814
0.9782512672245502,0.003955866,184.875,0.56452024,43.392234563827515,5,0.0,184.875,81827,0.003955866,0.00091944606,819
0.9891840377822518,0.008706819,188.125,0.5655257,43.939645528793335,5,0.0,188.125,82827,0.008706819,0.0009968352,824
0.9569975025951862,0.0074570393,188.575,0.5687971,44.45820140838623,5,0.0,188.575,83826,0.0074570393,0.00074847543,829
0.9512186944484711,0.010525606,188.875,0.57099724,45.013102769851685,5,0.0,188.875,84808,0.010525606,0.000803332,834
0.9594705551862717,0.006472662,192.925,0.5692769,45.554789304733276,6,0.0,192.925,85964,0.006472662,0.00052450685,840
0.9758570920675993,0.0058245175,195.0,0.5668222,46.0722918510437,5,0.0,195.0,86955,0.0058245175,0.00077281514,845
0.9459213986992836,0.00659688,194.325,0.5644207,46.62908983230591,5,0.0,194.325,87867,0.00659688,0.0006552182,850
0.9383205026388168,0.0052771308,194.975,0.5693375,47.14627265930176,6,0.0,194.975,89067,0.0052771308,0.0007638684,856
0.946434523910284,0.012627621,193.4,0.5363302,47.68062949180603,5,0.0,193.4,89963,0.012627621,0.00084434927,861
0.9075996652245522,0.0060692243,192.4,0.5795157,48.25908660888672,6,0.0,192.4,91123,0.0060692243,0.00074345304,867
0.9185355380177498,0.004970717,192.85,0.5774092,48.792343854904175,5,0.0,192.85,92122,0.004970717,0.00058084785,872
0.9810510408133268,0.013644448,193.05,0.58515763,49.298593282699585,5,0.0,193.05,93118,0.013644448,0.000601292,877
0.946916040033102,0.0025725607,193.725,0.5613986,49.88282775878906,5,0.0,193.725,94104,0.0025725607,0.0007349537,882
0.9359146133065224,0.006519084,193.725,0.54972494,50.41224956512451,5,0.0,193.725,95104,0.006519084,0.0008373881,887
0.9636101350188255,0.0048009073,195.925,0.55622935,50.91990804672241,5,0.0,195.925,96104,0.0048009073,0.0009639761,892
0.9714241474866867,0.008569622,198.525,0.54976726,51.49087715148926,5,0.0,198.525,97104,0.008569622,0.0009506083,897
0.9529707804322243,0.0058157127,199.525,0.5713762,52.00026988983154,6,0.0,199.525,98304,0.0058157127,0.0011135968,903
0.9400008507072926,0.00806804,199.525,0.54590404,52.508450508117676,5,0.0,199.525,99304,0.00806804,0.0011848104,908
0.9790949858725071,0.009938864,199.55,0.54674554,53.05038523674011,5,0.0,199.55,100304,0.009938864,0.0007675576,913
