# {"t_start": 1539260374.8569074, "env_id": "CartPole-v0"} 
r,l,t
17.0,17,0.884387
16.0,16,0.891501
19.0,19,0.899327
23.0,23,0.90902
55.0,55,0.931678
26.0,26,0.942753
11.0,11,0.947472
56.0,56,0.970621
16.0,16,0.976816
19.0,19,0.984682
10.0,10,0.988802
19.0,19,0.996933
25.0,25,1.007435
18.0,18,1.014621
15.0,15,1.020525
32.0,32,1.033607
18.0,18,1.041148
45.0,45,1.059242
37.0,37,1.074718
30.0,30,1.086782
19.0,19,1.096552
18.0,18,1.105425
15.0,15,1.112254
19.0,19,1.12197
25.0,25,1.134747
13.0,13,1.141355
12.0,12,1.147228
28.0,28,1.161588
19.0,19,1.170764
18.0,18,1.179716
20.0,20,1.189985
10.0,10,1.195017
14.0,14,1.20192
22.0,22,1.213173
18.0,18,1.222289
24.0,24,1.234521
34.0,34,1.251892
29.0,29,1.266024
17.0,17,1.274593
29.0,29,1.287011
38.0,38,1.302043
50.0,50,1.322959
48.0,48,1.533545
21.0,21,1.543847
20.0,20,1.553446
13.0,13,1.559743
42.0,42,1.580946
28.0,28,1.595095
57.0,57,1.620761
17.0,17,1.627587
15.0,15,1.634135
17.0,17,1.641428
22.0,22,1.650655
33.0,33,1.663794
18.0,18,1.670879
24.0,24,1.680285
64.0,64,1.704635
23.0,23,1.714538
10.0,10,1.719026
15.0,15,1.725428
18.0,18,1.732625
12.0,12,1.737399
32.0,32,1.75016
9.0,9,1.75383
13.0,13,1.75945
19.0,19,1.767573
26.0,26,1.7783
10.0,10,1.782393
19.0,19,1.789974
22.0,22,1.799043
14.0,14,1.804408
20.0,20,1.812261
26.0,26,1.82324
11.0,11,1.827689
27.0,27,1.838044
14.0,14,1.843383
13.0,13,1.84831
19.0,19,1.855553
16.0,16,1.861879
14.0,14,1.867385
13.0,13,1.872292
30.0,30,1.883949
15.0,15,1.889849
24.0,24,1.899174
20.0,20,1.907032
30.0,30,1.921496
11.0,11,1.927074
31.0,31,1.942285
11.0,11,1.947741
24.0,24,1.960057
25.0,25,2.067669
21.0,21,2.077709
21.0,21,2.088096
13.0,13,2.094218
9.0,9,2.098537
39.0,39,2.11774
37.0,37,2.138152
22.0,22,2.14948
25.0,25,2.162019
15.0,15,2.169306
17.0,17,2.177155
15.0,15,2.184
18.0,18,2.19313
11.0,11,2.198772
17.0,17,2.207277
77.0,77,2.245966
11.0,11,2.251469
19.0,19,2.260919
14.0,14,2.268065
14.0,14,2.275013
33.0,33,2.29226
13.0,13,2.299614
13.0,13,2.305987
23.0,23,2.316947
13.0,13,2.323
11.0,11,2.328075
36.0,36,2.344465
53.0,53,2.36699
15.0,15,2.373369
15.0,15,2.379353
19.0,19,2.387167
21.0,21,2.395873
29.0,29,2.408276
72.0,72,2.435958
18.0,18,2.443037
39.0,39,2.457836
12.0,12,2.462728
18.0,18,2.469747
17.0,17,2.476424
12.0,12,2.481232
18.0,18,2.488567
16.0,16,2.494502
14.0,14,2.499813
44.0,44,2.517058
31.0,31,2.613254
50.0,50,2.633463
20.0,20,2.641463
77.0,77,2.671494
35.0,35,2.685203
15.0,15,2.691007
19.0,19,2.69816
13.0,13,2.703289
11.0,11,2.707796
17.0,17,2.715278
26.0,26,2.727917
11.0,11,2.732571
16.0,16,2.738889
19.0,19,2.746376
20.0,20,2.754381
35.0,35,2.768427
25.0,25,2.778248
11.0,11,2.782767
22.0,22,2.793538
12.0,12,2.799828
13.0,13,2.806663
56.0,56,2.834842
21.0,21,2.845309
9.0,9,2.849473
17.0,17,2.858019
43.0,43,2.877644
39.0,39,2.897074
44.0,44,2.919488
23.0,23,2.930994
32.0,32,2.946713
18.0,18,2.955871
15.0,15,2.963559
42.0,42,2.985288
12.0,12,2.991304
43.0,43,3.012098
22.0,22,3.024063
11.0,11,3.029581
47.0,47,3.053347
34.0,34,3.069397
11.0,11,3.165141
18.0,18,3.173116
14.0,14,3.178896
15.0,15,3.185293
50.0,50,3.207046
60.0,60,3.232463
56.0,56,3.255178
30.0,30,3.268029
19.0,19,3.276085
14.0,14,3.282136
14.0,14,3.288056
20.0,20,3.295792
12.0,12,3.300441
13.0,13,3.305448
15.0,15,3.310822
36.0,36,3.327657
39.0,39,3.34709
11.0,11,3.353395
92.0,92,3.391207
27.0,27,3.402061
15.0,15,3.408085
13.0,13,3.413166
20.0,20,3.420884
16.0,16,3.427125
12.0,12,3.431681
29.0,29,3.443287
42.0,42,3.461016
10.0,10,3.465506
16.0,16,3.472505
14.0,14,3.478504
39.0,39,3.495391
20.0,20,3.506123
21.0,21,3.514629
45.0,45,3.532366
41.0,41,3.54849
26.0,26,3.558727
15.0,15,3.564688
57.0,57,3.587027
38.0,38,3.680323
25.0,25,3.691302
10.0,10,3.69642
17.0,17,3.704447
28.0,28,3.716806
34.0,34,3.730596
20.0,20,3.738211
24.0,24,3.74717
14.0,14,3.756509
53.0,53,3.788663
40.0,40,3.812677
21.0,21,3.822108
22.0,22,3.832876
31.0,31,3.85088
31.0,31,3.868038
33.0,33,3.882291
24.0,24,3.897959
17.0,17,3.90752
14.0,14,3.9146
18.0,18,3.924645
15.0,15,3.933992
17.0,17,3.943995
42.0,42,3.968876
19.0,19,3.979656
50.0,50,4.009507
43.0,43,4.02993
14.0,14,4.038026
20.0,20,4.046917
31.0,31,4.059037
21.0,21,4.069923
22.0,22,4.080028
44.0,44,4.099481
27.0,27,4.114481
25.0,25,4.125197
17.0,17,4.134289
60.0,60,4.159751
11.0,11,4.167668
42.0,42,4.187907
53.0,53,4.309157
27.0,27,4.322378
46.0,46,4.348263
26.0,26,4.359023
35.0,35,4.374191
16.0,16,4.383557
30.0,30,4.395903
18.0,18,4.405174
15.0,15,4.411832
52.0,52,4.437415
49.0,49,4.462874
52.0,52,4.488405
28.0,28,4.500113
24.0,24,4.509994
11.0,11,4.515329
21.0,21,4.524218
37.0,37,4.539554
38.0,38,4.557317
14.0,14,4.563714
24.0,24,4.574136
37.0,37,4.590309
22.0,22,4.600654
39.0,39,4.620156
49.0,49,4.645141
14.0,14,4.652237
28.0,28,4.666929
56.0,56,4.694873
15.0,15,4.701831
38.0,38,4.721561
17.0,17,4.729908
32.0,32,4.743526
35.0,35,4.760421
14.0,14,4.766966
29.0,29,4.865829
17.0,17,4.872986
39.0,39,4.88863
11.0,11,4.893418
106.0,106,4.934463
28.0,28,4.945555
30.0,30,4.957257
79.0,79,4.995124
57.0,57,5.018211
25.0,25,5.028577
28.0,28,5.039918
14.0,14,5.045496
30.0,30,5.05795
29.0,29,5.069896
50.0,50,5.09001
54.0,54,5.110785
19.0,19,5.118342
21.0,21,5.127075
49.0,49,5.150166
15.0,15,5.157136
22.0,22,5.167408
26.0,26,5.178449
20.0,20,5.186352
79.0,79,5.22069
23.0,23,5.230064
29.0,29,5.242708
20.0,20,5.250921
28.0,28,5.262274
20.0,20,5.272868
21.0,21,5.283199
36.0,36,5.398799
40.0,40,5.41592
152.0,152,5.493518
28.0,28,5.504929
61.0,61,5.533583
43.0,43,5.553921
19.0,19,5.563759
70.0,70,5.599531
57.0,57,5.626787
78.0,78,5.658396
54.0,54,5.679709
25.0,25,5.689278
58.0,58,5.711483
29.0,29,5.722759
50.0,50,5.748233
34.0,34,5.766015
28.0,28,5.777235
16.0,16,5.783692
124.0,124,5.835044
54.0,54,5.94487
35.0,35,5.961897
34.0,34,5.978451
45.0,45,5.999822
18.0,18,6.008854
77.0,77,6.044984
46.0,46,6.064514
151.0,151,6.129293
24.0,24,6.140034
59.0,59,6.169075
15.0,15,6.176405
24.0,24,6.18847
15.0,15,6.194934
83.0,83,6.237139
34.0,34,6.252159
48.0,48,6.276332
49.0,49,6.300484
18.0,18,6.309042
20.0,20,6.31764
152.0,152,6.384928
38.0,38,6.401033
34.0,34,6.503442
15.0,15,6.509817
35.0,35,6.523457
52.0,52,6.542692
45.0,45,6.560035
27.0,27,6.571111
51.0,51,6.594044
90.0,90,6.630089
72.0,72,6.657505
102.0,102,6.696951
22.0,22,6.705861
10.0,10,6.709905
87.0,87,6.745285
107.0,107,6.797071
95.0,95,6.84934
158.0,158,6.928106
23.0,23,6.939941
19.0,19,6.950013
62.0,62,7.078126
78.0,78,7.110591
42.0,42,7.131521
72.0,72,7.168491
82.0,82,7.213422
53.0,53,7.235442
53.0,53,7.257611
65.0,65,7.284569
52.0,52,7.304936
17.0,17,7.312087
46.0,46,7.331592
22.0,22,7.341148
40.0,40,7.357667
55.0,55,7.380776
39.0,39,7.398415
138.0,138,7.451191
47.0,47,7.469522
28.0,28,7.480189
79.0,79,7.605176
54.0,54,7.626697
16.0,16,7.633022
86.0,86,7.669533
72.0,72,7.70551
85.0,85,7.742812
90.0,90,7.788741
13.0,13,7.796252
83.0,83,7.839171
28.0,28,7.853541
63.0,63,7.880326
38.0,38,7.895353
141.0,141,7.950852
60.0,60,7.980547
16.0,16,7.989029
91.0,91,8.036227
72.0,72,8.153452
41.0,41,8.17062
113.0,113,8.229247
26.0,26,8.239484
157.0,157,8.299989
200.0,200,8.389296
25.0,25,8.398776
107.0,107,8.440836
88.0,88,8.477873
47.0,47,8.497821
62.0,62,8.523304
200.0,200,8.693608
80.0,80,8.728185
30.0,30,8.741152
161.0,161,8.814045
49.0,49,8.836251
62.0,62,8.860109
74.0,74,8.892253
99.0,99,8.936618
86.0,86,8.972143
198.0,198,9.053118
159.0,159,9.220976
139.0,139,9.276464
40.0,40,9.291443
67.0,67,9.321137
200.0,200,9.4128
75.0,75,9.450502
112.0,112,9.509016
147.0,147,9.58278
81.0,81,9.623195
200.0,200,9.801725
89.0,89,9.839746
125.0,125,9.890914
158.0,158,9.954498
145.0,145,10.023046
199.0,199,10.112128
33.0,33,10.127845
185.0,185,10.221443
165.0,165,10.396582
142.0,142,10.457292
115.0,115,10.505931
200.0,200,10.591578
144.0,144,10.658167
82.0,82,10.692651
200.0,200,10.878954
194.0,194,10.974911
194.0,194,11.072479
139.0,139,11.144736
128.0,128,11.197219
132.0,132,11.24922
177.0,177,11.323606
164.0,164,11.477538
200.0,200,11.555807
200.0,200,11.643135
62.0,62,11.670012
200.0,200,11.759832
200.0,200,11.847218
183.0,183,12.023494
191.0,191,12.099522
34.0,34,12.113026
112.0,112,12.157382
151.0,151,12.221229
164.0,164,12.282668
145.0,145,12.342458
41.0,41,12.359682
73.0,73,12.488713
200.0,200,12.589407
86.0,86,12.633097
150.0,150,12.710332
200.0,200,12.807268
133.0,133,12.867748
200.0,200,12.947471
125.0,125,13.096313
200.0,200,13.183011
180.0,180,13.264246
174.0,174,13.347193
134.0,134,13.410118
