# {"t_start": 1539259655.362875, "env_id": "CartPole-v0"} 
r,l,t
26.0,26,0.916964
35.0,35,0.933563
37.0,37,0.953921
64.0,64,0.981235
25.0,25,0.991606
13.0,13,0.996907
14.0,14,1.002453
14.0,14,1.008552
20.0,20,1.020259
20.0,20,1.029672
20.0,20,1.038915
16.0,16,1.046396
20.0,20,1.057386
23.0,23,1.072386
14.0,14,1.081147
18.0,18,1.092729
21.0,21,1.105857
26.0,26,1.120764
24.0,24,1.133384
29.0,29,1.146842
15.0,15,1.153675
13.0,13,1.159008
22.0,22,1.167831
12.0,12,1.172959
33.0,33,1.187944
15.0,15,1.194981
17.0,17,1.202468
12.0,12,1.207544
34.0,34,1.223138
19.0,19,1.231491
29.0,29,1.243521
25.0,25,1.254604
20.0,20,1.263669
19.0,19,1.275514
33.0,33,1.293029
11.0,11,1.298198
16.0,16,1.305322
15.0,15,1.312398
22.0,22,1.322269
16.0,16,1.328773
16.0,16,1.335528
16.0,16,1.341631
20.0,20,1.349791
14.0,14,1.356091
48.0,48,1.377855
22.0,22,1.387752
14.0,14,1.607525
11.0,11,1.613147
14.0,14,1.619581
12.0,12,1.624945
12.0,12,1.630586
16.0,16,1.637601
53.0,53,1.659515
22.0,22,1.669778
16.0,16,1.67688
20.0,20,1.685422
42.0,42,1.70522
12.0,12,1.712405
30.0,30,1.731436
19.0,19,1.743808
27.0,27,1.760559
15.0,15,1.769763
95.0,95,1.818392
19.0,19,1.826925
8.0,8,1.830885
30.0,30,1.845313
34.0,34,1.862795
32.0,32,1.881727
29.0,29,1.899097
26.0,26,1.913003
27.0,27,1.931228
17.0,17,1.940096
22.0,22,1.950764
26.0,26,1.961497
81.0,81,2.003259
21.0,21,2.011541
17.0,17,2.020041
78.0,78,2.052126
41.0,41,2.070076
14.0,14,2.075947
13.0,13,2.081207
13.0,13,2.086377
15.0,15,2.092537
16.0,16,2.100449
29.0,29,2.2111
16.0,16,2.218949
19.0,19,2.226932
12.0,12,2.232377
32.0,32,2.247899
15.0,15,2.255296
67.0,67,2.291029
13.0,13,2.299184
34.0,34,2.318081
12.0,12,2.322779
73.0,73,2.358511
34.0,34,2.375318
12.0,12,2.38038
19.0,19,2.38889
12.0,12,2.394282
43.0,43,2.416379
32.0,32,2.434986
50.0,50,2.465747
18.0,18,2.47324
12.0,12,2.478852
12.0,12,2.484408
72.0,72,2.516939
13.0,13,2.522573
45.0,45,2.542459
42.0,42,2.562446
18.0,18,2.569642
12.0,12,2.577659
11.0,11,2.585202
16.0,16,2.595179
17.0,17,2.605609
34.0,34,2.630372
31.0,31,2.649789
24.0,24,2.660304
25.0,25,2.671078
18.0,18,2.679659
66.0,66,2.710447
16.0,16,2.717191
10.0,10,2.721558
11.0,11,2.725897
44.0,44,2.838787
17.0,17,2.846871
21.0,21,2.857217
20.0,20,2.86687
14.0,14,2.873796
14.0,14,2.881118
17.0,17,2.888416
33.0,33,2.901889
25.0,25,2.912014
48.0,48,2.931284
66.0,66,2.957893
15.0,15,2.963631
16.0,16,2.969777
14.0,14,2.976799
13.0,13,2.98226
34.0,34,2.995826
50.0,50,3.016948
27.0,27,3.034157
25.0,25,3.045411
21.0,21,3.05375
22.0,22,3.06534
26.0,26,3.079556
17.0,17,3.087903
38.0,38,3.107574
15.0,15,3.114718
9.0,9,3.118406
27.0,27,3.130337
35.0,35,3.146617
14.0,14,3.152939
25.0,25,3.164426
10.0,10,3.169061
48.0,48,3.191785
78.0,78,3.230628
39.0,39,3.249259
52.0,52,3.275011
11.0,11,3.280391
28.0,28,3.372287
30.0,30,3.385009
15.0,15,3.391078
15.0,15,3.397285
25.0,25,3.407436
32.0,32,3.420157
36.0,36,3.434726
33.0,33,3.447468
16.0,16,3.454166
17.0,17,3.461577
19.0,19,3.469461
22.0,22,3.478554
71.0,71,3.505619
33.0,33,3.518251
18.0,18,3.525306
26.0,26,3.535313
29.0,29,3.546528
31.0,31,3.558539
65.0,65,3.583568
12.0,12,3.588482
17.0,17,3.595316
68.0,68,3.623939
19.0,19,3.63268
12.0,12,3.638028
25.0,25,3.648367
100.0,100,3.693339
26.0,26,3.705188
32.0,32,3.721106
13.0,13,3.727557
49.0,49,3.752758
18.0,18,3.762026
32.0,32,3.778624
123.0,123,3.938092
43.0,43,3.959435
49.0,49,3.983604
41.0,41,4.005099
15.0,15,4.012544
58.0,58,4.040969
42.0,42,4.062089
14.0,14,4.069092
10.0,10,4.074031
64.0,64,4.105262
13.0,13,4.110642
46.0,46,4.128928
66.0,66,4.153589
26.0,26,4.163339
17.0,17,4.169699
43.0,43,4.186288
27.0,27,4.196858
21.0,21,4.205011
21.0,21,4.213241
36.0,36,4.227912
25.0,25,4.237851
51.0,51,4.262321
21.0,21,4.273087
20.0,20,4.281991
104.0,104,4.322068
19.0,19,4.329323
43.0,43,4.345583
44.0,44,4.452277
33.0,33,4.469231
89.0,89,4.514017
47.0,47,4.538019
42.0,42,4.559373
33.0,33,4.575934
52.0,52,4.602567
22.0,22,4.613644
33.0,33,4.630913
13.0,13,4.637223
29.0,29,4.651918
131.0,131,4.717427
101.0,101,4.76801
45.0,45,4.791342
115.0,115,4.850072
31.0,31,4.865527
51.0,51,4.891549
61.0,61,4.92021
104.0,104,5.043066
82.0,82,5.076988
10.0,10,5.081348
44.0,44,5.098503
21.0,21,5.106441
37.0,37,5.120368
48.0,48,5.139464
33.0,33,5.152415
25.0,25,5.162294
59.0,59,5.18451
37.0,37,5.198567
17.0,17,5.205387
68.0,68,5.237251
75.0,75,5.275521
58.0,58,5.30456
48.0,48,5.327499
39.0,39,5.345897
12.0,12,5.351968
45.0,45,5.374722
97.0,97,5.423997
25.0,25,5.436689
66.0,66,5.470121
47.0,47,5.494248
15.0,15,5.591203
40.0,40,5.609794
133.0,133,5.671411
76.0,76,5.712295
87.0,87,5.761976
41.0,41,5.779454
126.0,126,5.827248
84.0,84,5.859212
38.0,38,5.87478
10.0,10,5.879121
89.0,89,5.913604
62.0,62,5.937138
20.0,20,5.944735
61.0,61,5.969261
150.0,150,6.027152
115.0,115,6.171532
69.0,69,6.198927
68.0,68,6.2259
90.0,90,6.261518
150.0,150,6.320833
72.0,72,6.349329
30.0,30,6.361249
57.0,57,6.384273
22.0,22,6.394914
42.0,42,6.414694
33.0,33,6.427804
58.0,58,6.450795
145.0,145,6.507932
13.0,13,6.513667
41.0,41,6.530833
66.0,66,6.637671
138.0,138,6.698993
27.0,27,6.710502
102.0,102,6.750575
39.0,39,6.765998
88.0,88,6.800687
44.0,44,6.818745
92.0,92,6.865736
136.0,136,6.934097
16.0,16,6.942414
108.0,108,6.997695
29.0,29,7.012687
100.0,100,7.064222
21.0,21,7.074818
61.0,61,7.204615
117.0,117,7.2514
70.0,70,7.279093
36.0,36,7.293342
124.0,124,7.342043
151.0,151,7.398282
36.0,36,7.411991
71.0,71,7.438689
123.0,123,7.488784
128.0,128,7.536645
107.0,107,7.57695
40.0,40,7.592267
73.0,73,7.728751
68.0,68,7.763886
110.0,110,7.82091
71.0,71,7.857308
152.0,152,7.935504
111.0,111,7.992997
92.0,92,8.040016
200.0,200,8.140273
167.0,167,8.313054
87.0,87,8.34984
193.0,193,8.432821
140.0,140,8.498867
135.0,135,8.554441
179.0,179,8.628197
122.0,122,8.680994
66.0,66,8.709495
46.0,46,8.729904
110.0,110,8.866706
124.0,124,8.927299
200.0,200,9.0032
77.0,77,9.032817
187.0,187,9.11521
163.0,163,9.196303
103.0,103,9.238388
163.0,163,9.403622
200.0,200,9.504844
