# {"t_start": 1541100661.6156056, "env_id": "LunarLander-v2"} 
r,l,t
-261.652463,87,1.467445
-91.702578,83,1.537682
-70.419339,77,1.601325
-142.314113,97,1.681424
-79.937121,120,1.782012
-416.320866,89,1.856811
-153.55333,92,1.933619
-145.858331,94,2.012482
-115.303566,69,2.068861
-317.957172,91,2.143916
-180.58115,74,2.205265
-45.331384,74,2.267744
-96.396794,69,2.323994
-159.968946,83,2.392935
-229.205124,80,2.45854
-96.329426,77,2.52255
-190.70456,103,2.609903
-116.815947,108,2.700497
-136.058214,86,2.773767
-151.497758,111,2.867615
-116.795493,135,2.983022
-79.94549,83,3.052396
-160.118772,115,3.149741
-147.309273,111,3.243976
-214.357492,110,3.338319
-151.853946,115,3.435161
-369.321703,74,3.496237
-82.974021,59,3.544443
-217.222995,62,3.594571
-291.207418,84,3.664219
-338.476454,94,3.742711
-138.922693,128,3.852535
-0.17299,123,3.956769
-111.208867,90,4.032228
-123.745672,117,4.13322
-231.112117,131,4.247889
-150.220625,79,4.313849
-203.490049,63,4.366705
-274.948499,98,4.450866
-190.674811,81,4.518808
-245.00401,94,4.598656
-303.388022,125,4.706758
-62.217104,76,4.770282
-59.868072,71,4.830541
-53.65175,64,5.45269
-87.808987,65,5.506976
-96.934075,83,5.574763
-13.489,105,5.663768
27.680966,123,5.771193
-371.572162,135,5.887701
-441.885196,95,5.966997
-70.911182,61,6.01807
-231.873562,131,6.129912
4.102285,63,6.182273
12.057516,132,6.299621
-172.521861,81,6.365716
-109.92082,81,6.433706
-78.465944,59,6.482442
-140.178288,68,6.538435
-234.180182,103,6.637596
-129.718747,123,6.743573
-198.42566,71,6.801912
-150.336699,84,6.871716
-200.984686,124,6.977794
-271.85587,132,7.092723
-206.098926,105,7.181832
-115.82909,70,7.240856
-81.56323,133,7.35643
-265.034581,122,7.460748
-316.269918,87,7.533667
-246.986697,87,7.607281
-187.280985,69,7.665092
-259.081685,69,7.722972
-121.847799,75,7.786389
-379.215927,105,7.874813
-307.01475,87,7.948697
-65.462792,67,8.003584
-64.648016,66,8.057266
13.923547,153,8.191532
-112.969121,83,8.261389
-360.22443,98,8.345133
-124.301423,66,8.400042
-201.743438,98,8.481467
-113.169618,94,8.559743
-110.542504,68,8.615929
-105.884766,65,8.669652
-224.844416,96,8.751893
-136.340574,112,8.846226
-117.255839,134,9.38698
-112.202642,85,9.457345
-129.243856,62,9.508181
-328.829469,84,9.579217
-393.76517,90,9.654355
-270.543407,141,9.776665
-201.600098,93,9.855011
-164.389509,97,9.936125
-277.584733,85,10.008068
-128.495607,110,10.100368
-161.086272,104,10.188304
-121.856563,102,10.274776
-214.618915,80,10.341729
-244.252803,107,10.432644
