# {"t_start": 1539262069.818482, "env_id": "CartPole-v0"} 
r,l,t
21.0,21,0.846527
38.0,38,0.863296
25.0,25,0.874473
33.0,33,0.887589
38.0,38,0.903003
28.0,28,0.913573
25.0,25,0.922951
22.0,22,0.931116
15.0,15,0.936748
22.0,22,0.945251
20.0,20,0.954395
22.0,22,0.962687
19.0,19,0.969738
14.0,14,0.975062
26.0,26,0.985116
19.0,19,0.992579
36.0,36,1.006959
36.0,36,1.0211
11.0,11,1.025592
29.0,29,1.037122
12.0,12,1.041733
18.0,18,1.049459
20.0,20,1.057753
10.0,10,1.062482
42.0,42,1.080127
26.0,26,1.091464
15.0,15,1.098819
23.0,23,1.110273
22.0,22,1.119314
19.0,19,1.126958
97.0,97,1.16533
21.0,21,1.173705
38.0,38,1.188796
17.0,17,1.195592
37.0,37,1.213448
20.0,20,1.222296
13.0,13,1.227875
19.0,19,1.235561
12.0,12,1.240388
13.0,13,1.24562
15.0,15,1.251614
15.0,15,1.257613
12.0,12,1.443048
40.0,40,1.461194
18.0,18,1.469968
15.0,15,1.477354
19.0,19,1.485769
21.0,21,1.493983
14.0,14,1.499554
12.0,12,1.504303
25.0,25,1.514365
17.0,17,1.521001
20.0,20,1.528775
29.0,29,1.540436
23.0,23,1.550036
17.0,17,1.557172
16.0,16,1.563776
17.0,17,1.570482
39.0,39,1.585293
41.0,41,1.600572
21.0,21,1.608681
17.0,17,1.615099
16.0,16,1.621588
20.0,20,1.629614
66.0,66,1.65485
141.0,141,1.707041
58.0,58,1.72911
73.0,73,1.756653
39.0,39,1.772635
27.0,27,1.785886
10.0,10,1.790983
31.0,31,1.806584
41.0,41,1.827605
26.0,26,1.840602
17.0,17,1.849056
117.0,117,2.001015
74.0,74,2.031478
17.0,17,2.038335
31.0,31,2.050739
18.0,18,2.058152
31.0,31,2.070526
118.0,118,2.131074
18.0,18,2.140207
15.0,15,2.148482
23.0,23,2.160429
16.0,16,2.167906
31.0,31,2.180987
80.0,80,2.218105
20.0,20,2.228302
13.0,13,2.234079
19.0,19,2.24254
42.0,42,2.263995
16.0,16,2.272364
15.0,15,2.27889
21.0,21,2.28752
16.0,16,2.293812
26.0,26,2.303787
47.0,47,2.321836
15.0,15,2.327481
19.0,19,2.33457
15.0,15,2.340327
14.0,14,2.346055
72.0,72,2.374826
23.0,23,2.383807
26.0,26,2.394665
23.0,23,2.403248
18.0,18,2.410042
14.0,14,2.503076
51.0,51,2.52372
17.0,17,2.530451
24.0,24,2.539948
12.0,12,2.544765
25.0,25,2.555104
16.0,16,2.561565
34.0,34,2.576495
14.0,14,2.582638
87.0,87,2.627007
13.0,13,2.633762
11.0,11,2.639247
29.0,29,2.654553
27.0,27,2.668615
18.0,18,2.676392
76.0,76,2.713008
12.0,12,2.71894
14.0,14,2.725715
36.0,36,2.74446
12.0,12,2.750402
15.0,15,2.757844
17.0,17,2.765674
19.0,19,2.773531
34.0,34,2.788704
65.0,65,2.818454
30.0,30,2.831077
71.0,71,2.8627
