# {"t_start": 1539261061.376973, "env_id": "CartPole-v0"} 
r,l,t
57.0,57,0.904168
24.0,24,0.913925
18.0,18,0.92122
17.0,17,0.927989
50.0,50,0.946615
13.0,13,0.95143
41.0,41,0.966718
16.0,16,0.97271
25.0,25,0.982129
28.0,28,0.992516
14.0,14,0.997678
21.0,21,1.005582
12.0,12,1.010114
16.0,16,1.016889
12.0,12,1.022333
10.0,10,1.026588
34.0,34,1.040582
19.0,19,1.048386
27.0,27,1.059778
21.0,21,1.068606
21.0,21,1.077097
21.0,21,1.085457
41.0,41,1.101604
12.0,12,1.106405
39.0,39,1.121741
14.0,14,1.127322
17.0,17,1.134077
29.0,29,1.145503
39.0,39,1.16086
27.0,27,1.17151
20.0,20,1.179463
19.0,19,1.18698
18.0,18,1.194111
14.0,14,1.199676
19.0,19,1.207204
13.0,13,1.212417
25.0,25,1.222311
10.0,10,1.226356
12.0,12,1.231135
12.0,12,1.235901
31.0,31,1.248127
24.0,24,1.257608
11.0,11,1.26199
44.0,44,1.279301
17.0,17,1.286038
16.0,16,1.431187
19.0,19,1.438741
8.0,8,1.441947
18.0,18,1.449086
15.0,15,1.455393
22.0,22,1.464064
19.0,19,1.47154
18.0,18,1.478624
21.0,21,1.486876
46.0,46,1.504866
31.0,31,1.51702
25.0,25,1.526826
17.0,17,1.533651
39.0,39,1.548938
18.0,18,1.556037
39.0,39,1.571299
27.0,27,1.581898
15.0,15,1.587829
15.0,15,1.593746
10.0,10,1.597711
67.0,67,1.623837
58.0,58,1.646518
44.0,44,1.663738
38.0,38,1.678979
24.0,24,1.688474
28.0,28,1.699454
51.0,51,1.719418
32.0,32,1.731963
21.0,21,1.740254
21.0,21,1.748538
16.0,16,1.754859
13.0,13,1.760038
20.0,20,1.7679
17.0,17,1.774616
21.0,21,1.782878
30.0,30,1.794709
17.0,17,1.801437
14.0,14,1.806971
20.0,20,1.814898
47.0,47,1.878288
41.0,41,1.894895
40.0,40,1.910805
12.0,12,1.91568
103.0,103,1.953683
19.0,19,1.961151
53.0,53,1.983992
14.0,14,1.990248
28.0,28,2.002194
11.0,11,2.007067
45.0,45,2.025971
13.0,13,2.031622
52.0,52,2.05381
19.0,19,2.062103
12.0,12,2.067182
12.0,12,2.072174
18.0,18,2.079544
60.0,60,2.105693
62.0,62,2.135834
59.0,59,2.165159
15.0,15,2.172782
54.0,54,2.195956
17.0,17,2.203286
31.0,31,2.216584
29.0,29,2.22889
14.0,14,2.234938
23.0,23,2.244381
16.0,16,2.250985
36.0,36,2.266984
16.0,16,2.273682
28.0,28,2.285048
12.0,12,2.290358
9.0,9,2.294125
58.0,58,2.372427
13.0,13,2.379083
11.0,11,2.383901
23.0,23,2.393471
14.0,14,2.39914
20.0,20,2.406958
14.0,14,2.413579
14.0,14,2.422106
55.0,55,2.445968
25.0,25,2.455283
12.0,12,2.459878
51.0,51,2.478824
23.0,23,2.487502
53.0,53,2.508596
38.0,38,2.522804
13.0,13,2.527891
18.0,18,2.535091
31.0,31,2.547332
21.0,21,2.555472
13.0,13,2.560645
19.0,19,2.568148
41.0,41,2.583712
18.0,18,2.590888
29.0,29,2.602366
24.0,24,2.61189
10.0,10,2.615898
26.0,26,2.626146
29.0,29,2.638578
18.0,18,2.646348
14.0,14,2.652376
68.0,68,2.677945
68.0,68,2.704447
23.0,23,2.7136
55.0,55,2.735304
32.0,32,2.747941
18.0,18,2.75522
24.0,24,2.764729
44.0,44,2.834921
17.0,17,2.843202
