# {"t_start": 1539472718.0230196, "env_id": "CartPole-v0"} 
r,l,t
9.0,9,0.71118
28.0,28,0.740403
16.0,16,0.755204
16.0,16,0.770565
53.0,53,0.819489
19.0,19,0.839164
15.0,15,0.857359
13.0,13,0.86987
14.0,14,0.886787
12.0,12,0.899376
26.0,26,0.927655
13.0,13,0.940598
27.0,27,0.966512
13.0,13,0.979902
25.0,25,1.003985
54.0,54,1.052501
15.0,15,1.069497
10.0,10,1.079882
21.0,21,1.097072
29.0,29,1.12331
10.0,10,1.133703
11.0,11,1.143327
9.0,9,1.15236
45.0,45,1.195367
23.0,23,1.218718
23.0,23,1.243474
11.0,11,1.254226
23.0,23,1.278444
21.0,21,1.295263
18.0,18,1.311573
28.0,28,1.336102
17.0,17,1.352108
26.0,26,1.373915
17.0,17,1.388791
15.0,15,1.402024
14.0,14,1.416384
23.0,23,1.437281
15.0,15,1.450484
14.0,14,1.462836
19.0,19,1.477806
14.0,14,1.492099
28.0,28,1.516961
19.0,19,1.532919
21.0,21,1.551156
13.0,13,1.562399
10.0,10,1.571462
13.0,13,1.583864
45.0,45,1.623341
20.0,20,1.641633
20.0,20,1.663528
19.0,19,1.691909
12.0,12,1.705188
32.0,32,1.743318
46.0,46,1.788707
10.0,10,1.797851
38.0,38,1.831235
18.0,18,1.84859
23.0,23,1.869988
11.0,11,1.879387
19.0,19,1.896664
22.0,22,1.916205
30.0,30,1.944865
15.0,15,1.96158
16.0,16,1.975245
21.0,21,1.997256
25.0,25,2.025696
10.0,10,2.035643
16.0,16,2.054025
20.0,20,2.073723
14.0,14,2.085096
13.0,13,2.099091
17.0,17,2.113145
13.0,13,2.124758
16.0,16,2.139379
11.0,11,2.149758
22.0,22,2.173308
23.0,23,2.195001
19.0,19,2.213555
19.0,19,2.232268
21.0,21,2.253404
23.0,23,2.275213
29.0,29,2.303206
33.0,33,2.338339
20.0,20,2.357594
34.0,34,2.387097
42.0,42,2.433978
14.0,14,2.448033
12.0,12,2.458992
22.0,22,2.477936
35.0,35,2.509783
21.0,21,2.529083
21.0,21,2.546921
11.0,11,2.558242
34.0,34,2.588494
26.0,26,2.612185
19.0,19,2.627
17.0,17,2.645794
13.0,13,2.656449
70.0,70,2.716955
12.0,12,2.730379
11.0,11,2.741119
38.0,38,2.774415
13.0,13,2.784252
17.0,17,2.79988
14.0,14,2.811903
15.0,15,2.824763
11.0,11,2.836476
17.0,17,2.851375
27.0,27,2.876415
25.0,25,2.903031
45.0,45,2.944579
22.0,22,2.966224
36.0,36,2.997703
16.0,16,3.012002
16.0,16,3.027869
22.0,22,3.048871
24.0,24,3.069061
42.0,42,3.110497
20.0,20,3.12788
28.0,28,3.153582
56.0,56,3.20419
38.0,38,3.235438
28.0,28,3.260453
14.0,14,3.272902
23.0,23,3.292657
16.0,16,3.307554
23.0,23,3.327158
25.0,25,3.348312
18.0,18,3.36554
15.0,15,3.378233
26.0,26,3.400967
17.0,17,3.415116
12.0,12,3.428136
21.0,21,3.447542
20.0,20,3.468711
49.0,49,3.52557
20.0,20,3.54284
18.0,18,3.561213
33.0,33,3.593536
21.0,21,3.610736
18.0,18,3.626951
32.0,32,3.653089
23.0,23,3.673799
21.0,21,3.69381
15.0,15,3.707218
31.0,31,3.737199
18.0,18,3.754559
32.0,32,3.783008
21.0,21,3.804728
15.0,15,3.819455
27.0,27,3.844223
25.0,25,3.868128
18.0,18,3.882064
59.0,59,3.935853
29.0,29,3.966938
18.0,18,3.984177
14.0,14,3.995677
32.0,32,4.028214
20.0,20,4.045151
17.0,17,4.059714
17.0,17,4.075254
16.0,16,4.089524
20.0,20,4.107771
21.0,21,4.127334
36.0,36,4.157579
24.0,24,4.180899
22.0,22,4.198683
60.0,60,4.247065
15.0,15,4.262215
34.0,34,4.298563
46.0,46,4.337067
21.0,21,4.357147
15.0,15,4.369733
14.0,14,4.38154
16.0,16,4.398127
12.0,12,4.409567
35.0,35,4.440453
11.0,11,4.45045
11.0,11,4.459709
12.0,12,4.474536
67.0,67,4.533809
26.0,26,4.559505
21.0,21,4.578419
14.0,14,4.589747
16.0,16,4.603911
89.0,89,4.679002
38.0,38,4.711524
21.0,21,4.729192
32.0,32,4.761001
18.0,18,4.775919
12.0,12,4.787468
33.0,33,4.816503
20.0,20,4.834631
33.0,33,4.864733
16.0,16,4.880244
9.0,9,4.888699
61.0,61,4.942333
15.0,15,4.956106
25.0,25,4.979924
13.0,13,4.994695
24.0,24,5.014077
30.0,30,5.041897
20.0,20,5.061273
17.0,17,5.078145
11.0,11,5.08929
11.0,11,5.098359
29.0,29,5.122679
25.0,25,5.144676
38.0,38,5.178045
13.0,13,5.190052
24.0,24,5.210398
19.0,19,5.234206
34.0,34,5.272335
47.0,47,5.311833
28.0,28,5.339625
12.0,12,5.350056
17.0,17,5.365484
27.0,27,5.395798
13.0,13,5.406536
14.0,14,5.422661
17.0,17,5.439753
33.0,33,5.46715
25.0,25,5.489534
25.0,25,5.511534
11.0,11,5.52151
14.0,14,5.535749
9.0,9,5.544208
24.0,24,5.565345
9.0,9,5.573339
13.0,13,5.584462
12.0,12,5.597748
11.0,11,5.610422
8.0,8,5.61723
16.0,16,5.632027
11.0,11,5.641129
12.0,12,5.651801
11.0,11,5.662382
28.0,28,5.688862
49.0,49,5.73175
18.0,18,5.746248
16.0,16,5.762402
12.0,12,5.772302
24.0,24,5.792442
10.0,10,5.801687
12.0,12,5.811544
11.0,11,5.82088
14.0,14,5.833361
12.0,12,5.846082
12.0,12,5.856542
15.0,15,5.87137
18.0,18,5.890903
14.0,14,5.902275
10.0,10,5.910882
23.0,23,5.933424
32.0,32,5.96116
42.0,42,6.004931
43.0,43,6.049937
17.0,17,6.072562
25.0,25,6.099574
10.0,10,6.110798
12.0,12,6.123168
23.0,23,6.148235
17.0,17,6.166656
10.0,10,6.178329
12.0,12,6.193992
12.0,12,6.206806
14.0,14,6.224662
12.0,12,6.237446
14.0,14,6.25293
24.0,24,6.279656
13.0,13,6.293469
17.0,17,6.313747
25.0,25,6.34458
11.0,11,6.356453
18.0,18,6.378471
71.0,71,6.452029
17.0,17,6.470063
12.0,12,6.482245
12.0,12,6.491843
12.0,12,6.501249
11.0,11,6.513124
15.0,15,6.527686
45.0,45,6.567387
18.0,18,6.583373
9.0,9,6.591416
19.0,19,6.608257
36.0,36,6.643203
20.0,20,6.661591
14.0,14,6.674854
11.0,11,6.68522
19.0,19,6.703044
11.0,11,6.712841
34.0,34,6.743396
21.0,21,6.762082
22.0,22,6.784497
12.0,12,6.79572
38.0,38,6.827734
28.0,28,6.858994
24.0,24,6.879823
20.0,20,6.899046
11.0,11,6.90969
22.0,22,6.931368
23.0,23,6.951262
13.0,13,6.963568
38.0,38,6.995757
39.0,39,7.02837
12.0,12,7.038609
36.0,36,7.0705
13.0,13,7.083683
21.0,21,7.106809
24.0,24,7.132057
16.0,16,7.145969
30.0,30,7.17199
14.0,14,7.186427
22.0,22,7.206766
19.0,19,7.222076
12.0,12,7.234628
29.0,29,7.258976
19.0,19,7.273735
94.0,94,7.3609
16.0,16,7.373971
11.0,11,7.386113
12.0,12,7.396979
15.0,15,7.409895
24.0,24,7.431209
23.0,23,7.454606
17.0,17,7.471978
16.0,16,7.487233
