total_timesteps,value_loss,nupdates,policy_entropy,explained_variance,fps
81000,0.00029745945357717574,16200,0.5791049003601074,-7.668992042541504,1090
81500,0.0018164236098527908,16300,0.6623214483261108,-15476.4189453125,1090
82000,0.00021039166313130409,16400,0.656766951084137,-2.394552230834961,1090
82500,0.0028222822584211826,16500,0.6486018896102905,-3.7782516479492188,1090
83000,0.18689852952957153,16600,0.45865678787231445,-248.92250061035156,1090
83500,0.07543577253818512,16700,0.5039874911308289,-1637.0540771484375,1090
84000,0.025994639843702316,16800,0.6687808036804199,-25.74264907836914,1091
84500,0.00221622153185308,16900,0.51533442735672,-100.06109619140625,1091
85000,0.0023875522892922163,17000,0.6397615671157837,-24.43155860900879,1091
85500,0.0007546161650680006,17100,0.6449941396713257,-3113.2548828125,1091
86000,0.3269703984260559,17200,0.4689847528934479,-560.683837890625,1091
86500,0.000866291462443769,17300,0.5986970067024231,-14.290755271911621,1091
87000,0.0008332299184985459,17400,0.6453945636749268,-3.121826171875,1092
87500,0.010698208585381508,17500,0.654637336730957,-29311.546875,1092
88000,3969.809814453125,17600,0.6018161773681641,-0.02142930030822754,1092
88500,0.002812186488881707,17700,0.6125526428222656,-22.33780860900879,1092
89000,0.00025462283520027995,17800,0.637698233127594,0.3023673892021179,1092
89500,0.003605587873607874,17900,0.6584833860397339,-7.067277908325195,1092
90000,0.00013843976194038987,18000,0.6253281235694885,-0.11964702606201172,1092
90500,0.0005964796291664243,18100,0.6582400798797607,-1.427734613418579,1093
91000,0.010088598355650902,18200,0.6747437715530396,-157.5446319580078,1093
91500,0.0026766611263155937,18300,0.6702985763549805,-7.658356666564941,1093
92000,0.008733182214200497,18400,0.6748354434967041,-3.6953907012939453,1093
92500,0.011064544320106506,18500,0.6449757218360901,0.08919185400009155,1093
93000,0.0010154916672036052,18600,0.5832220315933228,-2.907538414001465,1093
93500,0.002613233169540763,18700,0.6272023916244507,-21.216726303100586,1093
94000,0.00039369589649140835,18800,0.6776907444000244,-1.0748283863067627,1093
94500,0.029436836019158363,18900,0.48217955231666565,-375.2682800292969,1093
95000,0.026529526337981224,19000,0.5743408799171448,-25.309465408325195,1094
95500,0.0003815059026237577,19100,0.661647617816925,-17.9976749420166,1093
96000,0.0035314387641847134,19200,0.627101719379425,-17.974205017089844,1093
96500,3898.838623046875,19300,0.5324584245681763,-0.001843094825744629,1093
97000,0.0006213931483216584,19400,0.6646562218666077,-136.71890258789062,1093
97500,0.0008283190545625985,19500,0.6294714212417603,-51.34716033935547,1093
98000,0.00020414567552506924,19600,0.6787848472595215,0.4139086604118347,1093
98500,0.008865219540894032,19700,0.6681386828422546,-1.9032058715820312,1093
99000,0.001954230247065425,19800,0.6082350015640259,-340.05377197265625,1093
99500,0.007519015576690435,19900,0.5192909240722656,-175.3790740966797,1093
100000,0.00045973630039952695,20000,0.6499119997024536,-1.2385222911834717,1093
