value_loss,nupdates,policy_entropy,explained_variance,fps,total_timesteps
10.161334037780762,1,0.6931470632553101,0.028663575649261475,91,5
11.779353141784668,100,0.6931470036506653,-0.07898497581481934,938,500
4.781275272369385,200,0.6931471824645996,0.10287177562713623,999,1000
4.016594409942627,300,0.6931455135345459,0.2451905608177185,1012,1500
10.555739402770996,400,0.6931453347206116,-0.04759800434112549,1008,2000
10.96263599395752,500,0.6931291222572327,-0.014749526977539062,1024,2500
9.5989408493042,600,0.6928460597991943,0.11490589380264282,1037,3000
10.189456939697266,700,0.692901611328125,0.008105695247650146,1043,3500
1.3886401653289795,800,0.6922352313995361,-0.0037717819213867188,1050,4000
9.007284164428711,900,0.6923428773880005,0.09837090969085693,1057,4500
10.029175758361816,1000,0.6931365728378296,0.04652220010757446,1063,5000
