# {"t_start": 1539469117.9222126, "env_id": "CartPole-v0"} 
r,l,t
58.0,58,0.774697
44.0,44,0.824377
23.0,23,0.851111
41.0,41,0.896124
36.0,36,0.932833
23.0,23,0.95322
20.0,20,0.971051
9.0,9,0.979482
13.0,13,0.992878
27.0,27,1.015635
19.0,19,1.031547
21.0,21,1.050762
43.0,43,1.08834
11.0,11,1.097662
13.0,13,1.108955
44.0,44,1.145641
17.0,17,1.16338
23.0,23,1.181201
20.0,20,1.199499
13.0,13,1.211737
16.0,16,1.225206
16.0,16,1.239437
22.0,22,1.261832
35.0,35,1.292421
31.0,31,1.319274
19.0,19,1.336877
36.0,36,1.37039
13.0,13,1.381735
28.0,28,1.405497
20.0,20,1.422387
23.0,23,1.443305
14.0,14,1.460481
30.0,30,1.490052
19.0,19,1.505139
14.0,14,1.518582
19.0,19,1.537242
23.0,23,1.558353
17.0,17,1.575496
33.0,33,1.604213
33.0,33,1.636001
20.0,20,1.659054
23.0,23,1.68441
13.0,13,1.696617
14.0,14,1.71302
28.0,28,1.737281
14.0,14,1.749557
12.0,12,1.761064
17.0,17,1.776874
16.0,16,1.800185
47.0,47,1.845621
12.0,12,1.856457
24.0,24,1.879306
19.0,19,1.897585
18.0,18,1.913703
13.0,13,1.924014
10.0,10,1.932885
30.0,30,1.95851
17.0,17,1.973835
11.0,11,1.983863
14.0,14,1.998825
16.0,16,2.01535
9.0,9,2.025744
13.0,13,2.037443
9.0,9,2.045311
12.0,12,2.055202
45.0,45,2.094619
20.0,20,2.113229
22.0,22,2.137069
14.0,14,2.154747
20.0,20,2.17361
16.0,16,2.18803
11.0,11,2.196894
24.0,24,2.221115
21.0,21,2.240541
15.0,15,2.256025
30.0,30,2.285284
28.0,28,2.312386
16.0,16,2.326747
16.0,16,2.342454
13.0,13,2.354677
22.0,22,2.372557
27.0,27,2.39901
10.0,10,2.412317
23.0,23,2.443991
21.0,21,2.471861
10.0,10,2.48524
9.0,9,2.495714
31.0,31,2.531003
17.0,17,2.547838
38.0,38,2.580253
25.0,25,2.60339
25.0,25,2.624334
10.0,10,2.633528
28.0,28,2.662378
12.0,12,2.671959
47.0,47,2.711025
16.0,16,2.726225
8.0,8,2.732125
14.0,14,2.744126
12.0,12,2.755716
15.0,15,2.770584
13.0,13,2.780953
26.0,26,2.802089
13.0,13,2.814276
17.0,17,2.831056
24.0,24,2.859259
56.0,56,2.913009
16.0,16,2.930247
21.0,21,2.947579
28.0,28,2.969874
57.0,57,3.024911
14.0,14,3.038118
17.0,17,3.051772
35.0,35,3.082884
24.0,24,3.105915
26.0,26,3.128531
27.0,27,3.150643
13.0,13,3.163908
37.0,37,3.194957
53.0,53,3.242189
11.0,11,3.252684
12.0,12,3.264281
