# {"env_id": "LunarLander-v2", "t_start": 1541100704.7455266} 
r,l,t
-261.652463,87,1.438126
-91.702578,83,1.507929
-70.419339,77,1.570147
-142.314113,97,1.649553
-79.937121,120,1.748807
-416.320866,89,1.823046
-153.55333,92,1.897481
-145.858331,94,1.972997
-115.303566,69,2.029304
-317.957172,91,2.103932
-180.58115,74,2.164227
-45.331384,74,2.2273
-96.396794,69,2.28242
-159.968946,83,2.349176
-229.205124,80,2.412435
-96.329426,77,2.473985
-190.70456,103,2.560274
-116.815947,108,2.650703
-136.058214,86,2.723439
-151.497758,111,2.814518
-116.795493,135,2.930492
-79.94549,83,2.999582
-160.118772,115,3.093868
-147.309273,111,3.184585
-214.357492,110,3.277091
-151.853946,115,3.372521
-369.321703,74,3.433837
-82.974021,59,3.483017
-217.222995,62,3.532609
-291.207418,84,3.603008
-338.476454,94,3.678415
-138.922693,128,3.783646
-0.17299,123,3.882894
-111.208867,90,3.954954
-123.745672,117,4.051437
-231.112117,131,4.161666
-150.220625,79,4.224657
-203.490049,63,4.275245
-274.948499,98,4.356046
-190.674811,81,4.421368
-245.00401,94,4.49815
-303.388022,125,4.602687
-62.217104,76,4.66364
-59.868072,71,4.721229
-58.864359,64,5.319269
-63.432146,68,5.374838
-118.000297,122,5.474282
-163.27144,95,5.552909
-90.350753,70,5.609367
-340.476295,101,5.692777
-355.656679,90,5.768708
-120.478974,93,5.847659
-331.820121,102,5.934251
-119.209451,99,6.016124
-122.05297,88,6.090131
-121.064573,71,6.147942
-126.623314,79,6.210473
-145.005438,93,6.287603
-77.350298,74,6.347106
8.387123,92,6.421476
-132.353293,119,6.521124
-152.738926,85,6.589055
-186.533582,73,6.647999
-138.611513,82,6.713906
-138.151494,119,6.810679
-83.477196,75,6.872141
-97.322176,67,6.924939
-82.357029,70,6.981292
-201.894781,103,7.067613
-162.136608,119,7.167226
-148.878139,72,7.224816
-63.814636,66,7.278632
-175.890544,133,7.393957
-131.431954,141,7.512552
-69.316117,69,7.568066
-178.705646,88,7.639575
-84.547843,75,7.699933
-88.440824,78,7.761661
-134.591398,110,7.849735
-135.10246,97,7.927722
-164.998293,115,8.021915
-119.757999,62,8.071685
