approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
0.00058146653,0.0022583008,834.0,-109.49283449999999,-0.0001322031021118164,732,1,5.676456,-0.0016072844,4096,5.590443134307861,4096,27.012661
0.00029673296,0.00012207031,542.0,-111.03050069230768,0.0027684569358825684,737,2,5.6785784,-0.00038163216,8192,11.142210721969604,8192,93.79626
0.00011747469,0.0,700.5882352941177,-111.2866975882353,-0.011104822158813477,738,3,5.6817884,-0.00023739017,12288,16.68655800819397,12288,12.779161
0.0024564196,0.058044434,795.2631578947369,-111.99502615789474,-0.07292115688323975,738,4,5.68409,-0.0040893215,16384,22.231227159500122,16384,0.30821386
0.0003302552,0.00012207031,834.7916666666666,-110.47920054166667,-0.015398383140563965,748,5,5.6807623,-0.00037935848,20480,27.70304799079895,20480,26.08801
0.0038456633,0.10131836,893.6538461538462,-110.16844673076922,-0.05152761936187744,746,6,5.6786385,-0.004188592,24576,33.19288468360901,24576,0.10096347
0.00044645419,6.1035156e-05,936.3666666666667,-108.94422269999998,0.00025457143783569336,737,7,5.6725774,-0.00040176196,28672,38.748260736465454,28672,11.940677
7.644978e-05,0.0,904.1714285714286,-109.2392924,0.00272369384765625,735,8,5.670237,-5.4393982e-05,32768,44.320249795913696,32768,39.437233
0.00012486508,0.0,856.6744186046511,-108.31393706976745,0.010751962661743164,735,9,5.6708417,-9.0026355e-05,36864,49.8870165348053,36864,61.383232
4.418575e-05,0.0,854.063829787234,-108.59385685106383,0.01884925365447998,728,10,5.67089,-9.753833e-05,40960,55.507081508636475,40960,24.096088
0.00037924893,0.0007324219,882.6666666666666,-107.80051354901963,0.027565300464630127,743,11,5.6708903,-0.001198932,45056,61.01694703102112,45056,11.685174
0.0041889884,0.115112305,909.7358490566038,-107.32032067924531,-0.13222241401672363,747,12,5.6689453,-0.0042677964,49152,66.499272108078,49152,0.18210359
0.0009155051,0.0044555664,837.0322580645161,-107.53937153225806,0.023592591285705566,742,13,5.664152,-0.00021415661,53248,72.01724791526794,53248,89.522934
