# {"t_start": 1539473667.9589002, "env_id": "CartPole-v0"} 
r,l,t
24.0,24,0.737208
31.0,31,0.764975
41.0,41,0.805455
25.0,25,0.828443
18.0,18,0.843359
11.0,11,0.854962
30.0,30,0.885017
30.0,30,0.913606
12.0,12,0.925158
23.0,23,0.943943
17.0,17,0.961336
28.0,28,0.985138
28.0,28,1.010114
13.0,13,1.022671
16.0,16,1.036345
20.0,20,1.053331
30.0,30,1.078791
49.0,49,1.12767
46.0,46,1.177205
20.0,20,1.202211
34.0,34,1.238449
24.0,24,1.262689
11.0,11,1.277125
25.0,25,1.303154
37.0,37,1.343295
34.0,34,1.381583
26.0,26,1.407104
42.0,42,1.442657
27.0,27,1.466111
41.0,41,1.5015
24.0,24,1.523665
70.0,70,1.583962
27.0,27,1.607403
51.0,51,1.653304
32.0,32,1.692693
11.0,11,1.701738
22.0,22,1.721567
17.0,17,1.73682
15.0,15,1.750662
35.0,35,1.78226
23.0,23,1.800446
14.0,14,1.81613
18.0,18,1.8324
27.0,27,1.855748
32.0,32,1.886342
25.0,25,1.908089
21.0,21,1.925993
25.0,25,1.947683
15.0,15,1.960501
11.0,11,1.973275
56.0,56,2.030631
73.0,73,2.097466
39.0,39,2.131696
26.0,26,2.155838
32.0,32,2.181641
14.0,14,2.194948
13.0,13,2.208303
14.0,14,2.220553
12.0,12,2.231491
19.0,19,2.24839
38.0,38,2.280409
29.0,29,2.304836
14.0,14,2.317764
20.0,20,2.335287
27.0,27,2.356625
43.0,43,2.393479
19.0,19,2.410004
36.0,36,2.441281
18.0,18,2.456464
26.0,26,2.479974
21.0,21,2.501484
21.0,21,2.520623
18.0,18,2.538665
30.0,30,2.573245
27.0,27,2.599931
28.0,28,2.625026
10.0,10,2.633805
31.0,31,2.658786
15.0,15,2.67131
66.0,66,2.729824
18.0,18,2.748055
15.0,15,2.762236
16.0,16,2.778281
23.0,23,2.797008
9.0,9,2.806559
36.0,36,2.836328
25.0,25,2.860677
14.0,14,2.874525
16.0,16,2.887691
15.0,15,2.901774
18.0,18,2.919339
15.0,15,2.932929
46.0,46,2.972095
12.0,12,2.983429
21.0,21,3.002097
14.0,14,3.016028
18.0,18,3.03213
10.0,10,3.042563
17.0,17,3.060822
51.0,51,3.110958
21.0,21,3.135198
17.0,17,3.158204
24.0,24,3.186958
22.0,22,3.208356
14.0,14,3.219809
23.0,23,3.241227
12.0,12,3.252445
19.0,19,3.273592
31.0,31,3.303282
14.0,14,3.31844
45.0,45,3.365146
12.0,12,3.377293
16.0,16,3.39276
23.0,23,3.414592
17.0,17,3.431574
28.0,28,3.455386
24.0,24,3.476331
15.0,15,3.48958
33.0,33,3.519027
36.0,36,3.556956
16.0,16,3.570255
17.0,17,3.585203
24.0,24,3.605626
10.0,10,3.617302
16.0,16,3.635613
43.0,43,3.669621
57.0,57,3.716347
15.0,15,3.730375
44.0,44,3.773384
12.0,12,3.785335
76.0,76,3.856303
15.0,15,3.871864
36.0,36,3.903299
26.0,26,3.928235
32.0,32,3.956913
12.0,12,3.967575
21.0,21,3.984675
37.0,37,4.027039
20.0,20,4.046511
60.0,60,4.097814
20.0,20,4.114668
