explained_variance,value_loss,total_timesteps,fps,nupdates,policy_entropy
0.007231533527374268,5552.9951171875,75000,1099,15000,0.37498340010643005
0.4066939353942871,0.00042190487147308886,75500,1099,15100,0.4402708113193512
-1.1528520584106445,0.002655180636793375,76000,1099,15200,0.645006000995636
-0.5065243244171143,0.0016818412113934755,76500,1099,15300,0.464341938495636
-15.529544830322266,0.0016055649612098932,77000,1099,15400,0.5904780626296997
-27.158546447753906,0.003003033110871911,77500,1099,15500,0.6559920310974121
0.46131372451782227,7.636344525963068e-05,78000,1099,15600,0.6396378874778748
-297.95953369140625,0.006137494929134846,78500,1099,15700,0.5901716947555542
-449.5676574707031,0.01186616625636816,79000,1099,15800,0.6069101095199585
-73.39273071289062,0.0007021109340712428,79500,1099,15900,0.6483237743377686
-2.647818088531494,0.0006491036619991064,80000,1100,16000,0.6151672601699829
-19.924388885498047,0.0020945260766893625,80500,1099,16100,0.5692766904830933
-822.2876586914062,0.021316608414053917,81000,1099,16200,0.6326258778572083
-24.288902282714844,0.000657835858874023,81500,1100,16300,0.6585590243339539
-186.04702758789062,0.00236246595159173,82000,1100,16400,0.6630900502204895
-60.55092239379883,0.0007674257503822446,82500,1100,16500,0.6158088445663452
-64.22459411621094,0.00039948205812834203,83000,1100,16600,0.48735466599464417
-74.3199691772461,0.0001758027501637116,83500,1100,16700,0.5993624925613403
-26.57493019104004,0.000174019587575458,84000,1101,16800,0.5604940056800842
-15691.3017578125,0.0009553185664117336,84500,1101,16900,0.6612194776535034
-115.46009826660156,0.0003428078780416399,85000,1101,17000,0.5529696345329285
-38.4183235168457,0.0008295484585687518,85500,1101,17100,0.6120192408561707
-2426.944580078125,0.0002402830868959427,86000,1101,17200,0.5990197062492371
-12.52618408203125,6.258713256102055e-05,86500,1101,17300,0.644181489944458
-10.527165412902832,3.0483886803267524e-05,87000,1101,17400,0.6588623523712158
0.7508097290992737,5.1613827963592485e-05,87500,1101,17500,0.6317850351333618
-14.241694450378418,0.0002478397509548813,88000,1101,17600,0.635435163974762
-1.9698095321655273,0.0002369181311223656,88500,1102,17700,0.6387542486190796
-5.7494893074035645,0.0009551529074087739,89000,1100,17800,0.6406875848770142
-23.035144805908203,0.07112886756658554,89500,1100,17900,0.5644954442977905
-1.6764235496520996,0.0002590349467936903,90000,1100,18000,0.507623553276062
-37.81986618041992,0.0005940984701737761,90500,1100,18100,0.5367286801338196
-58.165550231933594,0.0002638708392623812,91000,1101,18200,0.6307119131088257
-9.46959400177002,0.00023213443637359887,91500,1101,18300,0.6822373270988464
0.4177175760269165,3.752657357836142e-05,92000,1101,18400,0.6363948583602905
0.42614221572875977,2.4150194803951308e-05,92500,1101,18500,0.6430951356887817
-2.9995534420013428,0.0001252938382094726,93000,1101,18600,0.6106746792793274
-4.339859962463379,0.0011807673145085573,93500,1101,18700,0.6437380909919739
-6.730569839477539,0.00030456314561888576,94000,1101,18800,0.6749377846717834
0.07150423526763916,9090.267578125,94500,1101,18900,0.6155000925064087
0.543097048997879,0.0003180591738782823,95000,1102,19000,0.6590827703475952
-0.0031603574752807617,0.00034930859692394733,95500,1102,19100,0.6851516962051392
0.7958962917327881,4.539523433777504e-05,96000,1102,19200,0.5196327567100525
-8.8826904296875,0.0009479866130277514,96500,1102,19300,0.6486104726791382
-1.11472487449646,0.0008139338460750878,97000,1102,19400,0.5340814590454102
-13.541014671325684,0.011330561712384224,97500,1102,19500,0.6377260088920593
-1.2257201671600342,0.0010501189390197396,98000,1102,19600,0.682898759841919
0.8394007086753845,2.0097195374546573e-05,98500,1103,19700,0.6834257245063782
-4.747039794921875,0.01354855764657259,99000,1103,19800,0.6704116463661194
-8.999241828918457,0.004309387877583504,99500,1103,19900,0.6794301271438599
-5.225825786590576,0.0007014687871560454,100000,1103,20000,0.6557099223136902
