policy_entropy,value_loss,explained_variance,total_timesteps,fps,nupdates
0.6931469440460205,11.69932746887207,0.0011676549911499023,5,92,1
0.6931438446044922,11.664639472961426,-0.08442020416259766,500,842,100
0.6931465268135071,10.37173080444336,-0.008893489837646484,1000,921,200
0.6931231021881104,10.361448287963867,0.0027544498443603516,1500,967,300
0.6929295659065247,9.035593032836914,0.15727341175079346,2000,994,400
0.6928000450134277,8.596083641052246,0.13166260719299316,2500,1010,500
0.6930078268051147,10.204642295837402,-0.03726029396057129,3000,1019,600
0.6913303136825562,7.699656009674072,0.42105013132095337,3500,1027,700
0.6826649904251099,12.71666145324707,-0.5551223754882812,4000,1027,800
0.6908347010612488,64.01878356933594,0.10936784744262695,4500,1023,900
0.6929997205734253,7.271053314208984,-0.023177504539489746,5000,1030,1000
0.6812135577201843,6.869706153869629,0.0961727499961853,5500,1035,1100
0.6920278668403625,5.8117570877075195,0.04567903280258179,6000,1036,1200
0.6854154467582703,430.56298828125,0.04417848587036133,6500,1039,1300
0.6714923977851868,3.538809299468994,0.1622825264930725,7000,1041,1400
0.6877012252807617,4.6122026443481445,-0.0058602094650268555,7500,1043,1500
0.6858009099960327,0.8852624893188477,-0.06580591201782227,8000,1047,1600
0.6584101915359497,3.6540160179138184,0.20092254877090454,8500,1050,1700
0.6927620768547058,3.6519627571105957,0.008727550506591797,9000,1050,1800
0.5885017514228821,3.071964979171753,0.010619044303894043,9500,1051,1900
0.6907109022140503,391.7694091796875,0.011298537254333496,10000,1054,2000
0.6920449137687683,0.7184238433837891,0.03862142562866211,10500,1054,2100
0.6859837770462036,441.7643127441406,0.06270408630371094,11000,1055,2200
0.6875759363174438,2.4421982765197754,-0.02623295783996582,11500,1057,2300
0.6929584741592407,1.9352470636367798,0.46661144495010376,12000,1058,2400
0.689281702041626,2016.9974365234375,0.09473210573196411,12500,1060,2500
0.6931212544441223,2.032257556915283,0.06343132257461548,13000,1061,2600
0.68256014585495,2.133118152618408,0.1628933548927307,13500,1062,2700
0.6826448440551758,41.218231201171875,-2.3218448162078857,14000,1063,2800
0.6868366003036499,1.1078994274139404,0.4760744571685791,14500,1065,2900
0.692581057548523,2.031404733657837,-0.4859215021133423,15000,1067,3000
0.6930618286132812,1.2523800134658813,-0.033966064453125,15500,1068,3100
0.6910995841026306,1.3446400165557861,0.4543861150741577,16000,1070,3200
0.6859413981437683,0.9147027134895325,0.17485713958740234,16500,1071,3300
0.6852725744247437,1.984584093093872,-3.1849966049194336,17000,1071,3400
0.6921869516372681,0.8666496276855469,0.01842796802520752,17500,1071,3500
0.680801510810852,0.6849097013473511,0.02864706516265869,18000,1072,3600
0.6370764970779419,0.9385740160942078,-2.18190336227417,18500,1072,3700
0.6870877742767334,0.7163692712783813,-0.3023803234100342,19000,1073,3800
0.6835861802101135,98.89158630371094,-11.961666107177734,19500,1073,3900
0.688459038734436,0.28933006525039673,0.16730505228042603,20000,1073,4000
0.6925274133682251,0.8842555284500122,-1.5411720275878906,20500,1075,4100
0.6736618876457214,1236.174072265625,0.0035622119903564453,21000,1075,4200
0.5798948407173157,3993.21728515625,0.1783422827720642,21500,1075,4300
0.6893525719642639,20.473825454711914,-0.9098458290100098,22000,1075,4400
0.6914297342300415,0.542178750038147,-0.3824576139450073,22500,1076,4500
0.6177389025688171,3774.77392578125,0.0682750940322876,23000,1076,4600
0.6851493716239929,0.24081385135650635,0.23467504978179932,23500,1077,4700
0.674670934677124,2622.91796875,0.09366518259048462,24000,1077,4800
0.638205349445343,6422.90576171875,-0.7727580070495605,24500,1077,4900
0.6885102987289429,2.7512221336364746,-54.722408294677734,25000,1077,5000
0.6931363940238953,0.13331903517246246,-0.3215179443359375,25500,1078,5100
0.688400149345398,0.01726001873612404,0.16510909795761108,26000,1078,5200
0.6877626776695251,1.4357824325561523,-15.739217758178711,26500,1079,5300
0.672470211982727,1.3237920999526978,-17.47455406188965,27000,1079,5400
0.626142680644989,3.1760945320129395,-130.25946044921875,27500,1079,5500
0.6064779162406921,4.879782676696777,-95.915283203125,28000,1080,5600
0.6688803434371948,1.1923478841781616,0.023185312747955322,28500,1080,5700
0.6880139112472534,0.06466416269540787,0.1593325138092041,29000,1081,5800
0.6889678239822388,0.2853303551673889,-11.017657279968262,29500,1080,5900
0.6728969812393188,6546.5654296875,0.020810425281524658,30000,1080,6000
0.6914962530136108,0.05538608506321907,-0.4542785882949829,30500,1081,6100
