# {"t_start": 1539475928.991204, "env_id": "CartPole-v0"} 
r,l,t
52.0,52,0.738935
12.0,12,0.752299
40.0,40,0.796542
22.0,22,0.822531
28.0,28,0.851863
31.0,31,0.886558
21.0,21,0.912133
18.0,18,0.93161
16.0,16,0.952565
18.0,18,0.970075
22.0,22,0.988226
18.0,18,1.007126
11.0,11,1.01815
26.0,26,1.043702
19.0,19,1.061617
10.0,10,1.070991
22.0,22,1.091103
10.0,10,1.101791
14.0,14,1.114186
40.0,40,1.16168
25.0,25,1.190363
16.0,16,1.211776
19.0,19,1.233047
18.0,18,1.252832
39.0,39,1.294711
23.0,23,1.317223
12.0,12,1.32972
13.0,13,1.341298
39.0,39,1.376284
14.0,14,1.391627
18.0,18,1.410222
20.0,20,1.431164
12.0,12,1.441414
14.0,14,1.454356
18.0,18,1.4681
20.0,20,1.485543
16.0,16,1.503662
21.0,21,1.523183
15.0,15,1.536902
27.0,27,1.565029
17.0,17,1.582586
40.0,40,1.625128
22.0,22,1.650016
18.0,18,1.666472
13.0,13,1.676477
27.0,27,1.701182
24.0,24,1.722935
21.0,21,1.743014
9.0,9,1.750579
26.0,26,1.772824
15.0,15,1.785381
11.0,11,1.79862
15.0,15,1.813915
11.0,11,1.824373
21.0,21,1.843935
13.0,13,1.857069
17.0,17,1.870986
11.0,11,1.883638
11.0,11,1.89663
17.0,17,1.911945
11.0,11,1.921199
13.0,13,1.935222
43.0,43,1.976002
15.0,15,1.991729
19.0,19,2.010098
30.0,30,2.036117
14.0,14,2.049109
21.0,21,2.067265
14.0,14,2.079452
37.0,37,2.111331
24.0,24,2.133001
12.0,12,2.145867
46.0,46,2.188918
16.0,16,2.20335
13.0,13,2.217332
12.0,12,2.228229
23.0,23,2.248353
11.0,11,2.25746
20.0,20,2.274123
26.0,26,2.300378
34.0,34,2.329959
28.0,28,2.352693
19.0,19,2.370523
20.0,20,2.389531
15.0,15,2.402996
31.0,31,2.432054
21.0,21,2.45289
11.0,11,2.462208
14.0,14,2.476451
45.0,45,2.524005
40.0,40,2.55652
14.0,14,2.567935
18.0,18,2.586335
11.0,11,2.595692
9.0,9,2.603925
44.0,44,2.646444
34.0,34,2.678133
13.0,13,2.688316
13.0,13,2.700871
17.0,17,2.716384
33.0,33,2.745976
62.0,62,2.796914
44.0,44,2.836213
33.0,33,2.869136
36.0,36,2.899686
16.0,16,2.913358
12.0,12,2.924003
25.0,25,2.94673
50.0,50,2.990786
43.0,43,3.031406
30.0,30,3.060723
14.0,14,3.077893
28.0,28,3.106676
32.0,32,3.137112
16.0,16,3.150914
22.0,22,3.173912
9.0,9,3.184957
26.0,26,3.208179
34.0,34,3.239929
16.0,16,3.253432
11.0,11,3.265261
14.0,14,3.277986
21.0,21,3.296468
11.0,11,3.308975
15.0,15,3.323729
22.0,22,3.342167
22.0,22,3.361798
23.0,23,3.381405
22.0,22,3.409242
28.0,28,3.433917
41.0,41,3.471284
14.0,14,3.483732
11.0,11,3.494126
16.0,16,3.50897
17.0,17,3.524282
26.0,26,3.547547
38.0,38,3.582966
14.0,14,3.59736
10.0,10,3.608148
42.0,42,3.649006
17.0,17,3.662868
19.0,19,3.678628
23.0,23,3.701458
24.0,24,3.72289
28.0,28,3.744875
37.0,37,3.776442
12.0,12,3.787959
11.0,11,3.798371
10.0,10,3.80818
26.0,26,3.829872
25.0,25,3.851526
19.0,19,3.869529
25.0,25,3.891595
15.0,15,3.906095
12.0,12,3.917967
27.0,27,3.939315
12.0,12,3.948761
16.0,16,3.964508
35.0,35,4.003342
17.0,17,4.022217
26.0,26,4.051592
20.0,20,4.08055
15.0,15,4.096129
19.0,19,4.113027
14.0,14,4.126328
24.0,24,4.151636
14.0,14,4.164302
39.0,39,4.200355
14.0,14,4.21432
17.0,17,4.228152
15.0,15,4.241299
21.0,21,4.260876
35.0,35,4.289474
16.0,16,4.30639
22.0,22,4.324055
14.0,14,4.336856
29.0,29,4.362703
13.0,13,4.394134
64.0,64,4.445932
48.0,48,4.492302
12.0,12,4.503251
22.0,22,4.525129
8.0,8,4.533205
21.0,21,4.55044
41.0,41,4.585996
17.0,17,4.600145
20.0,20,4.617242
36.0,36,4.646315
19.0,19,4.720469
29.0,29,4.744664
27.0,27,4.767236
11.0,11,4.776206
10.0,10,4.785816
41.0,41,4.825487
16.0,16,4.839337
16.0,16,4.853604
12.0,12,4.863363
11.0,11,4.873951
15.0,15,4.887305
12.0,12,4.897042
35.0,35,4.92902
13.0,13,4.941522
17.0,17,4.955312
25.0,25,4.978445
12.0,12,4.988335
33.0,33,5.024287
17.0,17,5.042575
11.0,11,5.055347
14.0,14,5.067746
17.0,17,5.084359
20.0,20,5.10583
11.0,11,5.115662
14.0,14,5.12772
25.0,25,5.150252
37.0,37,5.180656
32.0,32,5.209854
20.0,20,5.229837
25.0,25,5.254133
14.0,14,5.265717
56.0,56,5.312862
18.0,18,5.32734
18.0,18,5.344293
29.0,29,5.370241
15.0,15,5.383121
19.0,19,5.399467
10.0,10,5.407897
11.0,11,5.420913
26.0,26,5.44486
57.0,57,5.497167
104.0,104,5.592939
35.0,35,5.623283
13.0,13,5.638602
15.0,15,5.651379
28.0,28,5.674501
11.0,11,5.685889
9.0,9,5.695663
27.0,27,5.722195
28.0,28,5.744347
17.0,17,5.75999
16.0,16,5.773929
24.0,24,5.797666
10.0,10,5.807177
11.0,11,5.816518
25.0,25,5.838377
11.0,11,5.848473
23.0,23,5.870329
20.0,20,5.888509
17.0,17,5.903706
34.0,34,5.931748
17.0,17,5.956834
10.0,10,5.96916
63.0,63,6.029562
20.0,20,6.049652
14.0,14,6.062816
15.0,15,6.076487
18.0,18,6.094635
9.0,9,6.104377
35.0,35,6.133713
41.0,41,6.170856
26.0,26,6.193208
20.0,20,6.212747
14.0,14,6.23023
24.0,24,6.254076
14.0,14,6.268384
17.0,17,6.282508
19.0,19,6.299595
15.0,15,6.313922
13.0,13,6.326507
19.0,19,6.342891
53.0,53,6.388284
26.0,26,6.412202
36.0,36,6.447735
15.0,15,6.46488
24.0,24,6.48608
16.0,16,6.501353
33.0,33,6.531563
44.0,44,6.574642
15.0,15,6.588609
23.0,23,6.60927
44.0,44,6.64518
16.0,16,6.658686
25.0,25,6.68269
12.0,12,6.694672
14.0,14,6.709155
15.0,15,6.723184
17.0,17,6.740055
18.0,18,6.759659
15.0,15,6.773304
14.0,14,6.784272
13.0,13,6.796683
19.0,19,6.815328
12.0,12,6.826488
36.0,36,6.856518
28.0,28,6.881621
18.0,18,6.899201
20.0,20,6.916108
14.0,14,6.930504
22.0,22,6.950344
10.0,10,6.959218
13.0,13,6.969967
29.0,29,6.997999
11.0,11,7.007804
21.0,21,7.027779
12.0,12,7.040492
12.0,12,7.051124
12.0,12,7.063701
10.0,10,7.072433
12.0,12,7.083008
16.0,16,7.096558
31.0,31,7.127457
16.0,16,7.140816
22.0,22,7.160339
20.0,20,7.178514
32.0,32,7.207853
45.0,45,7.248484
27.0,27,7.271735
10.0,10,7.284376
15.0,15,7.299568
16.0,16,7.312918
16.0,16,7.327686
39.0,39,7.364455
20.0,20,7.383316
12.0,12,7.39668
16.0,16,7.410263
16.0,16,7.423855
33.0,33,7.45446
32.0,32,7.486862
17.0,17,7.501231
30.0,30,7.527267
15.0,15,7.543729
18.0,18,7.561908
29.0,29,7.589148
26.0,26,7.612255
22.0,22,7.630525
21.0,21,7.65349
14.0,14,7.664351
10.0,10,7.675738
9.0,9,7.685389
29.0,29,7.710511
22.0,22,7.730899
14.0,14,7.746705
13.0,13,7.758282
39.0,39,7.793345
35.0,35,7.824277
15.0,15,7.83915
38.0,38,7.871431
21.0,21,7.889407
19.0,19,7.906322
17.0,17,7.921679
10.0,10,7.930055
11.0,11,7.942229
18.0,18,7.957309
27.0,27,7.982186
16.0,16,7.997052
58.0,58,8.046451
11.0,11,8.056992
40.0,40,8.095008
17.0,17,8.110546
16.0,16,8.125985
14.0,14,8.138368
12.0,12,8.149706
12.0,12,8.160649
35.0,35,8.190636
48.0,48,8.232442
12.0,12,8.242096
12.0,12,8.252917
13.0,13,8.266706
32.0,32,8.29962
17.0,17,8.318139
15.0,15,8.331237
33.0,33,8.358585
34.0,34,8.387672
24.0,24,8.410458
45.0,45,8.44716
20.0,20,8.465583
25.0,25,8.491812
21.0,21,8.509737
10.0,10,8.51969
14.0,14,8.533501
13.0,13,8.544843
32.0,32,8.571193
33.0,33,8.600463
11.0,11,8.610377
15.0,15,8.625601
14.0,14,8.638536
10.0,10,8.648165
22.0,22,8.665901
23.0,23,8.686332
36.0,36,8.72018
19.0,19,8.737118
11.0,11,8.747026
13.0,13,8.760571
11.0,11,8.778908
15.0,15,8.79292
36.0,36,8.824698
12.0,12,8.834944
19.0,19,8.853295
31.0,31,8.881816
31.0,31,8.910654
13.0,13,8.922259
10.0,10,8.932193
20.0,20,8.950779
11.0,11,8.96028
13.0,13,8.973256
11.0,11,8.983537
13.0,13,8.996226
30.0,30,9.023162
14.0,14,9.035073
13.0,13,9.049184
47.0,47,9.092246
17.0,17,9.109603
14.0,14,9.121892
17.0,17,9.139974
22.0,22,9.160974
23.0,23,9.18359
16.0,16,9.199638
52.0,52,9.244759
12.0,12,9.254427
19.0,19,9.271097
42.0,42,9.308455
12.0,12,9.32014
29.0,29,9.343972
38.0,38,9.381975
15.0,15,9.396453
23.0,23,9.418208
13.0,13,9.428542
32.0,32,9.462244
10.0,10,9.472426
21.0,21,9.492543
17.0,17,9.509087
11.0,11,9.520209
14.0,14,9.535191
18.0,18,9.553411
18.0,18,9.569229
19.0,19,9.590295
13.0,13,9.602301
19.0,19,9.618509
11.0,11,9.627525
11.0,11,9.636879
17.0,17,9.651439
13.0,13,9.665082
13.0,13,9.677279
16.0,16,9.691855
11.0,11,9.702473
10.0,10,9.71103
20.0,20,9.727912
15.0,15,9.740805
10.0,10,9.74993
11.0,11,9.759453
15.0,15,9.772046
16.0,16,9.784932
11.0,11,9.796792
11.0,11,9.808253
8.0,8,9.815765
13.0,13,9.827184
16.0,16,9.84042
20.0,20,9.857385
22.0,22,9.877308
33.0,33,9.905644
12.0,12,9.917216
19.0,19,9.932378
11.0,11,9.944062
10.0,10,9.952647
12.0,12,9.961897
11.0,11,9.971
23.0,23,9.993473
9.0,9,10.002227
10.0,10,10.01088
18.0,18,10.025782
23.0,23,10.047729
12.0,12,10.058524
23.0,23,10.082215
29.0,29,10.108744
23.0,23,10.128383
10.0,10,10.137568
37.0,37,10.174309
32.0,32,10.202015
23.0,23,10.22296
15.0,15,10.237795
15.0,15,10.253
23.0,23,10.271593
15.0,15,10.285835
16.0,16,10.299464
26.0,26,10.336748
45.0,45,10.380255
14.0,14,10.393588
14.0,14,10.407102
11.0,11,10.416845
14.0,14,10.430038
16.0,16,10.443498
17.0,17,10.460057
17.0,17,10.474864
17.0,17,10.492752
20.0,20,10.510974
14.0,14,10.522016
31.0,31,10.550511
18.0,18,10.56645
13.0,13,10.579219
13.0,13,10.591764
41.0,41,10.629283
30.0,30,10.657485
11.0,11,10.668963
13.0,13,10.680457
47.0,47,10.7219
18.0,18,10.737657
20.0,20,10.755106
16.0,16,10.770204
23.0,23,10.788718
18.0,18,10.804858
14.0,14,10.817924
15.0,15,10.831905
17.0,17,10.847961
38.0,38,10.882797
10.0,10,10.892124
13.0,13,10.903607
10.0,10,10.912248
12.0,12,10.924309
19.0,19,10.941376
29.0,29,10.967302
50.0,50,11.019815
27.0,27,11.044122
25.0,25,11.068606
30.0,30,11.09473
8.0,8,11.101368
21.0,21,11.121484
12.0,12,11.13375
14.0,14,11.145458
18.0,18,11.160783
15.0,15,11.176713
14.0,14,11.190793
28.0,28,11.214493
49.0,49,11.255571
28.0,28,11.279404
21.0,21,11.298537
30.0,30,11.324088
20.0,20,11.345708
12.0,12,11.358041
47.0,47,11.400911
11.0,11,11.410363
12.0,12,11.421963
35.0,35,11.452223
16.0,16,11.466301
53.0,53,11.516984
19.0,19,11.535634
22.0,22,11.557136
15.0,15,11.571542
