# {"env_id": "LunarLander-v2", "t_start": 1541100938.31487} 
r,l,t
-261.652463,87,1.479544
-91.702578,83,1.549359
-70.419339,77,1.612378
-142.314113,97,1.692002
-79.937121,120,1.791721
-416.320866,89,1.866083
-153.55333,92,1.942235
-145.858331,94,2.020371
-115.303566,69,2.076365
-317.957172,91,2.150677
-180.58115,74,2.211731
-45.331384,74,2.273982
-96.396794,69,2.329808
-159.968946,83,2.398523
-229.205124,80,2.463789
-96.329426,77,2.527354
-190.70456,103,2.614262
-116.815947,108,2.704807
-136.058214,86,2.777638
-151.497758,111,2.871048
-116.795493,135,2.98669
-79.94549,83,3.055864
-160.118772,115,3.152833
-147.309273,111,3.246685
-214.357492,110,3.340644
-151.853946,115,3.437017
-369.321703,74,3.497874
-82.974021,59,3.545861
-217.222995,62,3.595807
-291.207418,84,3.665111
-338.476454,94,3.743178
-138.922693,128,3.852539
-0.17299,123,3.955752
-111.208867,90,4.03052
-123.745672,117,4.132111
-231.112117,131,4.246061
-150.220625,79,4.31144
-203.490049,63,4.36395
-274.948499,98,4.447653
-190.674811,81,4.515199
-245.00401,94,4.594427
-303.388022,125,4.701773
-62.217104,76,4.765012
-59.868072,71,4.824771
-50.656215,64,5.449682
-76.790251,68,5.506451
-355.050755,137,5.623218
-87.829412,98,5.707585
-79.312909,72,5.766844
-187.884918,99,5.848913
-442.801615,100,5.932701
-143.952798,71,5.991607
-269.113962,80,6.058946
-95.58443,62,6.110322
-88.082554,106,6.199336
-207.169701,99,6.283807
-97.337967,66,6.337545
-144.47679,84,6.4075
-83.005534,62,6.458332
-115.646635,102,6.543369
-24.233295,95,6.624253
-113.494084,108,6.716128
-178.632953,94,6.794806
-200.680375,106,6.884274
-173.544318,97,6.965361
-209.811134,108,7.058177
-348.080134,92,7.135354
-357.515239,109,7.229136
-128.603846,115,7.326707
-114.406285,119,7.428958
-157.875146,171,7.582897
4.325005,127,7.694447
-132.448316,65,7.748737
-186.014633,96,7.828943
-124.082273,96,7.909644
-74.833547,86,7.980417
-111.015644,92,8.056028
-214.183393,84,8.125953
-349.686836,91,8.202479
11.162585,71,8.262122
-74.562187,148,8.391863
-73.382769,60,8.441484
-142.651445,70,8.497712
-277.314481,111,8.592263
-62.602105,93,8.669758
-141.18253,83,8.739331
-122.61607,65,8.792204
-149.064776,147,9.352259
-101.948904,83,9.421022
-284.599361,122,9.525844
-83.397174,66,9.579594
-210.827892,112,9.674551
-186.575385,103,9.760489
-225.220488,87,9.833026
-169.292472,109,9.927264
-104.555396,113,10.025142
-76.844479,58,10.072678
-95.809769,82,10.141788
-60.807831,66,10.196266
-91.990534,90,10.272207
-56.224382,73,10.332196
-225.747723,97,10.413202
-235.776876,109,10.505242
-185.001706,86,10.57557
-134.78191,96,10.655927
-102.55801,79,10.72169
-99.005413,84,10.792667
-94.581838,127,10.902297
-98.248416,65,10.955805
-71.342267,64,11.009326
-303.489189,85,11.080199
-101.920132,95,11.161839
-259.685813,104,11.248773
-95.834573,73,11.307501
-251.802494,84,11.378085
-287.818456,84,11.448819
-384.152517,117,11.550751
-103.750327,87,11.622644
-121.182526,76,11.685474
-92.879402,77,11.749239
-230.040014,118,11.859074
-321.358728,93,11.937261
-169.794752,89,12.011085
-296.09507,102,12.097174
-250.890359,128,12.207336
-179.581104,115,12.305917
-50.463023,81,12.373372
-97.31343,122,12.476895
-142.545689,72,12.535227
-192.805895,80,12.600995
-70.619183,59,12.649848
-63.362761,70,12.706119
-175.438438,124,13.242157
-118.077995,98,13.323097
-115.955743,75,13.384772
-112.830415,105,13.472147
-179.275774,101,13.557407
-113.066096,84,13.628483
-121.223973,83,13.697638
-319.749001,88,13.772467
-193.01307,103,13.858606
-219.528901,118,13.959243
-92.352817,66,14.013027
-82.729286,109,14.105349
-244.135842,116,14.202941
-166.93171,108,14.294075
-91.820097,124,14.400012
-166.906935,102,14.485343
30.472646,65,14.539865
-136.001539,76,14.60253
-276.808197,82,14.671751
-82.021492,76,14.735033
-147.677167,116,14.835387
-125.953396,73,14.894755
-159.139623,64,14.947727
-177.134084,68,15.004093
-115.619499,107,15.093242
-196.577927,102,15.17841
-124.522176,88,15.251064
-123.776181,96,15.33152
-230.231791,100,15.416364
-58.099126,92,15.494517
-291.902925,149,15.624323
-99.5818,74,15.686411
-310.859208,101,15.771566
