# {"t_start": 1539474423.4138296, "env_id": "CartPole-v0"} 
r,l,t
14.0,14,0.742211
14.0,14,0.754835
15.0,15,0.770005
17.0,17,0.787123
18.0,18,0.804009
18.0,18,0.820958
16.0,16,0.834654
38.0,38,0.865206
30.0,30,0.89721
19.0,19,0.916044
15.0,15,0.930736
11.0,11,0.941289
17.0,17,0.957256
11.0,11,0.966548
50.0,50,1.013989
17.0,17,1.030664
16.0,16,1.045754
12.0,12,1.055794
14.0,14,1.06989
18.0,18,1.086043
26.0,26,1.111058
13.0,13,1.125569
19.0,19,1.144216
23.0,23,1.171443
25.0,25,1.196795
13.0,13,1.208772
22.0,22,1.230978
16.0,16,1.244325
13.0,13,1.255324
22.0,22,1.275004
13.0,13,1.285879
10.0,10,1.296301
20.0,20,1.315409
35.0,35,1.347048
19.0,19,1.365168
12.0,12,1.376813
31.0,31,1.401565
17.0,17,1.417096
21.0,21,1.436844
13.0,13,1.449063
14.0,14,1.462187
44.0,44,1.500574
21.0,21,1.528453
18.0,18,1.544425
25.0,25,1.567543
28.0,28,1.592185
20.0,20,1.61022
23.0,23,1.630626
46.0,46,1.67556
36.0,36,1.70929
26.0,26,1.734984
22.0,22,1.756427
19.0,19,1.773448
19.0,19,1.79096
13.0,13,1.807358
10.0,10,1.819295
39.0,39,1.85619
45.0,45,1.905095
28.0,28,1.92887
48.0,48,1.972826
29.0,29,1.998556
31.0,31,2.025958
22.0,22,2.044485
15.0,15,2.057958
50.0,50,2.100826
32.0,32,2.127616
11.0,11,2.138062
48.0,48,2.184574
22.0,22,2.20421
75.0,75,2.270204
58.0,58,2.319444
34.0,34,2.352025
25.0,25,2.376462
26.0,26,2.398754
10.0,10,2.409756
17.0,17,2.429675
10.0,10,2.439445
16.0,16,2.452524
27.0,27,2.475972
19.0,19,2.495385
24.0,24,2.516814
20.0,20,2.533333
24.0,24,2.55367
31.0,31,2.579339
14.0,14,2.595671
46.0,46,2.634691
24.0,24,2.65553
15.0,15,2.667795
16.0,16,2.680953
29.0,29,2.70567
13.0,13,2.716859
20.0,20,2.735623
25.0,25,2.759946
31.0,31,2.786528
63.0,63,2.840931
16.0,16,2.853955
29.0,29,2.880025
33.0,33,2.910371
24.0,24,2.932357
32.0,32,2.971427
69.0,69,3.039984
44.0,44,3.081489
25.0,25,3.102374
22.0,22,3.120637
13.0,13,3.136367
19.0,19,3.150883
11.0,11,3.163472
26.0,26,3.18782
49.0,49,3.232029
14.0,14,3.242602
13.0,13,3.254434
26.0,26,3.276796
39.0,39,3.315636
28.0,28,3.342103
17.0,17,3.35577
19.0,19,3.37238
40.0,40,3.409501
10.0,10,3.419005
16.0,16,3.432921
13.0,13,3.446581
